tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-152271.61406,0.016794,-67412000.0,-9067000.0,-9067000.0,-127745000.0,49481000.0,120633000.0,-76479000.0,-125960000.0,-5410000.0,3967000.0,,-118830271.61406,-127745000.0,668488000.0,-118882000.0,177584000.0,177584000.0,-0.72,-0.72,-127745000.0,-127745000.0,-127745000.0,-127745000.0,-127745000.0,-2182000.0,-129927000.0,-9067000.0,-3432000.0,,3432000.0,-5635000.0,-5410000.0,1443000.0,3967000.0,,-115493000.0,521288000.0,0.0,22914000.0,22914000.0,22914000.0,22914000.0,94274000.0,404100000.0,74700000.0,329400000.0,88700000.0,240700000.0,405795000.0,147200000.0,552995000.0,552995000.0,2022-12-31
2256450.0,0.21,-30111000.0,10745000.0,10745000.0,-74151000.0,49743000.0,130085000.0,-19366000.0,-69109000.0,-4763000.0,3385000.0,,-82639550.0,-74151000.0,679547000.0,-77091000.0,178574000.0,178574000.0,-0.42,-0.42,-74151000.0,-74151000.0,-74151000.0,-74151000.0,-74151000.0,1657000.0,-72494000.0,10745000.0,10255000.0,-10324000.0,69000.0,490000.0,-4763000.0,1378000.0,3385000.0,,-77097000.0,522647000.0,,22928000.0,22928000.0,22928000.0,22928000.0,95419000.0,404300000.0,53000000.0,351300000.0,108100000.0,243200000.0,445550000.0,156900000.0,602450000.0,602450000.0,2023-03-31
897960.0,0.21,-25938000.0,4276000.0,4276000.0,-81026000.0,50439000.0,129490000.0,-21662000.0,-72101000.0,-7818000.0,7818000.0,,-84404040.0,-81026000.0,698524000.0,-76929000.0,180204000.0,180204000.0,-0.45,-0.45,-81026000.0,-81026000.0,-81026000.0,-81026000.0,-81026000.0,1107000.0,-79919000.0,4276000.0,-552000.0,,552000.0,4828000.0,-7818000.0,,7818000.0,,-76431000.0,541524000.0,,22929000.0,22929000.0,22929000.0,22929000.0,104095000.0,414500000.0,49500000.0,365000000.0,124400000.0,240600000.0,465093000.0,157000000.0,622093000.0,622093000.0,2023-06-30
492986.577181,0.238734,4982232000.0,2065000.0,2065000.0,794000.0,52254000.0,139264000.0,4984297000.0,4932043000.0,-7871000.0,4931000000.0,6252129000.0,-778013.422819,794000.0,621489000.0,6849000.0,184075000.0,180649000.0,0.004313,0.004395,794000.0,794000.0,794000.0,794000.0,794000.0,249000.0,1043000.0,2065000.0,0.0,,0.0,2065000.0,-7871000.0,1329000000.0,4931000000.0,6252129000.0,6849000.0,452963000.0,-72027000.0,22992000.0,22992000.0,22992000.0,22992000.0,111446000.0,390552000.0,43859000.0,346693000.0,99593000.0,247100000.0,459812000.0,168526000.0,628338000.0,628338000.0,2023-09-30
306719.469589,0.012109,-14998000.0,25330000.0,25330000.0,-49766000.0,54172000.0,140956000.0,10332000.0,-43840000.0,-7865000.0,6536000.0,,-74789280.530411,-49766000.0,714684000.0,-67841000.0,,,,,-49766000.0,-49766000.0,-49766000.0,-49766000.0,-49766000.0,-610000.0,-50376000.0,25330000.0,0.0,0.0,0.0,25330000.0,-7865000.0,1329000.0,6536000.0,,-67799000.0,542867000.0,-6400000.0,23311000.0,23311000.0,23311000.0,23311000.0,114922000.0,411034000.0,57587000.0,353447000.0,106547000.0,246900000.0,475068000.0,171817000.0,646885000.0,646885000.0,2023-12-31
