ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
177925631.0,177925631.0,1993613000.0,2446871000.0,-1259118000.0,5279268000.0,569510000.0,-1259118000.0,210765000.0,3043162000.0,5279268000.0,3043162000.0,3043162000.0,-5236000.0,-5236000.0,-3265026000.0,6311644000.0,1780000.0,1780000.0,0.0,3183711000.0,2770964000.0,352459000.0,2418505000.0,182399000.0,2236106000.0,412747000.0,10249000.0,28366000.0,28366000.0,,,201252000.0,172880000.0,97964000.0,74916000.0,74916000.0,6226873000.0,5244616000.0,90577000.0,4302280000.0,1956240000.0,2346040000.0,851759000.0,-307591000.0,1159350000.0,200588000.0,68398000.0,413347000.0,176943000.0,288941000.0,11133000.0,0.0,982257000.0,73898000.0,118259000.0,57052000.0,57052000.0,61207000.0,158043000.0,158043000.0,632057000.0,389564000.0,242493000.0,64325000.0,178168000.0,2022-12-31
179830145.0,179830145.0,1938831000.0,2564900000.0,-1222008000.0,5417904000.0,724030000.0,-1222008000.0,204704000.0,3057708000.0,5417904000.0,3057708000.0,3057708000.0,-1719000.0,-1719000.0,-3339177000.0,6396805000.0,1799000.0,1799000.0,0.0,3246620000.0,2879266000.0,344380000.0,2534886000.0,174690000.0,2360196000.0,367354000.0,8783000.0,30014000.0,30014000.0,,,,328557000.0,241844000.0,86713000.0,86713000.0,6304328000.0,5212944000.0,91872000.0,4279716000.0,1933481000.0,2346235000.0,841356000.0,-334163000.0,1175519000.0,200314000.0,79648000.0,410708000.0,183399000.0,290121000.0,11329000.0,0.0,1091384000.0,85274000.0,124092000.0,60659000.0,60659000.0,63433000.0,183371000.0,183371000.0,698647000.0,277282000.0,421365000.0,69816000.0,351549000.0,2023-03-31
180545663.0,180545663.0,1757204000.0,2559940000.0,-1200185000.0,5418189000.0,685871000.0,-1200185000.0,198373000.0,3056622000.0,5368189000.0,3056622000.0,3056622000.0,-723000.0,-723000.0,-3420203000.0,6475742000.0,1806000.0,1806000.0,0.0,3298941000.0,2810884000.0,330816000.0,2480068000.0,168501000.0,2311567000.0,488057000.0,33519000.0,79872000.0,29872000.0,50000000.0,50000000.0,,374666000.0,299586000.0,75080000.0,75080000.0,6355563000.0,5181635000.0,89536000.0,4256807000.0,1910559000.0,2346248000.0,835292000.0,-360165000.0,1195457000.0,208710000.0,83538000.0,409877000.0,191311000.0,290692000.0,11329000.0,0.0,1173928000.0,89129000.0,130770000.0,67196000.0,67196000.0,63574000.0,178317000.0,178317000.0,775712000.0,171349000.0,604363000.0,48379000.0,555984000.0,2023-06-30
180814407.0,180814407.0,1768309000.0,2561708000.0,-1158594000.0,5484148000.0,671673000.0,-1158594000.0,198787000.0,3121227000.0,5434148000.0,3121227000.0,3121227000.0,-1535000.0,-1535000.0,-3419409000.0,6540362000.0,1809000.0,1809000.0,0.0,3299603000.0,2823090000.0,341771000.0,2481319000.0,168398000.0,2312921000.0,476513000.0,12694000.0,80389000.0,30389000.0,50000000.0,50000000.0,,383430000.0,309872000.0,73558000.0,73558000.0,6420830000.0,5272644000.0,150748000.0,4279821000.0,1913307000.0,2366514000.0,842075000.0,-388339000.0,1230414000.0,214447000.0,96815000.0,418911000.0,197796000.0,291035000.0,11410000.0,0.0,1148186000.0,81536000.0,132841000.0,,67902000.0,64939000.0,199403000.0,199403000.0,734406000.0,139794000.0,594612000.0,51296000.0,543316000.0,2023-09-30
181364180.0,181364180.0,1758898000.0,2554725000.0,-1112211000.0,5509581000.0,679668000.0,-1112211000.0,190449000.0,3145305000.0,5459581000.0,3145305000.0,3145305000.0,1428000.0,1428000.0,-3469175000.0,6611237000.0,1815000.0,1815000.0,0.0,3326029000.0,2811328000.0,335982000.0,2475346000.0,161070000.0,2314276000.0,514701000.0,14823000.0,79379000.0,29379000.0,50000000.0,50000000.0,247619000.0,172880000.0,94064000.0,78816000.0,78816000.0,6471334000.0,5276965000.0,177387000.0,4257516000.0,1890396000.0,2367120000.0,842062000.0,-417203000.0,1259265000.0,214562000.0,104592000.0,143708000.0,494181000.0,290777000.0,11445000.0,0.0,1194369000.0,85627000.0,127475000.0,,68882000.0,58593000.0,203623000.0,203623000.0,777644000.0,172266000.0,605378000.0,75278000.0,530100000.0,2023-12-31
