tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,earnings_from_equity_interest,net_non_operating_interest_income_expense,total_other_finance_cost,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
444444.444444,0.222222,1654000000.0,2000000.0,2000000.0,670000000.0,554000000.0,2515000000.0,1656000000.0,1102000000.0,-426000000.0,668444444.444444,670000000.0,3477000000.0,1104000000.0,2248000000.0,2248000000.0,0.3,0.3,666000000.0,666000000.0,4000000.0,670000000.0,-23000000.0,693000000.0,693000000.0,198000000.0,891000000.0,215000000.0,-8000000.0,2000000.0,2000000.0,221000000.0,-426000000.0,426000000.0,1102000000.0,962000000.0,-1000000.0,101000000.0,167000000.0,167000000.0,167000000.0,2064000000.0,2515000000.0,4579000000.0,4537000000.0,2022-12-31
0.0,0.218,1759000000.0,0.0,0.0,679000000.0,565000000.0,1780000000.0,1759000000.0,1194000000.0,-445000000.0,679000000.0,679000000.0,2694000000.0,1194000000.0,2247000000.0,2247000000.0,0.3,0.3,675000000.0,675000000.0,4000000.0,679000000.0,-24000000.0,703000000.0,703000000.0,196000000.0,899000000.0,150000000.0,2000000.0,0.0,0.0,148000000.0,-445000000.0,445000000.0,1194000000.0,914000000.0,-1000000.0,110000000.0,166000000.0,166000000.0,166000000.0,2108000000.0,1780000000.0,3888000000.0,3854000000.0,2023-03-31
2808000.0,0.216,1561000000.0,13000000.0,13000000.0,586000000.0,557000000.0,1528000000.0,1574000000.0,1017000000.0,-443000000.0,575808000.0,586000000.0,2484000000.0,1030000000.0,2237000000.0,2237000000.0,0.26,0.26,582000000.0,582000000.0,4000000.0,586000000.0,-24000000.0,610000000.0,610000000.0,168000000.0,778000000.0,204000000.0,2000000.0,13000000.0,13000000.0,189000000.0,-443000000.0,443000000.0,1017000000.0,956000000.0,-1000000.0,103000000.0,169000000.0,169000000.0,169000000.0,1973000000.0,1528000000.0,3501000000.0,3466000000.0,2023-06-30
621000.0,0.207,1493000000.0,3000000.0,3000000.0,532000000.0,561000000.0,1966000000.0,1496000000.0,935000000.0,-457000000.0,529621000.0,532000000.0,2972000000.0,938000000.0,2230000000.0,2230000000.0,0.24,0.24,528000000.0,528000000.0,4000000.0,532000000.0,-23000000.0,555000000.0,555000000.0,145000000.0,700000000.0,222000000.0,3000000.0,3000000.0,3000000.0,216000000.0,-457000000.0,457000000.0,935000000.0,1006000000.0,,106000000.0,162000000.0,162000000.0,162000000.0,1941000000.0,1966000000.0,3907000000.0,3872000000.0,2023-09-30
-250000.0,0.25,1672000000.0,-1000000.0,-1000000.0,594000000.0,567000000.0,1914000000.0,1671000000.0,1104000000.0,-452000000.0,594750000.0,594000000.0,2934000000.0,1101000000.0,2221000000.0,2221000000.0,0.27,0.27,591000000.0,591000000.0,3000000.0,594000000.0,-24000000.0,618000000.0,618000000.0,206000000.0,824000000.0,172000000.0,-46000000.0,-1000000.0,-1000000.0,219000000.0,-452000000.0,452000000.0,1104000000.0,1020000000.0,,102000000.0,171000000.0,171000000.0,171000000.0,2124000000.0,1914000000.0,4038000000.0,3965000000.0,2023-12-31
6816000.0,0.213,1746000000.0,32000000.0,32000000.0,746000000.0,587000000.0,1694000000.0,1778000000.0,1191000000.0,-472000000.0,720816000.0,746000000.0,2651000000.0,1223000000.0,2220000000.0,2220000000.0,0.33,0.33,742000000.0,742000000.0,4000000.0,746000000.0,-27000000.0,773000000.0,773000000.0,209000000.0,982000000.0,263000000.0,,32000000.0,32000000.0,231000000.0,-472000000.0,472000000.0,1191000000.0,957000000.0,-9000000.0,111000000.0,175000000.0,175000000.0,175000000.0,2148000000.0,1694000000.0,3842000000.0,3752000000.0,2024-03-31
