ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
292319353.0,292319353.0,99856000.0,5574582000.0,5755812000.0,4245787000.0,5574582000.0,99856000.0,5755812000.0,5755812000.0,5755812000.0,5755812000.0,-72716000.0,-72716000.0,2255868000.0,3572368000.0,292000.0,292000.0,0.0,2081366000.0,185056000.0,18687000.0,41781000.0,46460000.0,46460000.0,78128000.0,78128000.0,1896310000.0,21151000.0,1334418000.0,1334418000.0,21728000.0,21728000.0,165794000.0,353219000.0,178624000.0,174595000.0,147348000.0,116291000.0,27247000.0,7837178000.0,1695081000.0,12428000.0,9807000.0,723844000.0,550539000.0,71399000.0,354549000.0,354549000.0,14284000.0,340265000.0,181230000.0,58674000.0,122556000.0,341824000.0,-138068000.0,479892000.0,25923000.0,90981000.0,362988000.0,0.0,6142097000.0,8315000.0,221871000.0,9668000.0,130021000.0,607230000.0,17657000.0,589573000.0,-35033000.0,624606000.0,5164992000.0,4068818000.0,1096174000.0,2022-10-31
293822850.0,293822850.0,96477000.0,6027307000.0,6206607000.0,4617768000.0,6027307000.0,96477000.0,6206607000.0,6206607000.0,6206607000.0,6206607000.0,-50385000.0,-50385000.0,2151818000.0,4104880000.0,294000.0,294000.0,0.0,1921458000.0,182814000.0,24874000.0,42321000.0,41932000.0,41932000.0,73687000.0,73687000.0,1738644000.0,21692000.0,1300154000.0,1300154000.0,22790000.0,22790000.0,139105000.0,254903000.0,160189000.0,94714000.0,80300000.0,46441000.0,14414000.0,8128065000.0,1771653000.0,19489000.0,9695000.0,738419000.0,558428000.0,92031000.0,398992000.0,398992000.0,14400000.0,384592000.0,179300000.0,56659000.0,122641000.0,333727000.0,-159682000.0,493409000.0,25948000.0,80906000.0,386555000.0,0.0,6356412000.0,26458000.0,223250000.0,13141000.0,123493000.0,557404000.0,,557404000.0,-33206000.0,590610000.0,5412666000.0,4325836000.0,1086830000.0,2023-01-31
297455726.0,297455726.0,91129000.0,6137307000.0,6524107000.0,4723786000.0,6137307000.0,91129000.0,6524107000.0,6524107000.0,6524107000.0,6524107000.0,-34871000.0,-34871000.0,2167262000.0,4391418000.0,298000.0,298000.0,0.0,2012103000.0,168210000.0,28260000.0,42904000.0,28576000.0,28576000.0,68470000.0,68470000.0,1843893000.0,22607000.0,1369353000.0,1369353000.0,22659000.0,22659000.0,135486000.0,293788000.0,222540000.0,71248000.0,54728000.0,25325000.0,16520000.0,8536210000.0,1968531000.0,12346000.0,14334000.0,699738000.0,532996000.0,72303000.0,452267000.0,452267000.0,3717000.0,448550000.0,386800000.0,82638000.0,304162000.0,330743000.0,-179688000.0,510431000.0,28210000.0,75525000.0,406696000.0,0.0,6567679000.0,10416000.0,209607000.0,12610000.0,130815000.0,607840000.0,17146000.0,590694000.0,-47448000.0,638142000.0,5596391000.0,4566845000.0,1029546000.0,2023-04-30
300956027.0,300956027.0,85693000.0,6615986000.0,7002352000.0,5283519000.0,6615986000.0,85693000.0,7002352000.0,7002352000.0,7002352000.0,7002352000.0,-36707000.0,-36707000.0,2349236000.0,4689521000.0,302000.0,302000.0,0.0,1920756000.0,153283000.0,27045000.0,43640000.0,20417000.0,20417000.0,62181000.0,62181000.0,1767473000.0,23656000.0,1384587000.0,1384587000.0,23512000.0,23512000.0,111791000.0,223927000.0,151881000.0,72046000.0,51192000.0,20224000.0,20854000.0,8923108000.0,1872116000.0,12303000.0,17528000.0,691276000.0,541016000.0,41820000.0,376693000.0,376693000.0,3752000.0,372941000.0,386366000.0,79071000.0,307295000.0,346130000.0,-199610000.0,545740000.0,30863000.0,70249000.0,444628000.0,0.0,7050992000.0,11213000.0,207165000.0,11856000.0,204768000.0,587476000.0,16427000.0,571049000.0,-45781000.0,616830000.0,6028514000.0,4648393000.0,1380121000.0,2023-07-31
304337965.0,304337965.0,79313000.0,7030532000.0,7413401000.0,5731754000.0,7030532000.0,79313000.0,7413401000.0,7413401000.0,7413401000.0,7413401000.0,-27109000.0,-27109000.0,2490448000.0,4949757000.0,305000.0,305000.0,0.0,1904071000.0,151066000.0,32449000.0,44412000.0,18796000.0,18796000.0,55409000.0,55409000.0,1753005000.0,13387000.0,1337835000.0,1337835000.0,23904000.0,23904000.0,163768000.0,214111000.0,154121000.0,59990000.0,45559000.0,17333000.0,14431000.0,9317472000.0,1832713000.0,12248000.0,24445000.0,672195000.0,531677000.0,31025000.0,353022000.0,353022000.0,3791000.0,349231000.0,382869000.0,75574000.0,307295000.0,356909000.0,-216865000.0,573774000.0,35785000.0,65065000.0,472924000.0,0.0,7484759000.0,9131000.0,205169000.0,4972000.0,233494000.0,537576000.0,23531000.0,514045000.0,-39652000.0,553697000.0,6494417000.0,5001507000.0,1492910000.0,2023-10-31
307558353.0,307558353.0,72953000.0,7639937000.0,8019406000.0,6164032000.0,7639937000.0,72953000.0,8019406000.0,8019406000.0,8019406000.0,8019406000.0,1063000.0,1063000.0,2789280000.0,5228756000.0,307000.0,307000.0,0.0,1910387000.0,148200000.0,5260000.0,76118000.0,18514000.0,18514000.0,48308000.0,48308000.0,1762187000.0,18916000.0,1291990000.0,1291990000.0,24645000.0,24645000.0,185128000.0,241508000.0,173993000.0,67515000.0,57340000.0,21880000.0,10175000.0,9929793000.0,2003574000.0,11853000.0,23351000.0,800901000.0,662177000.0,26099000.0,409222000.0,409222000.0,3828000.0,405394000.0,379469000.0,72174000.0,307295000.0,352679000.0,-236317000.0,588996000.0,43981000.0,58975000.0,486040000.0,0.0,7926219000.0,24049000.0,208474000.0,6874000.0,188259000.0,536078000.0,,536078000.0,-32371000.0,568449000.0,6962485000.0,5404233000.0,1558252000.0,2024-01-31
