tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-807066.0,0.117,95172000.0,-6898000.0,-6898000.0,48353000.0,21766000.0,270665000.0,88274000.0,66508000.0,54443934.0,48353000.0,1035391000.0,66508000.0,301986341.0,295537026.0,0.16,0.16,48353000.0,48353000.0,0.0,48353000.0,48353000.0,48353000.0,6396000.0,54749000.0,-11759000.0,-4861000.0,-6898000.0,66508000.0,764726000.0,195946000.0,568780000.0,427747000.0,141033000.0,141033000.0,831234000.0,270665000.0,1101899000.0,1101899000.0,2022-10-31
8493030.0,0.21,-145930000.0,40443000.0,40443000.0,-104050000.0,24400000.0,294354000.0,-105487000.0,-129887000.0,-135999970.0,-104050000.0,1247690000.0,-129887000.0,292983772.0,292983772.0,-0.36,-0.36,-104040000.0,-104040000.0,-10000.0,-104050000.0,-104050000.0,-104050000.0,64506000.0,-39544000.0,90343000.0,49900000.0,40443000.0,-129887000.0,953336000.0,261258000.0,692078000.0,505586000.0,186492000.0,186492000.0,823449000.0,294354000.0,1117803000.0,1117803000.0,2023-01-31
477750.0,0.21,31543000.0,2275000.0,2275000.0,15444000.0,24076000.0,263947000.0,33818000.0,9742000.0,13646750.0,15444000.0,1095622000.0,9742000.0,304115913.0,295409207.0,0.05,0.05,15444000.0,15444000.0,0.0,15444000.0,15444000.0,15444000.0,27786000.0,43230000.0,33488000.0,31213000.0,2275000.0,9742000.0,831675000.0,209271000.0,622404000.0,422504000.0,199900000.0,199900000.0,841417000.0,263947000.0,1105364000.0,1105364000.0,2023-04-30
8645910.0,0.273,172074000.0,31670000.0,31670000.0,181974000.0,26126000.0,266559000.0,203744000.0,177618000.0,158949910.0,181974000.0,961058000.0,177618000.0,305932596.0,299093452.0,0.59,0.61,181974000.0,181974000.0,0.0,181974000.0,181974000.0,181974000.0,68399000.0,250373000.0,72755000.0,41085000.0,31670000.0,177618000.0,694499000.0,191802000.0,502697000.0,373373000.0,129324000.0,129324000.0,872117000.0,266559000.0,1138676000.0,1138676000.0,2023-07-31
-6113040.0,0.24,221837000.0,-25471000.0,-25471000.0,141212000.0,26977000.0,270988000.0,196366000.0,169389000.0,160569960.0,141212000.0,967338000.0,169389000.0,310389905.0,302493182.0,0.45,0.47,141212000.0,141212000.0,0.0,141212000.0,141212000.0,141212000.0,44614000.0,185826000.0,16437000.0,41908000.0,-25471000.0,169389000.0,696350000.0,196832000.0,499518000.0,374378000.0,125140000.0,125140000.0,865739000.0,270988000.0,1136727000.0,1136727000.0,2023-10-31
15515482.740738,0.15317,94506000.0,101296000.0,101296000.0,298832000.0,27272000.0,276307000.0,195802000.0,168530000.0,213051482.740738,298832000.0,977927000.0,168530000.0,,,,,298832000.0,298832000.0,0.0,298832000.0,298832000.0,298832000.0,54051000.0,352883000.0,184353000.0,83057000.0,101296000.0,168530000.0,701620000.0,205282000.0,496338000.0,371052000.0,125286000.0,125286000.0,870150000.0,276307000.0,1146457000.0,1146457000.0,2024-01-31
