free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,repurchase_of_capital_stock,net_preferred_stock_issuance,preferred_stock_payments
-855000000.0,-617000000.0,452000000.0,-1340000000.0,104000000.0,81000000.0,91000000.0,130000000.0,-39000000.0,875000000.0,875000000.0,-10000000.0,-113000000.0,-1000000.0,-112000000.0,998000000.0,1541000000.0,,-543000000.0,-543000000.0,0.0,-1399000000.0,-1399000000.0,-59000000.0,0.0,0.0,0.0,0.0,-1340000000.0,485000000.0,485000000.0,0.0,66000000.0,355000000.0,322000000.0,322000000.0,322000000.0,-35000000.0,-576000000.0,-556000000.0,-22000000.0,-6000000.0,-6000000.0,314000000.0,314000000.0,-1000000.0,0.0,-1000000.0,0.0,134000000.0,2022-12-31,,,
590000000.0,-3362000000.0,3026000000.0,-1123000000.0,191000000.0,,130000000.0,91000000.0,39000000.0,-519000000.0,-519000000.0,-39000000.0,-144000000.0,-24000000.0,-120000000.0,-336000000.0,-1326000000.0,-1326000000.0,990000000.0,-2036000000.0,3026000000.0,-1155000000.0,-1155000000.0,-32000000.0,0.0,0.0,0.0,0.0,-1123000000.0,1713000000.0,1713000000.0,,1081000000.0,945000000.0,-323000000.0,-323000000.0,-323000000.0,95000000.0,364000000.0,351000000.0,,-13000000.0,-13000000.0,319000000.0,319000000.0,1000000.0,,1000000.0,0.0,325000000.0,2023-03-31,,,
-367000000.0,-185000000.0,649000000.0,-1136000000.0,126000000.0,,232000000.0,130000000.0,102000000.0,332000000.0,332000000.0,-12000000.0,-120000000.0,0.0,-120000000.0,464000000.0,392000000.0,392000000.0,72000000.0,-577000000.0,649000000.0,-999000000.0,-999000000.0,-8000000.0,0.0,0.0,145000000.0,145000000.0,-1136000000.0,769000000.0,769000000.0,,257000000.0,5000000.0,-80000000.0,-80000000.0,-80000000.0,47000000.0,285000000.0,296000000.0,,35000000.0,35000000.0,349000000.0,349000000.0,9000000.0,,-3000000.0,12000000.0,118000000.0,2023-06-30,,,
-477000000.0,-576000000.0,1899000000.0,-1064000000.0,204000000.0,46000000.0,138000000.0,232000000.0,-94000000.0,355000000.0,355000000.0,-24000000.0,-144000000.0,-25000000.0,-119000000.0,1323000000.0,920000000.0,920000000.0,403000000.0,-1496000000.0,1899000000.0,-1036000000.0,-1036000000.0,28000000.0,0.0,0.0,0.0,0.0,-1064000000.0,587000000.0,587000000.0,,-117000000.0,170000000.0,-40000000.0,-40000000.0,-40000000.0,-79000000.0,-168000000.0,-119000000.0,-22000000.0,72000000.0,72000000.0,374000000.0,374000000.0,-2000000.0,,-2000000.0,0.0,282000000.0,2023-09-30,,,
-270000000.0,933000000.0,470000000.0,-1078000000.0,143000000.0,15000000.0,109000000.0,138000000.0,-29000000.0,206000000.0,206000000.0,-5000000.0,-127000000.0,-1000000.0,-126000000.0,338000000.0,-1051000000.0,,1389000000.0,919000000.0,470000000.0,-1043000000.0,-1043000000.0,36000000.0,0.0,0.0,-1000000.0,-1000000.0,-1078000000.0,808000000.0,808000000.0,,270000000.0,157000000.0,141000000.0,141000000.0,141000000.0,104000000.0,-132000000.0,-105000000.0,49000000.0,-63000000.0,-63000000.0,359000000.0,359000000.0,1000000.0,,0.0,1000000.0,192000000.0,2023-12-31,0.0,0.0,0.0
