free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_paid_cfo,change_in_working_capital,change_in_other_working_capital,change_in_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
418000000.0,-10000000.0,-250000000.0,-205000000.0,2000000.0,-1638000000.0,,,,-701000000.0,-701000000.0,692000000.0,-49000000.0,-881000000.0,-42000000.0,-839000000.0,-10000000.0,-10000000.0,2000000.0,2000000.0,-455000000.0,-566000000.0,-250000000.0,-316000000.0,-1939000000.0,-1939000000.0,-13000000.0,-288000000.0,-1000000.0,-287000000.0,0.0,0.0,-1638000000.0,2056000000.0,2056000000.0,-340000000.0,-243000000.0,153000000.0,346000000.0,-193000000.0,291000000.0,150000000.0,222000000.0,222000000.0,1192000000.0,1192000000.0,,,,64000000.0,35000000.0,,29000000.0,567000000.0,2022-12-31
161000000.0,-31000000.0,-382000000.0,1504000000.0,10000000.0,-1086000000.0,651000000.0,99000000.0,552000000.0,436000000.0,436000000.0,322000000.0,-93000000.0,-894000000.0,-55000000.0,-839000000.0,-31000000.0,-31000000.0,10000000.0,10000000.0,1122000000.0,1122000000.0,-382000000.0,1504000000.0,-1091000000.0,-1091000000.0,20000000.0,-25000000.0,0.0,-25000000.0,,,-1086000000.0,1247000000.0,1247000000.0,-164000000.0,-439000000.0,-798000000.0,-884000000.0,86000000.0,339000000.0,34000000.0,270000000.0,270000000.0,1201000000.0,1201000000.0,,,,16000000.0,16000000.0,,,788000000.0,2023-03-31
913000000.0,-32000000.0,-447000000.0,1199000000.0,8000000.0,-1452000000.0,450000000.0,651000000.0,-201000000.0,-750000000.0,-750000000.0,-508000000.0,-42000000.0,-928000000.0,-46000000.0,-882000000.0,-32000000.0,-32000000.0,8000000.0,8000000.0,752000000.0,752000000.0,-447000000.0,1199000000.0,-1456000000.0,-1456000000.0,-16000000.0,12000000.0,208000000.0,-196000000.0,-145000000.0,-145000000.0,-1307000000.0,2365000000.0,2365000000.0,-200000000.0,-270000000.0,242000000.0,185000000.0,57000000.0,385000000.0,0.0,273000000.0,273000000.0,1232000000.0,1232000000.0,,,,306000000.0,8000000.0,377000000.0,-79000000.0,397000000.0,2023-06-30
799000000.0,-27000000.0,-1220000000.0,1161000000.0,0.0,-1162000000.0,619000000.0,900000000.0,-281000000.0,-1066000000.0,-1066000000.0,-18000000.0,-44000000.0,-918000000.0,-35000000.0,-883000000.0,-27000000.0,-27000000.0,0.0,0.0,-59000000.0,-59000000.0,-1220000000.0,1161000000.0,-1176000000.0,-1176000000.0,-16000000.0,2000000.0,2000000.0,,-3000000.0,-3000000.0,-1159000000.0,1961000000.0,1961000000.0,-167000000.0,-451000000.0,88000000.0,80000000.0,8000000.0,297000000.0,0.0,243000000.0,243000000.0,1232000000.0,1232000000.0,295000000.0,295000000.0,937000000.0,12000000.0,11000000.0,0.0,1000000.0,707000000.0,2023-09-30
1320000000.0,-50000000.0,-455000000.0,1331000000.0,0.0,-1053000000.0,,,,-162000000.0,-162000000.0,-16000000.0,-44000000.0,-928000000.0,-46000000.0,-882000000.0,-50000000.0,-50000000.0,0.0,0.0,876000000.0,1522000000.0,191000000.0,1331000000.0,-2058000000.0,-2058000000.0,-3000000.0,-2000000.0,0.0,-2000000.0,-24000000.0,,-1029000000.0,2373000000.0,2373000000.0,-169000000.0,-326000000.0,311000000.0,519000000.0,-208000000.0,285000000.0,109000000.0,210000000.0,210000000.0,1253000000.0,1253000000.0,299000000.0,299000000.0,954000000.0,265000000.0,63000000.0,204000000.0,-2000000.0,435000000.0,2023-12-31
