tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-53178707.224335,0.281369,2489000000.0,-189000000.0,-189000000.0,572000000.0,1192000000.0,2357000000.0,2300000000.0,1108000000.0,-306000000.0,319000000.0,13000000.0,707821292.775665,572000000.0,5194000000.0,912200000.0,912000000.0,0.58,0.58,528000000.0,528000000.0,44000000.0,572000000.0,5000000.0,567000000.0,567000000.0,222000000.0,789000000.0,-150000000.0,23000000.0,-187000000.0,-18000000.0,0.0,150000000.0,19000000.0,16000000.0,-2000000.0,-306000000.0,319000000.0,13000000.0,1245000000.0,2837000000.0,522000000.0,1192000000.0,1192000000.0,270000000.0,270000000.0,922000000.0,1123000000.0,1123000000.0,1123000000.0,4082000000.0,2357000000.0,6439000000.0,6439000000.0,2022-12-31
-4593572.778828,0.255198,2621000000.0,-18000000.0,-18000000.0,771000000.0,1201000000.0,1954000000.0,2603000000.0,1402000000.0,-317000000.0,344000000.0,27000000.0,784406427.221172,771000000.0,4717000000.0,912300000.0,912100000.0,0.79,0.79,725000000.0,725000000.0,46000000.0,771000000.0,-17000000.0,788000000.0,788000000.0,270000000.0,1058000000.0,38000000.0,38000000.0,-36000000.0,47000000.0,,34000000.0,49000000.0,18000000.0,18000000.0,-317000000.0,344000000.0,27000000.0,1337000000.0,2763000000.0,446000000.0,1201000000.0,1201000000.0,283000000.0,283000000.0,918000000.0,1116000000.0,1116000000.0,1116000000.0,4100000000.0,1954000000.0,6054000000.0,6054000000.0,2023-03-31
-16000000.0,0.4,2301000000.0,-40000000.0,-40000000.0,375000000.0,1232000000.0,1836000000.0,2261000000.0,1029000000.0,-332000000.0,359000000.0,27000000.0,399000000.0,375000000.0,4653000000.0,912500000.0,912200000.0,0.37,0.37,329000000.0,329000000.0,46000000.0,375000000.0,-22000000.0,397000000.0,397000000.0,273000000.0,670000000.0,-411000000.0,-2000000.0,-120000000.0,-19000000.0,1000000.0,0.0,100000000.0,-369000000.0,80000000.0,-332000000.0,359000000.0,27000000.0,1413000000.0,2817000000.0,480000000.0,1232000000.0,1232000000.0,296000000.0,296000000.0,936000000.0,1105000000.0,1105000000.0,1105000000.0,4230000000.0,1836000000.0,6066000000.0,6066000000.0,2023-06-30
-40926315.789474,0.255789,2715000000.0,-160000000.0,-160000000.0,687000000.0,1232000000.0,1842000000.0,2555000000.0,1323000000.0,-331000000.0,373000000.0,42000000.0,806073684.210526,687000000.0,4645000000.0,912300000.0,912300000.0,0.7,0.7,640000000.0,640000000.0,47000000.0,687000000.0,-20000000.0,707000000.0,707000000.0,243000000.0,950000000.0,-154000000.0,20000000.0,-31000000.0,-21000000.0,,0.0,10000000.0,-14000000.0,-129000000.0,-331000000.0,373000000.0,42000000.0,1435000000.0,2803000000.0,490000000.0,1232000000.0,1232000000.0,295000000.0,295000000.0,937000000.0,1081000000.0,1081000000.0,1081000000.0,4238000000.0,1842000000.0,6080000000.0,6080000000.0,2023-09-30
-44930232.55814,0.325581,2435000000.0,-138000000.0,-138000000.0,430000000.0,1253000000.0,2294000000.0,2297000000.0,1044000000.0,-347000000.0,399000000.0,52000000.0,523069767.44186,430000000.0,5159000000.0,912300000.0,912300000.0,0.42,0.42,382000000.0,382000000.0,48000000.0,430000000.0,-5000000.0,435000000.0,435000000.0,210000000.0,645000000.0,-322000000.0,4000000.0,-146000000.0,4000000.0,0.0,109000000.0,41000000.0,-188000000.0,8000000.0,-347000000.0,399000000.0,52000000.0,1314000000.0,2865000000.0,508000000.0,1253000000.0,1253000000.0,299000000.0,299000000.0,954000000.0,1104000000.0,1104000000.0,1104000000.0,4179000000.0,2294000000.0,6473000000.0,6473000000.0,2023-12-31
