preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,current_deferred_assets,prepaid_assets,inventory,finished_goods,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date,other_short_term_investments
155075100.0,911982866.0,911982866.0,30841000000.0,31920000000.0,-8781000000.0,49298000000.0,-4982000000.0,-4911000000.0,930000000.0,18308000000.0,3870000000.0,49961000000.0,22515000000.0,337000000.0,22178000000.0,-55000000.0,-55000000.0,-3649000000.0,1172000000.0,24710000000.0,20840000000.0,3870000000.0,46814000000.0,35345000000.0,331000000.0,191000000.0,1571000000.0,1311000000.0,5181000000.0,228000000.0,4953000000.0,27783000000.0,27783000000.0,288000000.0,11469000000.0,830000000.0,857000000.0,857000000.0,4137000000.0,930000000.0,3207000000.0,2338000000.0,869000000.0,74000000.0,5571000000.0,281000000.0,281000000.0,5290000000.0,607000000.0,867000000.0,214000000.0,3602000000.0,69329000000.0,62842000000.0,266000000.0,3559000000.0,687000000.0,84000000.0,929000000.0,233000000.0,823000000.0,215000000.0,608000000.0,27089000000.0,16183000000.0,10906000000.0,29256000000.0,-54356000000.0,83612000000.0,2598000000.0,71875000000.0,71875000000.0,9139000000.0,6487000000.0,324000000.0,0.0,540000000.0,244000000.0,656000000.0,656000000.0,4574000000.0,-160000000.0,702000000.0,59000000.0,3973000000.0,-129000000.0,4102000000.0,149000000.0,149000000.0,50000000.0,99000000.0,2022-12-31,
,912200000.0,912200000.0,33062000000.0,33803000000.0,-9061000000.0,51910000000.0,-5492000000.0,-5234000000.0,,18107000000.0,3827000000.0,49390000000.0,22267000000.0,333000000.0,21934000000.0,3000000.0,3000000.0,-3926000000.0,1179000000.0,24678000000.0,20851000000.0,3827000000.0,47708000000.0,35049000000.0,1032000000.0,,1348000000.0,1348000000.0,5213000000.0,244000000.0,4969000000.0,27456000000.0,27456000000.0,,12659000000.0,109000000.0,851000000.0,851000000.0,6347000000.0,,6347000000.0,,,,5352000000.0,208000000.0,208000000.0,5144000000.0,,900000000.0,164000000.0,4080000000.0,69975000000.0,62808000000.0,1341000000.0,3407000000.0,735000000.0,102000000.0,260000000.0,,664000000.0,,664000000.0,27168000000.0,16338000000.0,10830000000.0,29233000000.0,,,,,,,7167000000.0,330000000.0,260000000.0,538000000.0,378000000.0,673000000.0,,4247000000.0,,419000000.0,,3828000000.0,,,741000000.0,741000000.0,90000000.0,651000000.0,2023-03-31,
,912289567.0,912289567.0,33453000000.0,34353000000.0,-10077000000.0,51693000000.0,-5625000000.0,-6296000000.0,,17340000000.0,3781000000.0,49435000000.0,21449000000.0,328000000.0,21121000000.0,-105000000.0,-105000000.0,-4618000000.0,1204000000.0,24640000000.0,20859000000.0,3781000000.0,48600000000.0,36009000000.0,1201000000.0,,1339000000.0,1339000000.0,5155000000.0,257000000.0,4898000000.0,28314000000.0,28314000000.0,,12591000000.0,,793000000.0,793000000.0,6039000000.0,,6039000000.0,,,,5759000000.0,305000000.0,305000000.0,5454000000.0,,900000000.0,207000000.0,4347000000.0,70049000000.0,63083000000.0,1194000000.0,3207000000.0,791000000.0,108000000.0,243000000.0,,322000000.0,,322000000.0,27417000000.0,16395000000.0,11022000000.0,29909000000.0,,,,,,,6966000000.0,282000000.0,,559000000.0,395000000.0,656000000.0,,4174000000.0,,403000000.0,,3771000000.0,,,900000000.0,900000000.0,450000000.0,450000000.0,2023-06-30,
,912274264.0,912274264.0,34084000000.0,34703000000.0,-10286000000.0,51931000000.0,-5033000000.0,-6544000000.0,,17228000000.0,3742000000.0,50502000000.0,21307000000.0,337000000.0,20970000000.0,-145000000.0,-145000000.0,-4716000000.0,1230000000.0,24601000000.0,20859000000.0,3742000000.0,49065000000.0,37295000000.0,1313000000.0,,1225000000.0,1225000000.0,5225000000.0,271000000.0,4954000000.0,29532000000.0,29532000000.0,,11770000000.0,,798000000.0,798000000.0,5171000000.0,,5171000000.0,,,,5801000000.0,258000000.0,258000000.0,5543000000.0,,910000000.0,279000000.0,4354000000.0,70372000000.0,63635000000.0,1241000000.0,3299000000.0,846000000.0,114000000.0,251000000.0,,326000000.0,,326000000.0,27514000000.0,16491000000.0,11023000000.0,30158000000.0,,,,,,,6737000000.0,312000000.0,,590000000.0,338000000.0,636000000.0,,4242000000.0,,404000000.0,,3838000000.0,,,619000000.0,619000000.0,50000000.0,569000000.0,2023-09-30,
146950567.0,912274545.0,912274545.0,34134000000.0,35980000000.0,-10989000000.0,51468000000.0,-4209000000.0,-7322000000.0,1074000000.0,16562000000.0,3667000000.0,51364000000.0,20557000000.0,328000000.0,20229000000.0,-42000000.0,-42000000.0,-5513000000.0,1258000000.0,24526000000.0,20859000000.0,3667000000.0,51383000000.0,39276000000.0,555000000.0,607000000.0,1547000000.0,1278000000.0,5146000000.0,277000000.0,4869000000.0,31135000000.0,31135000000.0,286000000.0,12107000000.0,826000000.0,811000000.0,811000000.0,4845000000.0,1074000000.0,3771000000.0,3761000000.0,10000000.0,65000000.0,5560000000.0,332000000.0,332000000.0,5228000000.0,599000000.0,910000000.0,411000000.0,3308000000.0,71940000000.0,64042000000.0,279000000.0,2935000000.0,875000000.0,96000000.0,1024000000.0,116000000.0,910000000.0,587000000.0,323000000.0,27551000000.0,16609000000.0,10942000000.0,30352000000.0,-56484000000.0,86836000000.0,2355000000.0,74676000000.0,,9805000000.0,7898000000.0,264000000.0,60000000.0,633000000.0,230000000.0,465000000.0,465000000.0,4474000000.0,-145000000.0,754000000.0,24000000.0,3841000000.0,-118000000.0,3959000000.0,1772000000.0,772000000.0,225000000.0,547000000.0,2023-12-31,1000000000.0
