treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,machinery_furniture_equipment,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,raw_materials,receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,non_current_deferred_liabilities,non_current_deferred_revenue
694808.0,456465296.0,457160104.0,683445000.0,1493412000.0,14183904000.0,17583415000.0,1233637000.0,14183904000.0,151342000.0,16241345000.0,17483415000.0,16241345000.0,16241345000.0,197430000.0,-29006000.0,-29006000.0,-201580000.0,23280000.0,16251221000.0,16251221000.0,7253463000.0,6307041000.0,19591000.0,70301000.0,53024000.0,3981875000.0,1356946000.0,114876000.0,1242070000.0,878328000.0,946422000.0,78114000.0,136466000.0,36466000.0,100000000.0,100000000.0,15148000.0,23508000.0,693186000.0,294841000.0,16496000.0,398345000.0,135156000.0,4187000.0,4187000.0,259002000.0,23494808000.0,21314749000.0,412819000.0,26102000.0,11574000.0,11574000.0,3939000.0,28124000.0,315350000.0,304618000.0,304618000.0,28124000.0,10732000.0,10732000.0,2057441000.0,13318000.0,2044123000.0,18459400000.0,-7618460000.0,26077860000.0,10490684000.0,2180059000.0,39140000.0,8774000.0,110649000.0,1209075000.0,184841000.0,1024234000.0,143900000.0,135321000.0,8579000.0,668521000.0,9896000.0,658625000.0,2022-12-31,,
733157.0,493547431.0,494280588.0,1597858000.0,2513528000.0,15999495000.0,22128544000.0,1311220000.0,15999495000.0,171025000.0,19786041000.0,22028544000.0,19786041000.0,19786041000.0,200161000.0,-26559000.0,-26559000.0,1429346000.0,22074000.0,18161019000.0,18161019000.0,9860375000.0,8864059000.0,81417000.0,7650000.0,,5397889000.0,2370884000.0,128381000.0,2242503000.0,1006219000.0,996316000.0,62591000.0,142644000.0,42644000.0,100000000.0,100000000.0,13496000.0,36795000.0,740790000.0,20507000.0,20507000.0,720283000.0,,26135000.0,26135000.0,694148000.0,29646416000.0,27338880000.0,654028000.0,33650000.0,12508000.0,12508000.0,3928000.0,33107000.0,328773000.0,318128000.0,318128000.0,33107000.0,10645000.0,10645000.0,3786546000.0,11654000.0,3774892000.0,22486340000.0,,,,2307536000.0,35836000.0,9140000.0,120643000.0,1238640000.0,,,149115000.0,141903000.0,7212000.0,754162000.0,9517000.0,744645000.0,2023-03-31,,
578087.0,494864208.0,495442295.0,1509493000.0,2115443000.0,15363758000.0,21895222000.0,1103295000.0,15363758000.0,173424000.0,19953203000.0,21895222000.0,19953203000.0,19953203000.0,200300000.0,-52174000.0,-52174000.0,1558021000.0,22074000.0,18224982000.0,18224982000.0,9358449000.0,8352493000.0,359643000.0,10377000.0,,4928181000.0,2067479000.0,125460000.0,1942019000.0,986813000.0,1005956000.0,18156000.0,47964000.0,47964000.0,,,11310000.0,42818000.0,885708000.0,8151000.0,8151000.0,877557000.0,,70870000.0,70870000.0,806687000.0,29311652000.0,27202401000.0,681259000.0,43518000.0,12603000.0,12603000.0,10103000.0,28180000.0,613739000.0,312794000.0,312794000.0,28180000.0,300945000.0,300945000.0,4589445000.0,14668000.0,4574777000.0,21223554000.0,,,,2109251000.0,36879000.0,14792000.0,189611000.0,1253112000.0,,,173003000.0,162862000.0,10141000.0,441854000.0,9328000.0,432526000.0,2023-06-30,,
460079.0,496063524.0,496523603.0,1587062000.0,2107849000.0,15352638000.0,21875819000.0,1089109000.0,15352638000.0,165296000.0,19933266000.0,21775819000.0,19933266000.0,19933266000.0,202691000.0,-110262000.0,-110262000.0,1539065000.0,22074000.0,18279698000.0,18279698000.0,9292415000.0,8189355000.0,365325000.0,9997000.0,,4952007000.0,1959087000.0,116534000.0,1842553000.0,902939000.0,1103060000.0,41778000.0,148762000.0,48762000.0,100000000.0,100000000.0,11765000.0,39022000.0,861733000.0,19405000.0,19405000.0,842328000.0,,86261000.0,86261000.0,756067000.0,29225681000.0,27033512000.0,666869000.0,40554000.0,13517000.0,13517000.0,10008000.0,21479000.0,274166000.0,263210000.0,263210000.0,,10956000.0,10956000.0,4580628000.0,4174000.0,4576454000.0,21426291000.0,,,,2192169000.0,38954000.0,7326000.0,187817000.0,1403677000.0,,,189532000.0,181963000.0,7569000.0,364863000.0,9372000.0,355491000.0,2023-09-30,,
671083.0,497299441.0,497970524.0,1504438000.0,2004634000.0,15265243000.0,21266001000.0,1143126000.0,15265243000.0,161548000.0,19422915000.0,21166001000.0,19422915000.0,19422915000.0,201755000.0,-98955000.0,-98955000.0,963172000.0,22074000.0,18334869000.0,18334869000.0,9262034000.0,8214008000.0,241805000.0,67408000.0,56255000.0,4973271000.0,1858240000.0,115154000.0,1743086000.0,1049238000.0,1048026000.0,7222000.0,146394000.0,46394000.0,100000000.0,100000000.0,24316000.0,24266000.0,845828000.0,352350000.0,14226000.0,493478000.0,94368000.0,81222000.0,81222000.0,317888000.0,28684949000.0,26493797000.0,641003000.0,53191000.0,53796000.0,53796000.0,10108000.0,21546000.0,334576000.0,323711000.0,323711000.0,,10865000.0,10865000.0,4157672000.0,,4157672000.0,21221905000.0,-11248516000.0,32470421000.0,12458000000.0,2191152000.0,35934000.0,50786000.0,151741000.0,1418941000.0,237805000.0,1181136000.0,184903000.0,176755000.0,8148000.0,348847000.0,10199000.0,338648000.0,2023-12-31,24046000.0,24046000.0
661248.0,498193015.0,498854263.0,1316392000.0,1991749000.0,15484698000.0,21483387000.0,1229628000.0,15484698000.0,150732000.0,19642370000.0,21383387000.0,19642370000.0,19642370000.0,204621000.0,-86541000.0,-86541000.0,1110047000.0,16059000.0,18398184000.0,18398184000.0,9160071000.0,8144543000.0,298435000.0,4387000.0,,4985576000.0,1850055000.0,109038000.0,1741017000.0,1006090000.0,1015528000.0,19087000.0,141694000.0,41694000.0,100000000.0,100000000.0,14445000.0,34553000.0,805749000.0,19342000.0,19342000.0,786407000.0,,89495000.0,89495000.0,696912000.0,28802441000.0,26557285000.0,691992000.0,52037000.0,51602000.0,51602000.0,9999000.0,30568000.0,369402000.0,358602000.0,358602000.0,,10800000.0,10800000.0,4157672000.0,,4157672000.0,21194013000.0,,,,2245156000.0,35166000.0,10166000.0,147089000.0,1349736000.0,,,170033000.0,163093000.0,6940000.0,532966000.0,8341000.0,524625000.0,2024-03-31,,
