ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,hedging_assets_current,prepaid_assets,inventory,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,date,treasury_shares_number
1430590439.0,1430590439.0,25141000000.0,25141000000.0,-11778000000.0,41710000000.0,-2189000000.0,-11778000000.0,16569000000.0,39065000000.0,17658000000.0,1089000000.0,16569000000.0,110000000.0,110000000.0,4104000000.0,956000000.0,11399000000.0,11399000000.0,36388000000.0,28107000000.0,64000000.0,24000000.0,460000000.0,460000000.0,4525000000.0,88000000.0,4437000000.0,22496000000.0,22496000000.0,538000000.0,8281000000.0,18000000.0,891000000.0,891000000.0,2645000000.0,2645000000.0,2645000000.0,1000000.0,166000000.0,4560000000.0,2455000000.0,206000000.0,2105000000.0,502000000.0,221000000.0,112000000.0,1382000000.0,54046000000.0,47954000000.0,307000000.0,293000000.0,173000000.0,19000000.0,891000000.0,250000000.0,609000000.0,21000000.0,467000000.0,467000000.0,121000000.0,1000000.0,120000000.0,28347000000.0,19178000000.0,9169000000.0,17084000000.0,-28420000000.0,45504000000.0,2095000000.0,815000000.0,36993000000.0,1772000000.0,3746000000.0,83000000.0,0.0,6092000000.0,83000000.0,617000000.0,537000000.0,3881000000.0,728000000.0,143000000.0,3010000000.0,-94000000.0,3104000000.0,974000000.0,2022-12-31,
1439705352.0,1439705352.0,27159000000.0,27159000000.0,-13487000000.0,43766000000.0,-2013000000.0,-13487000000.0,16607000000.0,40662000000.0,17831000000.0,1224000000.0,16607000000.0,108000000.0,108000000.0,3811000000.0,1051000000.0,11637000000.0,11637000000.0,37956000000.0,29872000000.0,65000000.0,17000000.0,479000000.0,479000000.0,4551000000.0,86000000.0,4465000000.0,24055000000.0,24055000000.0,705000000.0,8084000000.0,8000000.0,929000000.0,929000000.0,3104000000.0,3104000000.0,3104000000.0,1000000.0,208000000.0,3834000000.0,2203000000.0,214000000.0,1631000000.0,506000000.0,258000000.0,131000000.0,867000000.0,55787000000.0,49716000000.0,307000000.0,302000000.0,193000000.0,34000000.0,891000000.0,220000000.0,596000000.0,23000000.0,462000000.0,462000000.0,111000000.0,1000000.0,110000000.0,30094000000.0,20036000000.0,10058000000.0,17113000000.0,-28809000000.0,45922000000.0,2171000000.0,780000000.0,37251000000.0,1827000000.0,3810000000.0,83000000.0,0.0,6071000000.0,71000000.0,758000000.0,584000000.0,3781000000.0,625000000.0,135000000.0,3021000000.0,-91000000.0,3112000000.0,877000000.0,2023-03-31,
1447000000.0,1447000000.0,27182000000.0,27182000000.0,-13479000000.0,43589000000.0,-3498000000.0,-13479000000.0,16407000000.0,39279000000.0,17579000000.0,1172000000.0,16407000000.0,49000000.0,49000000.0,3488000000.0,1046000000.0,11824000000.0,11824000000.0,38098000000.0,28672000000.0,66000000.0,76000000.0,485000000.0,485000000.0,4509000000.0,95000000.0,4414000000.0,22872000000.0,22872000000.0,664000000.0,9426000000.0,39000000.0,942000000.0,942000000.0,4310000000.0,4310000000.0,4310000000.0,1000000.0,240000000.0,3894000000.0,2189000000.0,214000000.0,1705000000.0,526000000.0,243000000.0,120000000.0,936000000.0,55677000000.0,49749000000.0,307000000.0,305000000.0,206000000.0,33000000.0,883000000.0,154000000.0,711000000.0,26000000.0,465000000.0,465000000.0,220000000.0,1000000.0,219000000.0,29886000000.0,19871000000.0,10015000000.0,17297000000.0,-29218000000.0,46515000000.0,2273000000.0,895000000.0,37651000000.0,1828000000.0,3785000000.0,83000000.0,0.0,5928000000.0,55000000.0,808000000.0,580000000.0,3836000000.0,683000000.0,171000000.0,2982000000.0,-93000000.0,3075000000.0,649000000.0,2023-06-30,
1455000000.0,1455000000.0,27937000000.0,27937000000.0,-13549000000.0,44254000000.0,-3298000000.0,-13549000000.0,16317000000.0,39774000000.0,17506000000.0,1189000000.0,16317000000.0,71000000.0,71000000.0,3155000000.0,1078000000.0,12013000000.0,12013000000.0,38954000000.0,29113000000.0,47000000.0,25000000.0,446000000.0,446000000.0,4456000000.0,105000000.0,4351000000.0,23457000000.0,23457000000.0,682000000.0,9841000000.0,4000000.0,937000000.0,937000000.0,4480000000.0,4480000000.0,4480000000.0,0.0,345000000.0,4075000000.0,2317000000.0,229000000.0,1758000000.0,529000000.0,264000000.0,145000000.0,965000000.0,56460000000.0,49917000000.0,336000000.0,274000000.0,231000000.0,34000000.0,875000000.0,196000000.0,767000000.0,35000000.0,475000000.0,475000000.0,257000000.0,23000000.0,234000000.0,29866000000.0,19813000000.0,10053000000.0,17372000000.0,-29674000000.0,47046000000.0,2317000000.0,1022000000.0,38004000000.0,1820000000.0,3799000000.0,84000000.0,0.0,6543000000.0,65000000.0,775000000.0,550000000.0,3949000000.0,658000000.0,163000000.0,3128000000.0,-93000000.0,3221000000.0,1204000000.0,2023-09-30,
1467785977.0,1467785977.0,27453000000.0,27453000000.0,-13667000000.0,43565000000.0,-3165000000.0,-13667000000.0,16112000000.0,39467000000.0,17302000000.0,1190000000.0,16112000000.0,-44000000.0,-44000000.0,2835000000.0,997000000.0,12324000000.0,12324000000.0,38834000000.0,29356000000.0,59000000.0,191000000.0,529000000.0,529000000.0,4478000000.0,88000000.0,4390000000.0,23355000000.0,23355000000.0,744000000.0,9478000000.0,25000000.0,971000000.0,971000000.0,4098000000.0,4098000000.0,4098000000.0,0.0,317000000.0,4067000000.0,2251000000.0,235000000.0,1816000000.0,550000000.0,270000000.0,126000000.0,996000000.0,56136000000.0,49823000000.0,316000000.0,279000000.0,256000000.0,38000000.0,940000000.0,179000000.0,826000000.0,42000000.0,502000000.0,502000000.0,282000000.0,50000000.0,232000000.0,29779000000.0,19721000000.0,10058000000.0,17248000000.0,-30160000000.0,47408000000.0,2386000000.0,689000000.0,38578000000.0,1842000000.0,3830000000.0,83000000.0,0.0,6313000000.0,36000000.0,682000000.0,484000000.0,4247000000.0,727000000.0,205000000.0,3315000000.0,-103000000.0,3418000000.0,864000000.0,2023-12-31,0.0
