free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
340000000.0,-1661000000.0,1278000000.0,0.0,-786000000.0,238000000.0,190000000.0,974000000.0,1440000000.0,-466000000.0,-738000000.0,-738000000.0,-47000000.0,-308000000.0,-308000000.0,0.0,0.0,-383000000.0,0.0,-383000000.0,-1661000000.0,1278000000.0,-854000000.0,-854000000.0,,-8000000.0,,-8000000.0,-44000000.0,1000000.0,-45000000.0,0.0,0.0,-786000000.0,-786000000.0,1126000000.0,1126000000.0,17000000.0,-40000000.0,120000000.0,155000000.0,-38000000.0,-180000000.0,-149000000.0,-154000000.0,24000000.0,-15000000.0,-15000000.0,929000000.0,929000000.0,340000000.0,340000000.0,589000000.0,60000000.0,25000000.0,-3000000.0,38000000.0,265000000.0,2022-12-31
-215000000.0,-2372000000.0,3681000000.0,,-976000000.0,286000000.0,127000000.0,877000000.0,974000000.0,-97000000.0,1475000000.0,1475000000.0,-5000000.0,-318000000.0,-318000000.0,,,1798000000.0,489000000.0,1309000000.0,-2372000000.0,3681000000.0,-2333000000.0,-2333000000.0,-3000000.0,-92000000.0,,-92000000.0,-1262000000.0,0.0,-1262000000.0,,,-976000000.0,-976000000.0,761000000.0,761000000.0,-466000000.0,84000000.0,-543000000.0,-136000000.0,-47000000.0,176000000.0,172000000.0,-7000000.0,43000000.0,-93000000.0,-93000000.0,1022000000.0,1022000000.0,382000000.0,382000000.0,640000000.0,38000000.0,15000000.0,4000000.0,19000000.0,224000000.0,2023-03-31
335000000.0,-1898000000.0,1836000000.0,,-782000000.0,295000000.0,152000000.0,649000000.0,877000000.0,-228000000.0,-437000000.0,-437000000.0,-56000000.0,-320000000.0,-320000000.0,,,-61000000.0,1000000.0,-62000000.0,-1898000000.0,1836000000.0,-908000000.0,-908000000.0,-110000000.0,-23000000.0,,-23000000.0,7000000.0,7000000.0,0.0,-5000000.0,-5000000.0,-777000000.0,-777000000.0,1117000000.0,1117000000.0,-28000000.0,-2000000.0,18000000.0,-50000000.0,4000000.0,2000000.0,-8000000.0,-78000000.0,30000000.0,-36000000.0,-36000000.0,1006000000.0,1006000000.0,,,,27000000.0,16000000.0,4000000.0,7000000.0,196000000.0,2023-06-30
538000000.0,-1925000000.0,2808000000.0,,-769000000.0,307000000.0,63000000.0,1204000000.0,649000000.0,555000000.0,39000000.0,39000000.0,-16000000.0,-338000000.0,-338000000.0,,,393000000.0,-490000000.0,883000000.0,-1925000000.0,2808000000.0,-791000000.0,-791000000.0,-18000000.0,7000000.0,7000000.0,,-11000000.0,0.0,-11000000.0,-24000000.0,-24000000.0,-745000000.0,-745000000.0,1307000000.0,1307000000.0,184000000.0,133000000.0,108000000.0,33000000.0,30000000.0,-120000000.0,-124000000.0,7000000.0,27000000.0,-98000000.0,-98000000.0,1000000000.0,1000000000.0,389000000.0,389000000.0,611000000.0,50000000.0,15000000.0,2000000.0,33000000.0,137000000.0,2023-09-30
630000000.0,-1495000000.0,898000000.0,,-684000000.0,308000000.0,47000000.0,864000000.0,1204000000.0,-340000000.0,-938000000.0,-938000000.0,0.0,-339000000.0,-339000000.0,,,-599000000.0,-2000000.0,-597000000.0,-1495000000.0,898000000.0,-716000000.0,-716000000.0,3000000.0,-24000000.0,,-24000000.0,-11000000.0,5000000.0,-16000000.0,0.0,0.0,-684000000.0,-684000000.0,1314000000.0,1314000000.0,3000000.0,-59000000.0,149000000.0,93000000.0,66000000.0,-246000000.0,-224000000.0,-127000000.0,17000000.0,87000000.0,87000000.0,1041000000.0,1041000000.0,376000000.0,376000000.0,665000000.0,-17000000.0,26000000.0,16000000.0,,310000000.0,2023-12-31
