tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off
-29544.546094,0.14342,-871928000.0,-206000.0,-206000.0,109548000.0,22794000.0,225775000.0,-872134000.0,-894928000.0,109724455.453906,109548000.0,667897000.0,139344000.0,143981481.0,125656123.0,0.77,0.87,109548000.0,0.0,109548000.0,109548000.0,109548000.0,109548000.0,18342000.0,127890000.0,-8242000.0,,0.0,0.0,139344000.0,442122000.0,112787000.0,329335000.0,244809000.0,84526000.0,84526000.0,581466000.0,225775000.0,807241000.0,807241000.0,2022-12-31,
0.0,0.083,101371000.0,,,74537000.0,23172000.0,195453000.0,101371000.0,78199000.0,74537000.0,74537000.0,562678000.0,78199000.0,142965820.0,124336969.0,0.53,0.6,76132000.0,1595000.0,74537000.0,74537000.0,74537000.0,74537000.0,6734000.0,81271000.0,3072000.0,3072000.0,,,78199000.0,367225000.0,115924000.0,251301000.0,171314000.0,79987000.0,79987000.0,445424000.0,195453000.0,640877000.0,640877000.0,2023-03-31,
-14299110.0,0.21,156756000.0,-68091000.0,-68091000.0,61915000.0,22946000.0,188638000.0,88665000.0,65719000.0,115706890.0,61915000.0,563157000.0,-2372000.0,141010561.0,123463325.0,0.45,0.5,63510000.0,1595000.0,61915000.0,61915000.0,61915000.0,61915000.0,-56501000.0,5414000.0,-60305000.0,7786000.0,-68091000.0,68091000.0,65719000.0,374519000.0,121988000.0,252531000.0,165870000.0,86661000.0,86661000.0,440238000.0,188638000.0,628876000.0,628876000.0,2023-06-30,
0.0,0.094022,110728000.0,0.0,0.0,87850000.0,22172000.0,188827000.0,110728000.0,88556000.0,87850000.0,87850000.0,547746000.0,88556000.0,138890567.0,121807908.0,0.64,0.72,89433000.0,1583000.0,87850000.0,87850000.0,87850000.0,87850000.0,9117000.0,96967000.0,8411000.0,8411000.0,0.0,0.0,88556000.0,358919000.0,113932000.0,244987000.0,160936000.0,84051000.0,84051000.0,447475000.0,188827000.0,636302000.0,636302000.0,2023-09-30,
-2130186.09849,0.237267,106399000.0,-8978000.0,-8978000.0,83266000.0,23033000.0,255757000.0,97421000.0,74388000.0,90113813.90151,83266000.0,726864000.0,115458000.0,136552671.0,119599093.0,0.62,0.7,84852000.0,1586000.0,83266000.0,83266000.0,83266000.0,83266000.0,25902000.0,109168000.0,-28247000.0,,-2630000.0,0.0,115458000.0,471107000.0,117488000.0,353619000.0,261076000.0,92543000.0,92543000.0,586565000.0,255757000.0,842322000.0,842322000.0,2023-12-31,
