free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
3656000000.0,-1837000000.0,-22000000.0,0.0,59000000.0,-726000000.0,,,8631000000.0,0.0,7383000000.0,1248000000.0,-2636000000.0,-2636000000.0,-485000000.0,-351000000.0,-351000000.0,-1778000000.0,-1837000000.0,59000000.0,-22000000.0,0.0,0.0,0.0,-22000000.0,-22000000.0,0.0,-498000000.0,0.0,-498000000.0,122000000.0,445000000.0,2923000000.0,-2478000000.0,-339000000.0,-339000000.0,-726000000.0,-726000000.0,4382000000.0,86000000.0,4296000000.0,228000000.0,-73000000.0,,-1136000000.0,1008000000.0,56000000.0,1000000.0,-161000000.0,-161000000.0,797000000.0,797000000.0,-137000000.0,37000000.0,-186000000.0,1000000.0,3641000000.0,2022-12-31
3600000000.0,-3180000000.0,-1021000000.0,1589000000.0,17000000.0,-457000000.0,,,7965000000.0,,8631000000.0,-666000000.0,-3907000000.0,-3907000000.0,-975000000.0,-337000000.0,-337000000.0,-3163000000.0,-3180000000.0,17000000.0,568000000.0,,,,568000000.0,-1021000000.0,1589000000.0,-816000000.0,,-816000000.0,167000000.0,-526000000.0,1793000000.0,-2319000000.0,,,-457000000.0,-457000000.0,4057000000.0,,4057000000.0,183000000.0,-193000000.0,-2000000.0,-2100000000.0,-1441000000.0,3350000000.0,-263000000.0,473000000.0,473000000.0,800000000.0,800000000.0,-27000000.0,14000000.0,-133000000.0,95000000.0,3084000000.0,2023-03-31
3503000000.0,-3068000000.0,-22000000.0,0.0,10000000.0,-481000000.0,,,7349000000.0,,7965000000.0,-616000000.0,-3720000000.0,-3720000000.0,-324000000.0,-316000000.0,-316000000.0,-3058000000.0,-3068000000.0,10000000.0,-22000000.0,,,,-22000000.0,-22000000.0,0.0,-880000000.0,,-880000000.0,280000000.0,-679000000.0,2021000000.0,-2700000000.0,,,-481000000.0,-481000000.0,3984000000.0,,3984000000.0,246000000.0,861000000.0,1000000.0,239000000.0,733000000.0,-112000000.0,76000000.0,-405000000.0,-405000000.0,834000000.0,834000000.0,-208000000.0,11000000.0,-199000000.0,-7000000.0,2580000000.0,2023-06-30
4533000000.0,-2819000000.0,-19000000.0,0.0,33000000.0,-420000000.0,368000000.0,481000000.0,8456000000.0,,7349000000.0,1107000000.0,-3411000000.0,-3411000000.0,-309000000.0,-297000000.0,-297000000.0,-2786000000.0,-2819000000.0,33000000.0,-19000000.0,,,,-19000000.0,-19000000.0,0.0,-435000000.0,,-435000000.0,234000000.0,-249000000.0,2231000000.0,-2480000000.0,0.0,0.0,-420000000.0,-420000000.0,4953000000.0,0.0,4953000000.0,257000000.0,657000000.0,-2000000.0,3426000000.0,-605000000.0,-2162000000.0,-151000000.0,322000000.0,322000000.0,845000000.0,845000000.0,-608000000.0,-235000000.0,-215000000.0,-48000000.0,3631000000.0,2023-09-30
591000000.0,-2505000000.0,-17000000.0,0.0,2000000.0,-532000000.0,273000000.0,870000000.0,5446000000.0,,8456000000.0,-3010000000.0,-3169000000.0,-3169000000.0,-338000000.0,-311000000.0,-311000000.0,-2503000000.0,-2505000000.0,2000000.0,-17000000.0,,,,-17000000.0,-17000000.0,0.0,-964000000.0,,-964000000.0,57000000.0,-243000000.0,1360000000.0,-1603000000.0,-246000000.0,-246000000.0,-532000000.0,-532000000.0,1123000000.0,0.0,1123000000.0,255000000.0,-1165000000.0,-4000000.0,-2881000000.0,824000000.0,896000000.0,-152000000.0,-283000000.0,-283000000.0,828000000.0,828000000.0,-237000000.0,19000000.0,-195000000.0,30000000.0,1877000000.0,2023-12-31
