tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,interest_income,interest_income_non_operating
-1577520.0,0.21,245517000.0,-7512000.0,-7512000.0,5655000.0,179157000.0,220492000.0,238005000.0,58848000.0,-49413000.0,49413000.0,11589480.0,6528000.0,457521000.0,538396000.0,537992000.0,0.01,0.01,1451000.0,,6394000.0,134000.0,6528000.0,-4274000.0,10802000.0,873000.0,9929000.0,-156000.0,-650000.0,9435000.0,-8099000.0,-587000.0,-6543000.0,3326000.0,3217000.0,-969000.0,-49413000.0,49413000.0,66947000.0,237029000.0,179157000.0,179157000.0,57872000.0,57872000.0,57872000.0,303976000.0,220492000.0,524468000.0,524468000.0,2022-12-31,,
184765.604205,0.002271,278815000.0,81366000.0,81366000.0,118952000.0,179225000.0,223088000.0,360181000.0,180956000.0,-47963000.0,47963000.0,37770765.604205,118952000.0,426860000.0,547110000.0,546842000.0,0.22,0.22,117698000.0,,117698000.0,1254000.0,118952000.0,-15555000.0,134507000.0,0.0,134507000.0,1816000.0,302000.0,132993000.0,82138000.0,772000.0,-212000.0,-2213000.0,2425000.0,81578000.0,-47963000.0,47963000.0,98818000.0,203772000.0,179225000.0,179225000.0,24547000.0,24547000.0,24547000.0,302590000.0,223088000.0,525678000.0,525678000.0,2023-03-31,,
34138.666081,0.020804,299612000.0,1641000.0,1641000.0,51899000.0,197573000.0,221837000.0,301253000.0,103680000.0,-49074000.0,49074000.0,50292138.666081,51899000.0,445346000.0,547294000.0,547026000.0,0.09,0.09,51750000.0,,51750000.0,149000.0,51899000.0,-4300000.0,56199000.0,0.0,56199000.0,2729000.0,1136000.0,54606000.0,3596000.0,1955000.0,-3244000.0,2607000.0,637000.0,4885000.0,-49074000.0,49074000.0,100084000.0,223509000.0,197573000.0,197573000.0,25936000.0,25936000.0,25936000.0,323593000.0,221837000.0,545430000.0,545430000.0,2023-06-30,,
6006.919901,0.011687,301897000.0,514000.0,514000.0,64214000.0,184559000.0,232734000.0,302411000.0,117852000.0,-50510000.0,50510000.0,63706006.919901,64214000.0,440386000.0,547331000.0,547062000.0,0.12,0.12,64048000.0,0.0,64048000.0,166000.0,64214000.0,-4442000.0,68656000.0,0.0,68656000.0,2101000.0,787000.0,67342000.0,1995000.0,1481000.0,514000.0,-550000.0,36000.0,,-50510000.0,50510000.0,115857000.0,207652000.0,184559000.0,184559000.0,23093000.0,23093000.0,23093000.0,323509000.0,232734000.0,556243000.0,556243000.0,2023-09-30,,
-1884120.0,0.21,310295000.0,-8972000.0,-8972000.0,70944000.0,188544000.0,224401000.0,301323000.0,112779000.0,-52784000.0,52784000.0,78031880.0,70944000.0,434501000.0,547361000.0,547091000.0,0.13,0.13,70787000.0,,70787000.0,157000.0,70944000.0,-4451000.0,75395000.0,0.0,75395000.0,3558000.0,-11842000.0,59995000.0,-6372000.0,2600000.0,-8972000.0,-5445000.0,14417000.0,0.0,-52784000.0,52784000.0,119151000.0,210100000.0,188544000.0,188544000.0,21556000.0,21556000.0,21556000.0,329251000.0,224401000.0,553652000.0,553652000.0,2023-12-31,,
-46169200.0,0.4,418048000.0,-115423000.0,-115423000.0,6676000.0,219219000.0,243729000.0,302625000.0,83406000.0,-55156000.0,60907000.0,75929800.0,6676000.0,486247000.0,601188000.0,600898000.0,0.01,0.01,6477000.0,,6477000.0,199000.0,6676000.0,-4501000.0,11177000.0,,11177000.0,2376000.0,13698000.0,22499000.0,-36907000.0,78516000.0,-118678000.0,11458000.0,107220000.0,3255000.0,-55156000.0,60907000.0,114562000.0,242518000.0,219219000.0,219219000.0,23299000.0,23299000.0,23299000.0,357080000.0,243729000.0,600809000.0,600809000.0,2024-03-31,5751000.0,5751000.0
