free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,interest_paid_cff,cash_dividends_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,other_non_cash_items,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-534982000000.0,523266000000.0,-418860000000.0,-66705000000.0,2079886000000.0,2437544000000.0,18390000000.0,-386385000000.0,132833000000.0,132834000000.0,,0.0,104406000000.0,,,-427393000000.0,-8533000000.0,-418860000000.0,-50941000000.0,-50941000000.0,,,-22212000000.0,-22212000000.0,-25803000000.0,,-44493000000.0,-468277000000.0,-475287000000.0,1107868000000.0,-890282000000.0,,1181052000000.0,851446000000.0,-598000000.0,-1838455000000.0,-19881000000.0,,-148860000000.0,-148860000000.0,26816000000.0,26816000000.0,-7068000000.0,-4061000000.0,,2602000000.0,-8257000000.0,2022-12-31
649224000000.0,-13361000000.0,291765000000.0,-15195000000.0,2660782000000.0,1982942000000.0,-2801000000.0,680641000000.0,29217000000.0,29217000000.0,-249187000000.0,0.0,278404000000.0,-966000000.0,-966000000.0,279370000000.0,-12395000000.0,291765000000.0,-12995000000.0,-12995000000.0,0.0,0.0,-7669000000.0,-7669000000.0,-5326000000.0,2200000000.0,-7526000000.0,664419000000.0,701192000000.0,1071964000000.0,-795083000000.0,0.0,358423000000.0,399679000000.0,-593000000.0,-313276000000.0,,0.0,17838000000.0,17838000000.0,36047000000.0,36047000000.0,-3684000000.0,-1542000000.0,-2142000000.0,0.0,157628000000.0,2023-03-31
-6924000000.0,13361000000.0,210352000000.0,-14376000000.0,2358686000000.0,2660782000000.0,8301000000.0,-310397000000.0,-304680000000.0,-304680000000.0,-43202000000.0,-485191000000.0,223713000000.0,,,222747000000.0,12395000000.0,210352000000.0,-13169000000.0,-13169000000.0,0.0,0.0,-5198000000.0,-5198000000.0,-7971000000.0,1207000000.0,-9178000000.0,7452000000.0,-29321000000.0,1228604000000.0,-1303664000000.0,2987000000.0,80970000000.0,460109000000.0,-577000000.0,-319483000000.0,,0.0,6686000000.0,6686000000.0,34932000000.0,34932000000.0,-6741000000.0,-2655000000.0,-142000000.0,0.0,139518000000.0,2023-06-30
-477905000000.0,-16411000000.0,316684000000.0,-38022000000.0,2466084000000.0,2358686000000.0,0.0,107398000000.0,582363000000.0,582363000000.0,251679000000.0,0.0,300273000000.0,,,300273000000.0,-16411000000.0,316684000000.0,-35082000000.0,-35082000000.0,0.0,0.0,-14273000000.0,-14273000000.0,-20809000000.0,2940000000.0,-23749000000.0,-439883000000.0,-439883000000.0,1139699000000.0,-965691000000.0,0.0,-532618000000.0,-33038000000.0,861000000.0,-355491000000.0,,0.0,13280000000.0,13280000000.0,36310000000.0,36310000000.0,231000000.0,-2209000000.0,-1504000000.0,0.0,74894000000.0,2023-09-30
1029870000000.0,-13690000000.0,-818801000000.0,-53900000000.0,2760724000000.0,2466084000000.0,-7278000000.0,204974000000.0,-822192000000.0,-822192000000.0,,0.0,-832491000000.0,,,-832491000000.0,-13690000000.0,-818801000000.0,-56604000000.0,-58604000000.0,,,-17927000000.0,-17927000000.0,-40677000000.0,-4704000000.0,-35973000000.0,1083770000000.0,1083770000000.0,1222677000000.0,-1074703000000.0,-43000000.0,808790000000.0,2009679000000.0,-5376000000.0,171635000000.0,,1912000000.0,-168999000000.0,-168999000000.0,36473000000.0,36473000000.0,-12302000000.0,-2357000000.0,-1493000000.0,,221797000000.0,2023-12-31
