tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_security
-26700000.0,0.15,2419000000.0,-178000000.0,-178000000.0,541000000.0,471000000.0,2373000000.0,2241000000.0,1770000000.0,-880000000.0,1013000000.0,133000000.0,692300000.0,541000000.0,6704000000.0,1705000000.0,1172000000.0,1166000000.0,0.47,0.47,541000000.0,541000000.0,541000000.0,214000000.0,326000000.0,,326000000.0,431000000.0,757000000.0,-95000000.0,83000000.0,-27000000.0,27000000.0,-880000000.0,,1013000000.0,133000000.0,1733000000.0,4331000000.0,-164000000.0,1622000000.0,2873000000.0,2356000000.0,517000000.0,517000000.0,6064000000.0,2373000000.0,8437000000.0,8437000000.0,2022-12-31,
-39000000.0,0.15,1595000000.0,-260000000.0,-260000000.0,407000000.0,365000000.0,2156000000.0,1335000000.0,970000000.0,-112000000.0,293000000.0,182000000.0,628000000.0,407000000.0,6376000000.0,803000000.0,1174000000.0,1167000000.0,0.41,0.41,407000000.0,407000000.0,407000000.0,3000000.0,403000000.0,,403000000.0,274000000.0,677000000.0,-274000000.0,-14000000.0,-260000000.0,260000000.0,-112000000.0,1000000.0,293000000.0,182000000.0,1064000000.0,4220000000.0,8000000.0,1573000000.0,2639000000.0,2291000000.0,348000000.0,348000000.0,5284000000.0,2156000000.0,7441000000.0,7441000000.0,2023-03-31,
1014000.0,0.338,1802000000.0,3000000.0,3000000.0,799000000.0,349000000.0,2145000000.0,1805000000.0,1456000000.0,-175000000.0,363000000.0,187000000.0,797014000.0,3455000000.0,6200000000.0,1358000000.0,1180000000.0,1169000000.0,2.93,2.96,3455000000.0,3455000000.0,3455000000.0,74000000.0,3380000000.0,2656000000.0,724000000.0,369000000.0,1093000000.0,-86000000.0,-89000000.0,3000000.0,-3000000.0,-175000000.0,-1000000.0,363000000.0,187000000.0,1354000000.0,4055000000.0,3000000.0,1565000000.0,2487000000.0,2165000000.0,322000000.0,322000000.0,5409000000.0,2145000000.0,7555000000.0,7555000000.0,2023-06-30,
10008000.0,0.278,2332000000.0,36000000.0,36000000.0,1278000000.0,328000000.0,2108000000.0,2368000000.0,2040000000.0,-75000000.0,279000000.0,204000000.0,1252008000.0,1278000000.0,6057000000.0,1724000000.0,1180000000.0,1168000000.0,1.08,1.09,1278000000.0,1278000000.0,1278000000.0,6000000.0,1272000000.0,0.0,1272000000.0,489000000.0,1761000000.0,148000000.0,112000000.0,36000000.0,-36000000.0,-75000000.0,,279000000.0,204000000.0,1688000000.0,3949000000.0,2000000.0,1515000000.0,2432000000.0,2105000000.0,327000000.0,327000000.0,5637000000.0,2108000000.0,7744000000.0,7744000000.0,2023-09-30,
79449419.568823,0.33665,2086000000.0,236000000.0,236000000.0,1222000000.0,331000000.0,2265000000.0,2322000000.0,1991000000.0,-278000000.0,182000000.0,-96000000.0,1065449419.568823,1313000000.0,6573000000.0,1902000000.0,1178000000.0,1166000000.0,1.01,1.02,1313000000.0,1313000000.0,1313000000.0,20000000.0,1292000000.0,91000000.0,1201000000.0,609000000.0,1809000000.0,191000000.0,-45000000.0,6000000.0,-6000000.0,-278000000.0,,182000000.0,-96000000.0,1896000000.0,4308000000.0,4000000.0,1671000000.0,2633000000.0,2266000000.0,367000000.0,367000000.0,6204000000.0,2265000000.0,8468000000.0,8468000000.0,2023-12-31,230000000.0
-358720000.0,0.16,1819000000.0,-2242000000.0,-2242000000.0,-828000000.0,313000000.0,2279000000.0,-423000000.0,-736000000.0,-45000000.0,244000000.0,199000000.0,1055280000.0,-828000000.0,6586000000.0,787000000.0,1179000000.0,1167000000.0,-0.71,-0.71,-828000000.0,-828000000.0,-828000000.0,-4000000.0,-824000000.0,,-824000000.0,-157000000.0,-980000000.0,-2390000000.0,-148000000.0,-2242000000.0,2242000000.0,-45000000.0,,244000000.0,199000000.0,1455000000.0,4307000000.0,4000000.0,1665000000.0,2638000000.0,2278000000.0,360000000.0,360000000.0,5762000000.0,2279000000.0,8041000000.0,8041000000.0,2024-03-31,
