tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-14070000.0,0.21,821000000.0,-67000000.0,-67000000.0,140000000.0,294000000.0,929000000.0,754000000.0,460000000.0,-60000000.0,64000000.0,4000000.0,192930000.0,140000000.0,2716000000.0,402000000.0,1442400000.0,1432700000.0,0.09,0.09,126000000.0,126000000.0,13000000.0,140000000.0,,140000000.0,140000000.0,255000000.0,396000000.0,-71000000.0,-4000000.0,-126000000.0,-22000000.0,131000000.0,0.0,-27000000.0,59000000.0,-60000000.0,64000000.0,4000000.0,526000000.0,1692000000.0,,199000000.0,199000000.0,199000000.0,199000000.0,330000000.0,1163000000.0,2218000000.0,1024000000.0,3242000000.0,3242000000.0,2022-12-31
-9408000.0,0.294,826000000.0,-32000000.0,-32000000.0,314000000.0,285000000.0,958000000.0,794000000.0,509000000.0,-65000000.0,65000000.0,,336592000.0,314000000.0,2806000000.0,552000000.0,1446000000.0,1435800000.0,0.21,0.21,300000000.0,300000000.0,14000000.0,314000000.0,0.0,314000000.0,314000000.0,131000000.0,444000000.0,-75000000.0,-43000000.0,-32000000.0,,,,32000000.0,,-65000000.0,65000000.0,,583000000.0,1766000000.0,11000000.0,203000000.0,203000000.0,203000000.0,203000000.0,337000000.0,1215000000.0,2349000000.0,1040000000.0,3389000000.0,3389000000.0,2023-03-31
-33672000.0,0.366,886000000.0,-92000000.0,-92000000.0,270000000.0,298000000.0,982000000.0,794000000.0,496000000.0,-70000000.0,70000000.0,,328328000.0,270000000.0,2993000000.0,514000000.0,1456200000.0,1446200000.0,0.18,0.18,261000000.0,261000000.0,9000000.0,270000000.0,0.0,270000000.0,270000000.0,156000000.0,426000000.0,-110000000.0,-18000000.0,-92000000.0,,,57000000.0,35000000.0,,-70000000.0,70000000.0,,606000000.0,1923000000.0,,210000000.0,210000000.0,210000000.0,210000000.0,359000000.0,1354000000.0,2529000000.0,1070000000.0,3599000000.0,3599000000.0,2023-06-30
14705000.0,0.173,891000000.0,85000000.0,85000000.0,504000000.0,300000000.0,1009000000.0,976000000.0,676000000.0,-66000000.0,66000000.0,,433705000.0,504000000.0,2918000000.0,693000000.0,1475000000.0,1464500000.0,0.34,0.34,505000000.0,505000000.0,,504000000.0,0.0,504000000.0,504000000.0,105000000.0,610000000.0,67000000.0,-18000000.0,85000000.0,,-111000000.0,-1000000.0,27000000.0,,-66000000.0,66000000.0,,609000000.0,1817000000.0,11000000.0,208000000.0,208000000.0,208000000.0,208000000.0,356000000.0,1242000000.0,2426000000.0,1101000000.0,3527000000.0,3527000000.0,2023-09-30
-263366.336634,0.00198,1016000000.0,-133000000.0,-133000000.0,505000000.0,313000000.0,1042000000.0,883000000.0,570000000.0,-43000000.0,65000000.0,,637736633.663366,505000000.0,3108000000.0,584000000.0,,,,,505000000.0,505000000.0,0.0,505000000.0,1000000.0,504000000.0,504000000.0,1000000.0,505000000.0,-69000000.0,64000000.0,-33000000.0,,0.0,0.0,33000000.0,,-43000000.0,65000000.0,,617000000.0,1961000000.0,11000000.0,208000000.0,208000000.0,208000000.0,208000000.0,363000000.0,1379000000.0,2578000000.0,1147000000.0,3725000000.0,3725000000.0,2023-12-31
