free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,net_other_investing_changes
607000000.0,0.0,0.0,-200000000.0,1126000000.0,497000000.0,3000000.0,626000000.0,1000000.0,2000000.0,-1000000.0,15000000.0,-13000000.0,-13000000.0,0.0,-3270000000.0,0.0,-3270000000.0,3270000000.0,0.0,-183000000.0,-182000000.0,0.0,0.0,0.0,0.0,0.0,28000000.0,16000000.0,12000000.0,-210000000.0,2000000.0,-212000000.0,807000000.0,807000000.0,334000000.0,89000000.0,335000000.0,335000000.0,335000000.0,-46000000.0,-44000000.0,-44000000.0,0.0,55000000.0,0.0,7000000.0,7000000.0,294000000.0,294000000.0,-23000000.0,-45000000.0,22000000.0,140000000.0,2022-12-31,
69000000.0,0.0,0.0,-121000000.0,763000000.0,1126000000.0,0.0,-363000000.0,-69000000.0,-69000000.0,-68000000.0,13000000.0,-14000000.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-484000000.0,-484000000.0,,,-375000000.0,,-375000000.0,-1000000.0,9000000.0,-10000000.0,-108000000.0,3000000.0,-111000000.0,190000000.0,191000000.0,-523000000.0,-41000000.0,-211000000.0,-211000000.0,-211000000.0,-185000000.0,-86000000.0,-86000000.0,9000000.0,55000000.0,,19000000.0,19000000.0,285000000.0,285000000.0,31000000.0,31000000.0,,314000000.0,2023-03-31,
452000000.0,0.0,37000000.0,-206000000.0,620000000.0,763000000.0,-3000000.0,-140000000.0,43000000.0,43000000.0,-5000000.0,25000000.0,-14000000.0,-14000000.0,37000000.0,37000000.0,0.0,37000000.0,0.0,0.0,-840000000.0,-840000000.0,,,-643000000.0,,-643000000.0,-56000000.0,7000000.0,-63000000.0,-143000000.0,0.0,-143000000.0,658000000.0,658000000.0,-14000000.0,-14000000.0,289000000.0,289000000.0,289000000.0,-214000000.0,-75000000.0,-75000000.0,47000000.0,60000000.0,,-64000000.0,-64000000.0,298000000.0,298000000.0,4000000.0,4000000.0,,270000000.0,2023-06-30,
492000000.0,-4000000.0,-37000000.0,-206000000.0,1132000000.0,620000000.0,-5000000.0,517000000.0,16000000.0,16000000.0,-16000000.0,73000000.0,0.0,0.0,-41000000.0,-41000000.0,-4000000.0,,0.0,0.0,-197000000.0,-198000000.0,0.0,0.0,0.0,,0.0,-9000000.0,7000000.0,-16000000.0,-189000000.0,1000000.0,-190000000.0,698000000.0,697000000.0,-176000000.0,12000000.0,17000000.0,17000000.0,17000000.0,-202000000.0,-3000000.0,-3000000.0,26000000.0,59000000.0,1000000.0,-29000000.0,-29000000.0,300000000.0,300000000.0,13000000.0,13000000.0,,504000000.0,2023-09-30,
690000000.0,0.0,0.0,-267000000.0,1055000000.0,1132000000.0,4000000.0,-81000000.0,15000000.0,15000000.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1053000000.0,-1053000000.0,0.0,0.0,-793000000.0,,-793000000.0,7000000.0,7000000.0,0.0,-267000000.0,0.0,-267000000.0,957000000.0,958000000.0,-57000000.0,53000000.0,23000000.0,23000000.0,23000000.0,-59000000.0,-74000000.0,-74000000.0,54000000.0,59000000.0,0.0,73000000.0,73000000.0,313000000.0,313000000.0,11000000.0,11000000.0,,504000000.0,2023-12-31,0.0
