tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,write_off
-4274760.0,0.21,520453000.0,-20356000.0,-20356000.0,3901000.0,430130000.0,537601000.0,500097000.0,69967000.0,-86882000.0,86882000.0,19982240.0,3901000.0,1091777000.0,120980000.0,301712082.0,289364739.0,-0.02,-0.02,-6280000.0,-6280000.0,0.0,10181000.0,3901000.0,3140000.0,761000.0,761000.0,-17676000.0,-16915000.0,-71363000.0,-22894000.0,-20350000.0,0.0,,17350000.0,-28113000.0,-6000.0,-86882000.0,86882000.0,141330000.0,554176000.0,3615000.0,430130000.0,430130000.0,120431000.0,120431000.0,120431000.0,695506000.0,537601000.0,1233107000.0,1233107000.0,2022-12-31,
-2914755.822839,0.23761,625976000.0,-12267000.0,-12267000.0,68726000.0,421198000.0,616004000.0,613709000.0,192511000.0,-102220000.0,102220000.0,78078244.177161,68726000.0,1149122000.0,177334000.0,303065000.0,291219000.0,0.2,0.2,58545000.0,58545000.0,,10181000.0,68726000.0,-111000.0,68837000.0,68837000.0,21454000.0,90291000.0,2910000.0,280000.0,-12267000.0,,,12267000.0,14897000.0,,-102220000.0,102220000.0,189601000.0,533118000.0,,421198000.0,421198000.0,111920000.0,111920000.0,111920000.0,722719000.0,616004000.0,1338723000.0,1338723000.0,2023-03-31,
8856079.062958,0.122691,603326000.0,72182000.0,72182000.0,118184000.0,432573000.0,650799000.0,675508000.0,242935000.0,-111116000.0,111116000.0,54858079.062958,118184000.0,1193643000.0,154860000.0,306819000.0,295390000.0,0.37,0.37,108003000.0,108003000.0,,10181000.0,118184000.0,2538000.0,115646000.0,115646000.0,16173000.0,131819000.0,70311000.0,-6930000.0,-17764000.0,,,17764000.0,5059000.0,89946000.0,-111116000.0,111116000.0,172624000.0,542844000.0,655000.0,432573000.0,432573000.0,109616000.0,109616000.0,109616000.0,715468000.0,650799000.0,1366267000.0,1366267000.0,2023-06-30,
15423336.26498,0.022574,611323000.0,683223000.0,683223000.0,733618000.0,420613000.0,684112000.0,1294546000.0,873933000.0,-110767000.0,110767000.0,65818336.26498,733618000.0,1216741000.0,58226000.0,311341000.0,301827000.0,2.33,2.4,723437000.0,723437000.0,,10181000.0,733618000.0,-12320000.0,745938000.0,745938000.0,17228000.0,763166000.0,688242000.0,24812000.0,-127465000.0,,113000000.0,14465000.0,-19793000.0,810688000.0,-110767000.0,110767000.0,185691000.0,532629000.0,1295000.0,420613000.0,420613000.0,110721000.0,110721000.0,110721000.0,718320000.0,684112000.0,1402432000.0,1402432000.0,2023-09-30,
-9595320.0,0.21,620420000.0,-45692000.0,-45692000.0,28310000.0,420475000.0,647156000.0,574728000.0,154253000.0,-113638000.0,113638000.0,64406680.0,28310000.0,1190009000.0,134041000.0,314995000.0,305781000.0,0.06,0.06,36222000.0,18129000.0,,10181000.0,28310000.0,8419000.0,19891000.0,19891000.0,20724000.0,40615000.0,-25377000.0,50269000.0,-45589000.0,,,40226000.0,-29954000.0,-103000.0,-113638000.0,113638000.0,179630000.0,542853000.0,5579000.0,420475000.0,420475000.0,116799000.0,116799000.0,116799000.0,722483000.0,647156000.0,1369639000.0,1369639000.0,2023-12-31,5363000.0
