ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accrued_interest_receivable,notes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
385000000.0,385000000.0,1200000000.0,19123000000.0,19123000000.0,8508000000.0,19123000000.0,1200000000.0,19123000000.0,19123000000.0,19123000000.0,19123000000.0,-370000000.0,-370000000.0,18320000000.0,1173000000.0,0.0,0.0,0.0,6735000000.0,1812000000.0,135000000.0,673000000.0,673000000.0,1004000000.0,1004000000.0,4923000000.0,53000000.0,2038000000.0,2038000000.0,196000000.0,196000000.0,190000000.0,,2446000000.0,1911000000.0,535000000.0,48000000.0,48000000.0,487000000.0,25858000000.0,12427000000.0,988000000.0,,982000000.0,982000000.0,8318000000.0,8318000000.0,8318000000.0,,,,,2139000000.0,-658000000.0,2797000000.0,460000000.0,281000000.0,1986000000.0,59000000.0,11000000.0,0.0,13431000000.0,65000000.0,851000000.0,949000000.0,169000000.0,205000000.0,575000000.0,1664000000.0,42000000.0,140000000.0,61000000.0,36000000.0,1385000000.0,0.0,1385000000.0,9902000000.0,6697000000.0,3205000000.0,2022-12-31
384000000.0,384000000.0,1108000000.0,18763000000.0,18863000000.0,8623000000.0,18763000000.0,1108000000.0,18863000000.0,18863000000.0,18863000000.0,18863000000.0,-267000000.0,-267000000.0,18399000000.0,731000000.0,0.0,0.0,0.0,5262000000.0,1763000000.0,163000000.0,673000000.0,673000000.0,927000000.0,927000000.0,3499000000.0,31000000.0,1219000000.0,1219000000.0,181000000.0,181000000.0,73000000.0,,1995000000.0,1540000000.0,455000000.0,66000000.0,66000000.0,389000000.0,24125000000.0,12003000000.0,981000000.0,,1262000000.0,1262000000.0,7525000000.0,7442000000.0,7442000000.0,83000000.0,100000000.0,48000000.0,52000000.0,2135000000.0,-736000000.0,2871000000.0,471000000.0,370000000.0,1950000000.0,69000000.0,11000000.0,0.0,12122000000.0,64000000.0,882000000.0,732000000.0,64000000.0,193000000.0,475000000.0,1521000000.0,42000000.0,297000000.0,69000000.0,0.0,1113000000.0,,,8923000000.0,5482000000.0,3441000000.0,2023-03-31
381000000.0,381000000.0,1168000000.0,16851000000.0,16949000000.0,7476000000.0,16851000000.0,1168000000.0,16949000000.0,16949000000.0,16949000000.0,16949000000.0,-263000000.0,-263000000.0,17019000000.0,193000000.0,0.0,0.0,0.0,4935000000.0,1812000000.0,173000000.0,692000000.0,692000000.0,947000000.0,947000000.0,3123000000.0,15000000.0,1040000000.0,1040000000.0,221000000.0,221000000.0,126000000.0,,1721000000.0,1364000000.0,357000000.0,47000000.0,47000000.0,310000000.0,21884000000.0,11285000000.0,770000000.0,303000000.0,1480000000.0,1480000000.0,6224000000.0,6105000000.0,6105000000.0,119000000.0,98000000.0,46000000.0,52000000.0,2410000000.0,-826000000.0,3236000000.0,488000000.0,580000000.0,2068000000.0,68000000.0,32000000.0,0.0,10599000000.0,53000000.0,684000000.0,715000000.0,12000000.0,196000000.0,507000000.0,688000000.0,83000000.0,311000000.0,62000000.0,0.0,232000000.0,,,8459000000.0,4658000000.0,3801000000.0,2023-06-30
381000000.0,381000000.0,1455000000.0,13358000000.0,13455000000.0,6414000000.0,13358000000.0,1455000000.0,13455000000.0,13455000000.0,13455000000.0,13455000000.0,-211000000.0,-211000000.0,13389000000.0,277000000.0,0.0,0.0,0.0,5995000000.0,1610000000.0,172000000.0,166000000.0,166000000.0,1272000000.0,1272000000.0,4385000000.0,56000000.0,1372000000.0,1372000000.0,183000000.0,183000000.0,251000000.0,184000000.0,2339000000.0,1789000000.0,550000000.0,56000000.0,56000000.0,494000000.0,19450000000.0,8651000000.0,240000000.0,238000000.0,0.0,0.0,5359000000.0,5273000000.0,5273000000.0,86000000.0,97000000.0,45000000.0,52000000.0,2717000000.0,-1072000000.0,3789000000.0,490000000.0,720000000.0,2466000000.0,81000000.0,32000000.0,0.0,10799000000.0,96000000.0,497000000.0,487000000.0,277000000.0,61000000.0,149000000.0,2146000000.0,86000000.0,142000000.0,52000000.0,0.0,1866000000.0,-15000000.0,1881000000.0,7573000000.0,4641000000.0,2932000000.0,2023-09-30
382000000.0,382000000.0,1243000000.0,13758000000.0,13854000000.0,7310000000.0,13758000000.0,1243000000.0,13854000000.0,13854000000.0,13854000000.0,13854000000.0,-123000000.0,-123000000.0,13606000000.0,371000000.0,0.0,0.0,0.0,4572000000.0,1557000000.0,256000000.0,83000000.0,83000000.0,1218000000.0,1218000000.0,3015000000.0,41000000.0,568000000.0,568000000.0,25000000.0,25000000.0,245000000.0,556000000.0,1580000000.0,997000000.0,583000000.0,63000000.0,63000000.0,520000000.0,18426000000.0,8101000000.0,181000000.0,342000000.0,81000000.0,81000000.0,4743000000.0,4677000000.0,4677000000.0,66000000.0,96000000.0,44000000.0,52000000.0,2658000000.0,-433000000.0,3091000000.0,522000000.0,860000000.0,1242000000.0,445000000.0,22000000.0,0.0,10325000000.0,88000000.0,350000000.0,202000000.0,24000000.0,15000000.0,163000000.0,1081000000.0,61000000.0,69000000.0,59000000.0,0.0,892000000.0,,,8604000000.0,5697000000.0,2907000000.0,2023-12-31
