tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-229607.250755,0.114804,1747000000.0,-2000000.0,-2000000.0,1465000000.0,80000000.0,1918000000.0,1745000000.0,1665000000.0,77000000.0,10000000.0,87000000.0,1466770392.749245,1465000000.0,3569000000.0,1580000000.0,405000000.0,385000000.0,3.61,3.81,1465000000.0,1465000000.0,1465000000.0,1465000000.0,1465000000.0,190000000.0,1655000000.0,-2000000.0,0.0,-2000000.0,77000000.0,10000000.0,87000000.0,1580000000.0,1651000000.0,65000000.0,1211000000.0,375000000.0,3231000000.0,1918000000.0,5149000000.0,5149000000.0,2022-12-31
-7350000.0,0.21,-183000000.0,-35000000.0,-35000000.0,79000000.0,78000000.0,792000000.0,-218000000.0,-296000000.0,100000000.0,9000000.0,109000000.0,106650000.0,79000000.0,2204000000.0,-366000000.0,405000000.0,386000000.0,0.19,0.2,79000000.0,79000000.0,79000000.0,79000000.0,79000000.0,-384000000.0,-305000000.0,-39000000.0,-4000000.0,-35000000.0,100000000.0,9000000.0,109000000.0,-366000000.0,1412000000.0,-24000000.0,1131000000.0,305000000.0,1046000000.0,792000000.0,1838000000.0,1828000000.0,2023-03-31
4642000.0,0.211,-1666000000.0,22000000.0,22000000.0,-1380000000.0,92000000.0,731000000.0,-1644000000.0,-1736000000.0,91000000.0,13000000.0,104000000.0,-1397358000.0,-1380000000.0,2183000000.0,-1867000000.0,381000000.0,381000000.0,-3.62,-3.62,-1380000000.0,-1380000000.0,-1380000000.0,-1380000000.0,-1380000000.0,-369000000.0,-1749000000.0,27000000.0,5000000.0,22000000.0,91000000.0,13000000.0,104000000.0,-1867000000.0,1452000000.0,-28000000.0,1148000000.0,332000000.0,-415000000.0,731000000.0,316000000.0,293000000.0,2023-06-30
-7770000.0,0.21,-1662000000.0,-37000000.0,-37000000.0,-3630000000.0,249000000.0,2241000000.0,-1699000000.0,-1948000000.0,95000000.0,10000000.0,105000000.0,-3600770000.0,-3630000000.0,3799000000.0,-2012000000.0,381000000.0,381000000.0,-9.53,-9.53,-3630000000.0,-3630000000.0,-3630000000.0,-3630000000.0,-3630000000.0,1672000000.0,-1958000000.0,-41000000.0,-4000000.0,-37000000.0,95000000.0,10000000.0,105000000.0,-2012000000.0,1558000000.0,-44000000.0,1160000000.0,442000000.0,-454000000.0,2241000000.0,1787000000.0,1757000000.0,2023-09-30
-4620000.0,0.21,300000000.0,-22000000.0,-22000000.0,217000000.0,202000000.0,929000000.0,278000000.0,76000000.0,97000000.0,6000000.0,103000000.0,234380000.0,217000000.0,2807000000.0,6000000.0,,,,,217000000.0,217000000.0,217000000.0,217000000.0,217000000.0,-147000000.0,70000000.0,-33000000.0,-11000000.0,-22000000.0,97000000.0,6000000.0,103000000.0,6000000.0,1878000000.0,2000000.0,1406000000.0,470000000.0,1884000000.0,929000000.0,2813000000.0,2793000000.0,2023-12-31
