ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_stock
1914894444.0,1914894444.0,7760000000.0,8930000000.0,-8041000000.0,19927000000.0,1835000000.0,-8041000000.0,116000000.0,10997000000.0,19927000000.0,10997000000.0,10997000000.0,25474000000.0,-5453000000.0,9000000.0,-5474000000.0,12000000.0,,16431000000.0,19000000.0,19000000.0,,16361000000.0,12514000000.0,646000000.0,269000000.0,62000000.0,584000000.0,2669000000.0,2669000000.0,8930000000.0,81000000.0,8930000000.0,3847000000.0,35000000.0,35000000.0,,,272000000.0,3847000000.0,1726000000.0,2121000000.0,300000000.0,300000000.0,1821000000.0,27358000000.0,21676000000.0,671000000.0,145000000.0,145000000.0,19038000000.0,9853000000.0,9185000000.0,1822000000.0,-3880000000.0,5700000000.0,307000000.0,3609000000.0,1709000000.0,75000000.0,0.0,5682000000.0,123000000.0,2189000000.0,1752000000.0,123000000.0,351000000.0,2200000000.0,166000000.0,2034000000.0,-35000000.0,2157000000.0,1170000000.0,1170000000.0,2022-12-31,
1888972560.0,1888972560.0,5985000000.0,7793000000.0,1211000000.0,27958000000.0,2229000000.0,1211000000.0,117000000.0,20282000000.0,27958000000.0,20282000000.0,20282000000.0,25521000000.0,-5239000000.0,48000000.0,-5313000000.0,26000000.0,,,,,,15313000000.0,11103000000.0,,228000000.0,68000000.0,363000000.0,2683000000.0,2683000000.0,7761000000.0,85000000.0,7676000000.0,4210000000.0,32000000.0,32000000.0,,,156000000.0,4022000000.0,1637000000.0,2385000000.0,604000000.0,604000000.0,1781000000.0,35595000000.0,29156000000.0,8081000000.0,168000000.0,168000000.0,19071000000.0,9837000000.0,9234000000.0,1836000000.0,,,,,,,,6439000000.0,175000000.0,2222000000.0,1764000000.0,129000000.0,329000000.0,2351000000.0,242000000.0,2109000000.0,-38000000.0,2147000000.0,1691000000.0,1691000000.0,2023-03-31,
1914894444.0,1914894444.0,7205000000.0,8603000000.0,-7719000000.0,19476000000.0,920000000.0,-7719000000.0,167000000.0,11040000000.0,18724000000.0,11040000000.0,11040000000.0,,-5507000000.0,40000000.0,-5490000000.0,-57000000.0,430000000.0,16098000000.0,19000000.0,19000000.0,0.0,16502000000.0,11203000000.0,,244000000.0,239000000.0,234000000.0,2682000000.0,2682000000.0,7804000000.0,120000000.0,7684000000.0,5299000000.0,799000000.0,47000000.0,752000000.0,752000000.0,275000000.0,4225000000.0,1632000000.0,2593000000.0,239000000.0,239000000.0,2354000000.0,27542000000.0,21323000000.0,589000000.0,143000000.0,143000000.0,18759000000.0,9678000000.0,9081000000.0,1832000000.0,,,,,,,,6219000000.0,223000000.0,2026000000.0,1593000000.0,134000000.0,299000000.0,2739000000.0,643000000.0,2096000000.0,-29000000.0,2125000000.0,1231000000.0,1231000000.0,2023-06-30,
1914909765.0,1914909765.0,7136000000.0,8350000000.0,-7568000000.0,19091000000.0,733000000.0,-7568000000.0,152000000.0,10893000000.0,18578000000.0,10893000000.0,10893000000.0,,-5742000000.0,36000000.0,-5736000000.0,-42000000.0,485000000.0,16131000000.0,19000000.0,19000000.0,0.0,16184000000.0,11023000000.0,,254000000.0,237000000.0,226000000.0,2515000000.0,2515000000.0,7791000000.0,106000000.0,7685000000.0,5161000000.0,559000000.0,46000000.0,513000000.0,513000000.0,326000000.0,4276000000.0,1612000000.0,2664000000.0,383000000.0,383000000.0,2281000000.0,27077000000.0,21183000000.0,694000000.0,156000000.0,156000000.0,18461000000.0,9487000000.0,8974000000.0,1872000000.0,,,,,,,,5894000000.0,219000000.0,1885000000.0,1457000000.0,103000000.0,325000000.0,2728000000.0,619000000.0,2109000000.0,-27000000.0,2136000000.0,1062000000.0,1062000000.0,2023-09-30,
1915407000.0,1915407000.0,6904000000.0,8427000000.0,-7679000000.0,19497000000.0,657000000.0,-7679000000.0,141000000.0,11211000000.0,18898000000.0,11211000000.0,11211000000.0,,-5377000000.0,-5377000000.0,,,429000000.0,16147000000.0,19000000.0,19000000.0,0.0,16640000000.0,11159000000.0,,360000000.0,65000000.0,329000000.0,2621000000.0,2621000000.0,7784000000.0,97000000.0,7687000000.0,5481000000.0,643000000.0,44000000.0,599000000.0,599000000.0,406000000.0,4432000000.0,1801000000.0,2631000000.0,142000000.0,142000000.0,2489000000.0,27851000000.0,21713000000.0,623000000.0,158000000.0,158000000.0,18890000000.0,9619000000.0,9271000000.0,2042000000.0,-4201000000.0,6243000000.0,480000000.0,3938000000.0,1749000000.0,76000000.0,0.0,6138000000.0,265000000.0,1851000000.0,1432000000.0,115000000.0,304000000.0,2640000000.0,567000000.0,2073000000.0,-25000000.0,2098000000.0,1382000000.0,1382000000.0,2023-12-31,7000000.0
