ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,non_current_accounts_receivable
257000000.0,257000000.0,1399024000.0,3261294000.0,2221473000.0,8384087000.0,3246876000.0,2221473000.0,286315000.0,5409108000.0,8384087000.0,5409108000.0,5409108000.0,104114000.0,104114000.0,110382000.0,-2985637000.0,8400756000.0,257000.0,257000.0,,6980679000.0,3257280000.0,22487000.0,63736000.0,63736000.0,3171057000.0,196078000.0,2974979000.0,3723399000.0,2815599000.0,2815599000.0,90237000.0,90237000.0,406799000.0,410764000.0,334961000.0,75803000.0,75803000.0,12389787000.0,5419512000.0,11438000.0,24112000.0,369065000.0,9441000.0,71482000.0,268543000.0,268543000.0,3187635000.0,347591000.0,2840044000.0,1487237000.0,-1143719000.0,2630956000.0,183206000.0,268110000.0,1380216000.0,718495000.0,80929000.0,0.0,6970275000.0,266622000.0,171100000.0,266622000.0,1040468000.0,1040468000.0,,,5492085000.0,3916130000.0,1575955000.0,2022-10-31,,
259000000.0,259000000.0,1089623000.0,3249076000.0,2419525000.0,8561502000.0,3480058000.0,2419525000.0,273142000.0,5585568000.0,8561502000.0,5585568000.0,5585568000.0,53051000.0,53051000.0,185047000.0,-3111334000.0,8828639000.0,259000.0,259000.0,0.0,7900670000.0,3272504000.0,40231000.0,74540000.0,74540000.0,3157733000.0,181799000.0,2975934000.0,4628166000.0,3559393000.0,3559393000.0,91343000.0,91343000.0,563548000.0,413882000.0,260131000.0,153751000.0,153751000.0,13486238000.0,5378014000.0,13274000.0,29285000.0,433638000.0,12650000.0,21757000.0,263485000.0,263485000.0,3166043000.0,325999000.0,2840044000.0,1450532000.0,-1179252000.0,2629784000.0,202101000.0,249278000.0,1377356000.0,719966000.0,81083000.0,0.0,8108224000.0,225690000.0,191054000.0,,1570086000.0,1570086000.0,-8509000.0,1578595000.0,6121394000.0,4235083000.0,1886311000.0,2023-01-31,,
261000000.0,261000000.0,1533238000.0,3254912000.0,2788937000.0,8918752000.0,3829004000.0,2788937000.0,278023000.0,5941863000.0,8918752000.0,5941863000.0,5941863000.0,42650000.0,42650000.0,185047000.0,-3111198000.0,9195197000.0,261000.0,261000.0,,7310933000.0,3266844000.0,44740000.0,62200000.0,62200000.0,3159904000.0,183015000.0,2976889000.0,4044089000.0,3227550000.0,3227550000.0,95008000.0,95008000.0,380773000.0,340758000.0,227495000.0,113263000.0,113263000.0,13252796000.0,5379703000.0,14956000.0,29932000.0,415550000.0,9567000.0,22441000.0,271122000.0,271122000.0,3152926000.0,312882000.0,2840044000.0,1472776000.0,-1191926000.0,2664702000.0,202888000.0,254659000.0,1405958000.0,720220000.0,80977000.0,0.0,7873093000.0,262880000.0,191966000.0,,1089286000.0,1089286000.0,,,6328961000.0,4885310000.0,1443651000.0,2023-04-30,,
262000000.0,262000000.0,1542155000.0,3268793000.0,3143915000.0,9252398000.0,4199735000.0,3143915000.0,290948000.0,6274553000.0,9252398000.0,6274553000.0,6274553000.0,-6780000.0,-6780000.0,323695000.0,-3032538000.0,9637303000.0,263000.0,263000.0,,7460762000.0,3278803000.0,48357000.0,60463000.0,60463000.0,3169983000.0,192138000.0,2977845000.0,4181959000.0,3308998000.0,3308998000.0,98810000.0,98810000.0,425911000.0,348240000.0,259426000.0,88814000.0,88814000.0,13735315000.0,5353621000.0,11036000.0,26245000.0,425546000.0,9859000.0,14676000.0,261506000.0,261506000.0,3130638000.0,290594000.0,2840044000.0,1483974000.0,-1228699000.0,2712673000.0,212576000.0,262140000.0,1435374000.0,721589000.0,80994000.0,0.0,8381694000.0,254990000.0,198677000.0,,1270936000.0,1270936000.0,,,6657091000.0,5221401000.0,1435690000.0,2023-07-31,,
263000000.0,263000000.0,1414861000.0,3275968000.0,3502036000.0,9603717000.0,4544773000.0,3502036000.0,297168000.0,6624917000.0,9603717000.0,6624917000.0,6624917000.0,33207000.0,33207000.0,471481000.0,-2918829000.0,9981756000.0,264000.0,264000.0,,7301016000.0,3271626000.0,31835000.0,62148000.0,62148000.0,3177643000.0,198843000.0,2978800000.0,4029390000.0,3196648000.0,3196648000.0,98325000.0,98325000.0,420178000.0,314239000.0,234906000.0,79333000.0,79333000.0,13925933000.0,5351770000.0,6445000.0,22501000.0,439380000.0,7105000.0,37725000.0,250311000.0,250311000.0,3122881000.0,276417000.0,2846464000.0,1472527000.0,-1255124000.0,2727651000.0,216138000.0,265963000.0,1441319000.0,723164000.0,81067000.0,0.0,8574163000.0,261795000.0,207566000.0,,1224818000.0,1224818000.0,,,6879984000.0,5316045000.0,1563939000.0,2023-10-31,,
263862000.0,266864000.0,968000000.0,3296000000.0,4977000000.0,11062000000.0,4884000000.0,4977000000.0,316000000.0,8082000000.0,11062000000.0,8082000000.0,8082000000.0,21000000.0,21000000.0,608000000.0,-1731000000.0,10400000000.0,0.0,0.0,0.0,8370000000.0,3315000000.0,38000000.0,70000000.0,70000000.0,3207000000.0,227000000.0,2980000000.0,5055000000.0,4057000000.0,4057000000.0,89000000.0,89000000.0,544000000.0,365000000.0,287000000.0,78000000.0,78000000.0,16452000000.0,6513000000.0,6000000.0,22000000.0,1574000000.0,1065000000.0,14000000.0,248000000.0,248000000.0,3105000000.0,259000000.0,2846000000.0,1523000000.0,-1272000000.0,2795000000.0,213000000.0,289000000.0,1486000000.0,726000000.0,81000000.0,0.0,9939000000.0,255000000.0,232000000.0,,1639000000.0,1639000000.0,-11000000.0,1650000000.0,7813000000.0,5801000000.0,2012000000.0,2024-01-31,3002000.0,21000000.0
