free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,amortization_of_securities,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
349303000.0,0.0,-1149622000.0,0.0,-59365000.0,56567000.0,2093000.0,1587655000.0,2497043000.0,-920000.0,-908468000.0,-1149073000.0,-1149073000.0,-161000.0,710000.0,0.0,0.0,-1149622000.0,-1149622000.0,-1149622000.0,0.0,-168063000.0,-168063000.0,-108517000.0,2205648000.0,-2314165000.0,-181000.0,-181000.0,0.0,0.0,-700000.0,-700000.0,-58665000.0,408668000.0,408668000.0,9732000.0,-119765000.0,65177000.0,47061000.0,18116000.0,18116000.0,2435000.0,61885000.0,84561000.0,314196000.0,-13121000.0,91854000.0,91854000.0,-3833000.0,-3833000.0,-74721000.0,2022-10-31
620913000.0,,0.0,0.0,-73539000.0,2000.0,78706000.0,1895240000.0,1587655000.0,1155000.0,306430000.0,-7895000.0,-7895000.0,-201000.0,66972000.0,,,0.0,0.0,0.0,0.0,-380127000.0,-380127000.0,-302798000.0,1232158000.0,-1534956000.0,-3790000.0,-3790000.0,0.0,0.0,0.0,0.0,-73539000.0,694452000.0,694452000.0,283485000.0,625115000.0,159601000.0,94712000.0,64889000.0,64889000.0,17377000.0,-518608000.0,75755000.0,360913000.0,,89962000.0,89962000.0,10034000.0,10034000.0,-125697000.0,2023-01-31
209040000.0,,0.0,0.0,-68276000.0,55129000.0,10751000.0,1456291000.0,1895240000.0,-129000.0,-438820000.0,-3160000.0,-3160000.0,-260000.0,-2900000.0,,,0.0,0.0,0.0,0.0,-712976000.0,-712976000.0,-644378000.0,1254012000.0,-1898390000.0,-322000.0,-322000.0,,,-9500000.0,-9500000.0,-58776000.0,277316000.0,277316000.0,-206036000.0,-378915000.0,-281624000.0,-223314000.0,-58310000.0,-58310000.0,-18812000.0,473315000.0,35174000.0,369460000.0,,70441000.0,70441000.0,8141000.0,8141000.0,136000.0,2023-04-30
361511000.0,-138647000.0,0.0,0.0,-63753000.0,0.0,21042000.0,1447834000.0,1456291000.0,218000.0,-8675000.0,-48596000.0,-48596000.0,-145000.0,90196000.0,-138647000.0,-138647000.0,0.0,0.0,0.0,0.0,-385343000.0,-385343000.0,-320224000.0,1265108000.0,-1585332000.0,-1366000.0,-1366000.0,,,0.0,0.0,-63753000.0,425264000.0,425264000.0,-108363000.0,11091000.0,38486000.0,36003000.0,2483000.0,2483000.0,25447000.0,-183387000.0,32505000.0,351912000.0,,71415000.0,71415000.0,-865000.0,-865000.0,78660000.0,2023-07-31
391551000.0,-144686000.0,0.0,0.0,-59224000.0,55125000.0,3214000.0,1576255000.0,1447834000.0,-787000.0,129208000.0,-149558000.0,-149558000.0,-69000.0,-4803000.0,-144686000.0,-144686000.0,0.0,0.0,0.0,0.0,-172009000.0,-172009000.0,-102844000.0,1170020000.0,-1272864000.0,-1424000.0,-1424000.0,-8517000.0,-8517000.0,-700000.0,-700000.0,-58524000.0,450775000.0,450775000.0,-119781000.0,-190460000.0,-38684000.0,-32159000.0,-6525000.0,-6525000.0,71644000.0,37719000.0,68867000.0,349257000.0,-39379000.0,68614000.0,68614000.0,9488000.0,9488000.0,113709000.0,2023-10-31
948898000.0,-139667000.0,0.0,0.0,-46747000.0,-254000.0,3993000.0,2024000000.0,1576255000.0,-302000.0,448287000.0,-66686000.0,-66686000.0,,72507000.0,-139667000.0,-139667000.0,0.0,0.0,0.0,0.0,-480672000.0,-480672000.0,-433554000.0,975860000.0,-1409414000.0,-888000.0,-888000.0,517000.0,517000.0,200000.0,200000.0,-46947000.0,995645000.0,995645000.0,400180000.0,709284000.0,114822000.0,124470000.0,-9648000.0,-9648000.0,-9279000.0,-414647000.0,83653000.0,345371000.0,-37820000.0,71530000.0,71530000.0,2236000.0,2236000.0,1188495000.0,2024-01-31
