free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-13336529000000.0,-2169458000000.0,14925608000000.0,-3518213000000.0,3234780000000.0,5873363000000.0,-126328000000.0,-2512255000000.0,12760767000000.0,12760767000000.0,13083000000.0,-8466000000.0,-8466000000.0,12756150000000.0,1924395000000.0,1924395000000.0,10831755000000.0,-2169458000000.0,13001213000000.0,-5454706000000.0,-5454706000000.0,-79598000000.0,-2113250000000.0,338635000000.0,-2451885000000.0,-18280000000.0,14296000000.0,-32576000000.0,-24633000000.0,164000000.0,-24797000000.0,-3219460000000.0,273956000000.0,-3493416000000.0,-9818316000000.0,-9818316000000.0,-55820000000.0,80909000000.0,-773379000000.0,101547000000.0,-656003000000.0,1758412000000.0,-210540000000.0,-533574000000.0,624090000000.0,-159983000000.0,784073000000.0,611297000000.0,-372286000000.0,-1922105000000.0,-1887759000000.0,732897000000.0,15649000000.0,,-60548000000.0,-3019815000000.0,-3019815000000.0,3053362000000.0,3053362000000.0,39053000000.0,39053000000.0,3014309000000.0,-443338000000.0,129560000000.0,-388832000000.0,1907117000000.0,-2142170000000.0,51706000000.0,-719000000.0,-7783151000000.0,2022-12-31
-6918920000000.0,-2032425000000.0,9998430000000.0,-3468928000000.0,3095568000000.0,3234780000000.0,23100000000.0,-162312000000.0,5057623000000.0,5057623000000.0,-8796000000.0,-2553000000.0,-2553000000.0,5066419000000.0,-2899586000000.0,,7966005000000.0,-2032425000000.0,9998430000000.0,-1769943000000.0,-1769943000000.0,-107729000000.0,2047009000000.0,2856077000000.0,-809068000000.0,-323222000000.0,1196000000.0,-324418000000.0,-28582000000.0,1000000.0,-28583000000.0,-3357419000000.0,82926000000.0,-3440345000000.0,-3449992000000.0,-3449992000000.0,-204919000000.0,73938000000.0,-1044659000000.0,100787000000.0,450347000000.0,170739000000.0,654220000000.0,-82259000000.0,-1362257000000.0,16496000000.0,-1378753000000.0,-408581000000.0,-200121000000.0,1270025000000.0,1059311000000.0,833078000000.0,-16721000000.0,,4101000000.0,-1943614000000.0,-1943614000000.0,3249384000000.0,3249384000000.0,41410000000.0,41410000000.0,3207974000000.0,-40481000000.0,87019000000.0,-231911000000.0,-398105000000.0,461077000000.0,50912000000.0,-9473000000.0,-4911233000000.0,2023-03-31
-5202550000000.0,-3565476000000.0,6240297000000.0,-3841238000000.0,2850902000000.0,3095568000000.0,-3298000000.0,-241368000000.0,4828190000000.0,4828190000000.0,12797000000.0,-42407000000.0,-42407000000.0,4855247000000.0,2180426000000.0,,2674821000000.0,-3565476000000.0,6240297000000.0,-3708246000000.0,-3708246000000.0,-22734000000.0,55735000000.0,669577000000.0,-613842000000.0,6191000000.0,242000000.0,5949000000.0,-29901000000.0,19000000.0,-29920000000.0,-3717537000000.0,93781000000.0,-3811318000000.0,-1361312000000.0,-1361312000000.0,-227672000000.0,69668000000.0,-1086735000000.0,256894000000.0,-2390111000000.0,-1063757000000.0,95969000000.0,168287000000.0,-1142898000000.0,200844000000.0,-1343742000000.0,-2198118000000.0,355676000000.0,-803388000000.0,-772485000000.0,897306000000.0,1903000000.0,,38125000000.0,-1050714000000.0,-1050714000000.0,3249942000000.0,3249942000000.0,42926000000.0,42926000000.0,3207016000000.0,-168183000000.0,87708000000.0,-237155000000.0,-185189000000.0,112433000000.0,60961000000.0,-6941000000.0,-1904351000000.0,2023-06-30
1212504000000.0,-5031256000000.0,6324493000000.0,-2962075000000.0,4494474000000.0,2850902000000.0,75342000000.0,1568230000000.0,2059957000000.0,2059957000000.0,50618000000.0,-3058000000.0,-3058000000.0,2012397000000.0,1620552000000.0,,391845000000.0,-5031256000000.0,5423101000000.0,-4666306000000.0,-4666306000000.0,59913000000.0,-1773015000000.0,-219935000000.0,-1553080000000.0,-26873000000.0,3935000000.0,-30808000000.0,9388000000.0,2000000.0,9386000000.0,-2935719000000.0,35742000000.0,-2971461000000.0,4174579000000.0,4174579000000.0,-75533000000.0,124486000000.0,-1012443000000.0,17135000000.0,-599212000000.0,-211519000000.0,720417000000.0,-65571000000.0,-945150000000.0,-508439000000.0,-436711000000.0,-462983000000.0,328360000000.0,-425749000000.0,-504638000000.0,1165157000000.0,-8809000000.0,-47385000000.0,11827000000.0,414058000000.0,414058000000.0,3344423000000.0,3344423000000.0,38950000000.0,38950000000.0,3305473000000.0,7590000000.0,88096000000.0,-113482000000.0,-417089000000.0,400711000000.0,49447000000.0,-93000000.0,833285000000.0,2023-09-30
