ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,inventory,inventories_adjustments_allowances,other_inventories,finished_goods,work_in_process,raw_materials,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
641964077.0,641964077.0,12185396000000.0,19583319000000.0,39488639000000.0,55965572000000.0,-14768032000000.0,39488639000000.0,4163143000000.0,40545396000000.0,43507719000000.0,42000256000000.0,1454860000000.0,40545396000000.0,13294973000000.0,496976000000.0,496976000000.0,21431300000000.0,2112327000000.0,3209820000000.0,3209820000000.0,192804738000000.0,148286161000000.0,95364678000000.0,387757000000.0,828721000000.0,6351000000.0,2085865000000.0,16736718000000.0,10279615000000.0,6457103000000.0,6511429000000.0,3549106000000.0,2962323000000.0,26364642000000.0,44518577000000.0,16224289000000.0,789014000000.0,789014000000.0,13071890000000.0,614037000000.0,12457853000000.0,9302881000000.0,154972000000.0,3000000000000.0,2427051000000.0,12006333000000.0,1605118000000.0,10401215000000.0,2232725000000.0,1812000000.0,636821000000.0,429604000000.0,7529857000000.0,234804994000000.0,205054449000000.0,103879000000.0,198626000000.0,205255000000.0,10934375000000.0,10934375000000.0,2153080000000.0,955017000000.0,11373866000000.0,2381818000000.0,2080697000000.0,301121000000.0,8992048000000.0,3147584000000.0,5844464000000.0,208286000000.0,1056757000000.0,956664000000.0,100093000000.0,177865308000000.0,-123036727000000.0,300902035000000.0,27928340000000.0,120281644000000.0,113219291000000.0,24315680000000.0,15157080000000.0,0.0,29750545000000.0,1217741000000.0,289603000000.0,44748000000.0,814360000000.0,9930732000000.0,,2369934000000.0,53586000000.0,172014000000.0,7335198000000.0,10221209000000.0,,670539000000.0,46619000000.0,9504051000000.0,-196829000000.0,9700880000000.0,7232152000000.0,3997372000000.0,3234780000000.0,1307419000000.0,1927361000000.0,2022-12-31
641964077.0,641964077.0,,4106132000000.0,34418112000000.0,35519351000000.0,-16877119000000.0,34418112000000.0,4106132000000.0,35519351000000.0,35519351000000.0,36967714000000.0,1448363000000.0,35519351000000.0,13294972000000.0,570890000000.0,570890000000.0,16331355000000.0,2112314000000.0,3209820000000.0,3209820000000.0,197947314000000.0,154543849000000.0,104922047000000.0,,1018972000000.0,6067000000.0,2111015000000.0,16646506000000.0,10336212000000.0,6310294000000.0,3436984000000.0,3436984000000.0,,26402258000000.0,43403465000000.0,28537207000000.0,756497000000.0,756497000000.0,669148000000.0,669148000000.0,,,,,2716292000000.0,10724321000000.0,1651273000000.0,9073048000000.0,1437943000000.0,44647000000.0,812510000000.0,354553000000.0,6777948000000.0,234915028000000.0,208388682000000.0,43447000000.0,130546000000.0,691449000000.0,12872900000000.0,12872900000000.0,1785561000000.0,,13168563000000.0,3534510000000.0,,,9634053000000.0,3291845000000.0,6342208000000.0,165249000000.0,1101239000000.0,975714000000.0,125525000000.0,178429728000000.0,-125832334000000.0,304262062000000.0,28689319000000.0,121267188000000.0,114591818000000.0,24488057000000.0,15225680000000.0,0.0,26526346000000.0,1230101000000.0,,44748000000.0,939630000000.0,9825152000000.0,-1482000000.0,1900931000000.0,17748000000.0,203186000000.0,7704769000000.0,9073548000000.0,-3526000000.0,560639000000.0,56852000000.0,8459583000000.0,-193790000000.0,8653373000000.0,5413167000000.0,2317599000000.0,3095568000000.0,715024000000.0,2380544000000.0,2023-03-31
641964077.0,641964077.0,13973923000000.0,20876886000000.0,32586192000000.0,50548029000000.0,-21958757000000.0,32586192000000.0,4052061000000.0,33723204000000.0,36750880000000.0,35072888000000.0,1349684000000.0,33723204000000.0,13294972000000.0,632873000000.0,632873000000.0,14457365000000.0,2128174000000.0,3209820000000.0,3209820000000.0,201350005000000.0,153182624000000.0,100622633000000.0,275911000000.0,942674000000.0,5694000000.0,2117352000000.0,16219671000000.0,10414469000000.0,5805202000000.0,6485819000000.0,3458143000000.0,3027676000000.0,26512870000000.0,48167381000000.0,20934997000000.0,757508000000.0,757508000000.0,14391067000000.0,593918000000.0,13797149000000.0,13797149000000.0,,,2503846000000.0,9579963000000.0,1985213000000.0,7594750000000.0,2168256000000.0,1949000000.0,631435000000.0,188683000000.0,4793110000000.0,236422893000000.0,210214269000000.0,44785000000.0,118342000000.0,667895000000.0,13461557000000.0,13461557000000.0,1802107000000.0,898446000000.0,12376318000000.0,2617926000000.0,2097979000000.0,519947000000.0,9758392000000.0,3486439000000.0,6271953000000.0,176301000000.0,1137012000000.0,1011487000000.0,125525000000.0,179531506000000.0,-128740918000000.0,308272424000000.0,30842891000000.0,121905603000000.0,115645282000000.0,24609650000000.0,15268998000000.0,0.0,26208624000000.0,831877000000.0,392080000000.0,44748000000.0,1154013000000.0,9408172000000.0,-1399000000.0,1562288000000.0,64832000000.0,191160000000.0,7591291000000.0,9679591000000.0,-4091000000.0,424619000000.0,61549000000.0,9197514000000.0,-207993000000.0,9405507000000.0,4698143000000.0,1847241000000.0,2850902000000.0,709692000000.0,2141210000000.0,2023-06-30
641964077.0,641964077.0,14414541000000.0,22921599000000.0,33733147000000.0,53703752000000.0,-22546754000000.0,33733147000000.0,4012584000000.0,34794737000000.0,38064540000000.0,36181463000000.0,1386726000000.0,34794737000000.0,13294972000000.0,837652000000.0,837652000000.0,15324704000000.0,2127589000000.0,3209820000000.0,3209820000000.0,204062845000000.0,152540846000000.0,99184558000000.0,220268000000.0,869592000000.0,8477000000.0,2094017000000.0,16915595000000.0,10640242000000.0,6275353000000.0,6686105000000.0,3416302000000.0,3269803000000.0,26562234000000.0,51521999000000.0,23313217000000.0,774181000000.0,774181000000.0,16235494000000.0,596282000000.0,15639212000000.0,15639212000000.0,,,2164724000000.0,9034383000000.0,1737469000000.0,7296914000000.0,1964294000000.0,1932000000.0,934658000000.0,400575000000.0,4396030000000.0,240244308000000.0,211269063000000.0,53508000000.0,124027000000.0,647406000000.0,13701209000000.0,13701209000000.0,1813017000000.0,1206631000000.0,12757900000000.0,2680341000000.0,2186769000000.0,493572000000.0,10077559000000.0,3693089000000.0,6384470000000.0,186320000000.0,1061590000000.0,936065000000.0,125525000000.0,179717455000000.0,-131668196000000.0,311385651000000.0,30895616000000.0,123185067000000.0,117045963000000.0,24956070000000.0,15302935000000.0,0.0,28975245000000.0,394444000000.0,255416000000.0,45648000000.0,1137691000000.0,8618419000000.0,-1399000000.0,915805000000.0,48448000000.0,192042000000.0,7463523000000.0,10393806000000.0,-3480000000.0,488032000000.0,64417000000.0,9844837000000.0,-217058000000.0,10061895000000.0,8129821000000.0,3635347000000.0,4494474000000.0,1518587000000.0,2975887000000.0,2023-09-30
