tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
57716301493.497246,0.279536,-7063485000000.0,206472000000.0,206472000000.0,-7771418000000.0,3053362000000.0,26469806000000.0,-6857013000000.0,-9910375000000.0,-802531000000.0,892591000000.0,112332000000.0,-7920173698506.503,-7771418000000.0,29481855000000.0,11898000000.0,-10406320000000.0,1283928154.0,1283928154.0,-6055.634792,-6055.634792,-7771418000000.0,-7771418000000.0,-7771418000000.0,11733000000.0,-7783151000000.0,-7783151000000.0,-3019815000000.0,-10802966000000.0,700459000000.0,105155000000.0,-58893000000.0,-15502000000.0,719000000.0,113834000000.0,27550000000.0,-97274000000.0,388832000000.0,265365000000.0,-802531000000.0,22272000000.0,892591000000.0,112332000000.0,-10700894000000.0,58127000000.0,-779703000000.0,55740000000.0,4518000000.0,99440000000.0,99440000000.0,21469000000.0,21469000000.0,77971000000.0,678084000000.0,143492000000.0,534592000000.0,126473000000.0,5683000000.0,11898000000.0,390538000000.0,-10642767000000.0,29423728000000.0,18780961000000.0,18780961000000.0,2022-12-31
-21050759295.13817,0.283539,-2483142000000.0,-74243000000.0,-74243000000.0,-4946503000000.0,3249384000000.0,23915933000000.0,-2557385000000.0,-5806769000000.0,-944952000000.0,1048078000000.0,102946000000.0,-4893310759295.138,-4946503000000.0,27763138000000.0,10682000000.0,-6177559000000.0,1283928154.0,1283928154.0,-3852.5,-3852.5,-4946503000000.0,-4946503000000.0,-4946503000000.0,-35270000000.0,-4911233000000.0,-4911233000000.0,-1943614000000.0,-6854847000000.0,259221000000.0,101553000000.0,578000000.0,-4794000000.0,9473000000.0,10129000000.0,1797000000.0,2304000000.0,231911000000.0,-74821000000.0,-944952000000.0,-180000000.0,1048078000000.0,102946000000.0,-6169116000000.0,683144000000.0,18466000000.0,17285000000.0,,85323000000.0,85323000000.0,21010000000.0,21010000000.0,64313000000.0,562070000000.0,119295000000.0,442775000000.0,88856000000.0,8060000000.0,10682000000.0,335177000000.0,-5485972000000.0,27079994000000.0,21594022000000.0,21594022000000.0,2023-03-31
1466344914.917269,0.355564,1399888000000.0,4124000000.0,4124000000.0,-1902784000000.0,3249942000000.0,18007981000000.0,1404012000000.0,-1845930000000.0,-1007501000000.0,1109135000000.0,100961000000.0,-1905441655085.0828,-1902784000000.0,21855234000000.0,9878000000.0,-2272398000000.0,1283928154.0,1283928154.0,-1482.0,-1482.0,-1902784000000.0,-1902784000000.0,-1902784000000.0,1567000000.0,-1904351000000.0,-1904351000000.0,-1050714000000.0,-2955065000000.0,285175000000.0,43896000000.0,-46923000000.0,-15739000000.0,6941000000.0,91295000000.0,33979000000.0,4146000000.0,237155000000.0,51047000000.0,-1007501000000.0,-673000000.0,1109135000000.0,100961000000.0,-2232739000000.0,686171000000.0,22667000000.0,74123000000.0,,88860000000.0,88860000000.0,23686000000.0,23686000000.0,65174000000.0,500521000000.0,108859000000.0,391662000000.0,90247000000.0,6389000000.0,9878000000.0,285148000000.0,-1546568000000.0,21169063000000.0,19622495000000.0,19622495000000.0,2023-06-30
0.0,0.331952,5744983000000.0,,,793947000000.0,3344423000000.0,,5744983000000.0,2400560000000.0,,1153217000000.0,107464000000.0,793947000000.0,793947000000.0,,13919000000.0,1996572000000.0,1283928154.0,1283928154.0,618.5,618.5,793947000000.0,793947000000.0,793947000000.0,-39338000000.0,833285000000.0,833285000000.0,414058000000.0,1247343000000.0,,,,7882000000.0,93000000.0,,12314000000.0,0.0,113482000000.0,,,,1153217000000.0,107464000000.0,1996572000000.0,,,7567000000.0,-487000000.0,,,22444000000.0,22444000000.0,57740000000.0,,125150000000.0,,,3710000000.0,13919000000.0,,,,24469974000000.0,24469974000000.0,2023-09-30
