tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
6300578.034682,0.252023,1669000000.0,25000000.0,25000000.0,613000000.0,654000000.0,10082000000.0,1694000000.0,1040000000.0,-107000000.0,175000000.0,68000000.0,594300578.034682,613000000.0,11347000000.0,713000000.0,709200000.0,0.85,0.86,610000000.0,610000000.0,3000000.0,613000000.0,-34000000.0,647000000.0,647000000.0,218000000.0,865000000.0,460000000.0,478000000.0,96000000.0,25000000.0,-3000000.0,,-68000000.0,-43000000.0,-71000000.0,-107000000.0,175000000.0,68000000.0,512000000.0,691000000.0,80000000.0,80000000.0,80000000.0,80000000.0,225000000.0,386000000.0,1203000000.0,10656000000.0,11859000000.0,11859000000.0,2022-12-31
-230104000.0,0.392,1300000000.0,-587000000.0,-587000000.0,-93000000.0,648000000.0,10062000000.0,713000000.0,65000000.0,-109000000.0,185000000.0,76000000.0,263896000.0,-93000000.0,11352000000.0,708200000.0,708200000.0,-0.13,-0.13,-96000000.0,-96000000.0,3000000.0,-93000000.0,-20000000.0,-73000000.0,-73000000.0,-47000000.0,-120000000.0,-510000000.0,125000000.0,-485000000.0,65000000.0,-9000000.0,18000000.0,541000000.0,-48000000.0,-102000000.0,-109000000.0,185000000.0,76000000.0,499000000.0,723000000.0,81000000.0,81000000.0,81000000.0,81000000.0,214000000.0,428000000.0,1222000000.0,10629000000.0,11851000000.0,11851000000.0,2023-03-31
-2360000.0,0.295,1540000000.0,-8000000.0,-8000000.0,485000000.0,649000000.0,9307000000.0,1532000000.0,883000000.0,-106000000.0,172000000.0,66000000.0,490640000.0,485000000.0,10569000000.0,709900000.0,707000000.0,0.68,0.68,482000000.0,482000000.0,3000000.0,485000000.0,-16000000.0,501000000.0,501000000.0,210000000.0,711000000.0,-34000000.0,31000000.0,-8000000.0,,,,8000000.0,-57000000.0,,-106000000.0,172000000.0,66000000.0,851000000.0,694000000.0,81000000.0,81000000.0,81000000.0,81000000.0,205000000.0,408000000.0,1545000000.0,9875000000.0,11420000000.0,11420000000.0,2023-06-30
-3888000.0,0.216,1284000000.0,-18000000.0,-18000000.0,302000000.0,657000000.0,9016000000.0,1266000000.0,609000000.0,-148000000.0,192000000.0,44000000.0,316112000.0,302000000.0,10250000000.0,707500000.0,704000000.0,0.42,0.43,300000000.0,300000000.0,2000000.0,302000000.0,-25000000.0,327000000.0,327000000.0,90000000.0,417000000.0,85000000.0,110000000.0,21000000.0,0.0,-21000000.0,0.0,0.0,-7000000.0,-39000000.0,-148000000.0,192000000.0,44000000.0,480000000.0,658000000.0,81000000.0,81000000.0,81000000.0,81000000.0,197000000.0,380000000.0,1138000000.0,9592000000.0,10730000000.0,10730000000.0,2023-09-30
-13230000.0,0.21,565000000.0,-63000000.0,-63000000.0,-105000000.0,657000000.0,9070000000.0,502000000.0,-155000000.0,-154000000.0,197000000.0,43000000.0,-55230000.0,-105000000.0,10351000000.0,703600000.0,703600000.0,-0.15,-0.15,-108000000.0,-108000000.0,3000000.0,-105000000.0,-10000000.0,-95000000.0,-95000000.0,-257000000.0,-352000000.0,-468000000.0,-398000000.0,41000000.0,6000000.0,-14000000.0,0.0,-21000000.0,-7000000.0,-104000000.0,-154000000.0,197000000.0,43000000.0,270000000.0,705000000.0,81000000.0,81000000.0,81000000.0,81000000.0,213000000.0,411000000.0,975000000.0,9646000000.0,10621000000.0,10621000000.0,2023-12-31
-23600000.0,0.4,1427000000.0,-59000000.0,-59000000.0,516000000.0,720000000.0,8849000000.0,1368000000.0,648000000.0,-134000000.0,199000000.0,65000000.0,551400000.0,516000000.0,10215000000.0,70550000000.0,704500000.0,0.73,0.73,516000000.0,516000000.0,,516000000.0,-22000000.0,538000000.0,538000000.0,-89000000.0,449000000.0,33000000.0,75000000.0,-36000000.0,9000000.0,,0.0,45000000.0,17000000.0,-23000000.0,-134000000.0,199000000.0,65000000.0,550000000.0,727000000.0,81000000.0,81000000.0,81000000.0,81000000.0,204000000.0,442000000.0,1277000000.0,9488000000.0,10765000000.0,10765000000.0,2024-03-31
