tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_business
6388929.351784,0.07429,1672000000.0,86000000.0,86000000.0,1271000000.0,219000000.0,1146000000.0,1758000000.0,1539000000.0,-166000000.0,166000000.0,1191388929.351784,1271000000.0,1558000000.0,43000000.0,989000000.0,933200000.0,930300000.0,1.36,1.37,1271000000.0,1271000000.0,1271000000.0,,1271000000.0,1271000000.0,102000000.0,1373000000.0,635000000.0,102000000.0,85000000.0,11000000.0,29000000.0,0.0,447000000.0,,-166000000.0,166000000.0,904000000.0,412000000.0,848000000.0,30000000.0,,,,1316000000.0,1146000000.0,2462000000.0,2462000000.0,2022-12-31,
169000.0,0.169,1341000000.0,1000000.0,1000000.0,800000000.0,225000000.0,1091000000.0,1342000000.0,1117000000.0,-154000000.0,154000000.0,799169000.0,800000000.0,1352000000.0,30000000.0,829000000.0,933500000.0,930700000.0,0.86,0.86,800000000.0,800000000.0,800000000.0,,800000000.0,800000000.0,163000000.0,963000000.0,203000000.0,-2000000.0,1000000.0,1000000.0,30000000.0,,204000000.0,,-154000000.0,154000000.0,914000000.0,261000000.0,311000000.0,36000000.0,-86000000.0,-86000000.0,-86000000.0,1175000000.0,1091000000.0,2266000000.0,2266000000.0,2023-03-31,
-2870000000.0,0.4,1442000000.0,-7175000000.0,-7175000000.0,1324000000.0,410000000.0,1644000000.0,-5733000000.0,-6143000000.0,-204000000.0,204000000.0,5629000000.0,1324000000.0,2148000000.0,80000000.0,944000000.0,933800000.0,931200000.0,1.42,1.42,1324000000.0,1324000000.0,1324000000.0,-1000000.0,1325000000.0,1325000000.0,-7672000000.0,-6347000000.0,-7170000000.0,-21000000.0,-7175000000.0,0.0,,7175000000.0,26000000.0,-7175000000.0,-204000000.0,204000000.0,1026000000.0,504000000.0,550000000.0,37000000.0,-83000000.0,-83000000.0,-83000000.0,1530000000.0,1644000000.0,3174000000.0,3174000000.0,2023-06-30,
0.0,0.248555,1696000000.0,0.0,0.0,780000000.0,451000000.0,1660000000.0,1696000000.0,1245000000.0,-207000000.0,207000000.0,780000000.0,780000000.0,2166000000.0,91000000.0,1173000000.0,933900000.0,931500000.0,0.84,0.84,780000000.0,780000000.0,780000000.0,0.0,780000000.0,780000000.0,258000000.0,1038000000.0,72000000.0,72000000.0,0.0,0.0,,0.0,0.0,,-207000000.0,207000000.0,1173000000.0,506000000.0,473000000.0,33000000.0,-85000000.0,-85000000.0,-85000000.0,1679000000.0,1660000000.0,3339000000.0,3339000000.0,2023-09-30,
-6593194.122196,0.212684,1987000000.0,-31000000.0,-31000000.0,1023000000.0,457000000.0,1784000000.0,1956000000.0,1499000000.0,-206000000.0,206000000.0,1047406805.877804,1023000000.0,2336000000.0,76000000.0,1442000000.0,933800000.0,931800000.0,1.1,1.1,1023000000.0,1023000000.0,1023000000.0,5000000.0,1018000000.0,1018000000.0,275000000.0,1293000000.0,59000000.0,90000000.0,-4000000.0,2000000.0,,,0.0,,-206000000.0,206000000.0,1440000000.0,552000000.0,519000000.0,33000000.0,,,,1992000000.0,1784000000.0,3776000000.0,3776000000.0,2023-12-31,0.0
0.0,0.2509,1706000000.0,,,775000000.0,467000000.0,1791000000.0,1706000000.0,1239000000.0,-206000000.0,206000000.0,775000000.0,775000000.0,2283000000.0,82000000.0,1149000000.0,934400000.0,932400000.0,0.83,0.83,775000000.0,775000000.0,775000000.0,1000000.0,774000000.0,774000000.0,259000000.0,1033000000.0,2000000.0,2000000.0,,,,,0.0,,-206000000.0,206000000.0,1237000000.0,492000000.0,580000000.0,,-88000000.0,-88000000.0,-88000000.0,1729000000.0,1791000000.0,3520000000.0,3520000000.0,2024-03-31,
