ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,investments_and_advances,other_investments,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,buildings_and_improvements,current_assets,other_current_assets,restricted_cash,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,other_current_liabilities,investmentsin_subsidiariesat_cost,land_and_improvements,properties
930500000.0,930500000.0,19200000000.0,19921000000.0,38500000000.0,58537000000.0,-1324000000.0,38500000000.0,270000000.0,38886000000.0,57027000000.0,38886000000.0,,38886000000.0,91000000.0,91000000.0,13201000000.0,78000000.0,25516000000.0,25516000000.0,34609000000.0,31396000000.0,68000000.0,663000000.0,538000000.0,12251000000.0,54000000.0,12197000000.0,18343000000.0,202000000.0,18141000000.0,71000000.0,3213000000.0,1578000000.0,68000000.0,1510000000.0,1510000000.0,84000000.0,53000000.0,1498000000.0,568000000.0,143000000.0,930000000.0,73000000.0,177000000.0,177000000.0,503000000.0,73495000000.0,71606000000.0,153000000.0,3101000000.0,45314000000.0,223000000.0,45091000000.0,45091000000.0,386000000.0,42000000.0,344000000.0,22652000000.0,-9295000000.0,31947000000.0,30878000000.0,1069000000.0,1889000000.0,138000000.0,0.0,284000000.0,1016000000.0,1016000000.0,-41000000.0,1057000000.0,451000000.0,,451000000.0,2022-12-31,,,,,
930871358.0,930871358.0,18872000000.0,19162000000.0,39135000000.0,58682000000.0,-898000000.0,39135000000.0,,39520000000.0,57586000000.0,39520000000.0,,39520000000.0,74000000.0,74000000.0,13824000000.0,84000000.0,25538000000.0,25538000000.0,33982000000.0,31304000000.0,484000000.0,537000000.0,537000000.0,12217000000.0,,12217000000.0,18066000000.0,,18066000000.0,,2678000000.0,1096000000.0,,1096000000.0,,,,1582000000.0,,,,,,,,73502000000.0,71722000000.0,413000000.0,3186000000.0,45183000000.0,228000000.0,44955000000.0,44955000000.0,385000000.0,,,22555000000.0,,,,,1780000000.0,176000000.0,,285000000.0,1029000000.0,1029000000.0,-42000000.0,1071000000.0,290000000.0,,290000000.0,2023-03-31,,,,,
931400000.0,931400000.0,22937000000.0,23262000000.0,19386000000.0,63341000000.0,-1421000000.0,19386000000.0,,40079000000.0,61432000000.0,41004000000.0,925000000.0,40079000000.0,-544000000.0,-544000000.0,14972000000.0,88000000.0,25563000000.0,25563000000.0,38168000000.0,33829000000.0,834000000.0,562000000.0,562000000.0,11080000000.0,,11080000000.0,21353000000.0,,21353000000.0,,4339000000.0,1909000000.0,,1909000000.0,,,,2430000000.0,,,,,,,,79172000000.0,76254000000.0,585000000.0,3261000000.0,532000000.0,532000000.0,0.0,0.0,20693000000.0,3019000000.0,17674000000.0,51183000000.0,,,,,2918000000.0,292000000.0,,381000000.0,1656000000.0,1656000000.0,-70000000.0,1726000000.0,589000000.0,264000000.0,325000000.0,2023-06-30,,,,,
931700000.0,931700000.0,23252000000.0,23546000000.0,20102000000.0,64856000000.0,-1320000000.0,20102000000.0,,41310000000.0,63072000000.0,42255000000.0,945000000.0,41310000000.0,66000000.0,66000000.0,15575000000.0,90000000.0,25579000000.0,25579000000.0,38742000000.0,34353000000.0,799000000.0,568000000.0,568000000.0,11224000000.0,,11224000000.0,21762000000.0,,21762000000.0,,4389000000.0,1784000000.0,,1784000000.0,,,,2605000000.0,,,,,,,,80997000000.0,77928000000.0,568000000.0,3345000000.0,549000000.0,549000000.0,0.0,0.0,21208000000.0,3061000000.0,18147000000.0,52258000000.0,,,,,3069000000.0,252000000.0,,398000000.0,1852000000.0,1852000000.0,-78000000.0,1930000000.0,567000000.0,273000000.0,294000000.0,2023-09-30,,,,,
932100000.0,932100000.0,22030000000.0,22838000000.0,19027000000.0,63986000000.0,-2708000000.0,19027000000.0,344000000.0,41492000000.0,60843000000.0,42411000000.0,919000000.0,41492000000.0,-618000000.0,-618000000.0,16420000000.0,88000000.0,25602000000.0,25602000000.0,37491000000.0,31781000000.0,110000000.0,742000000.0,581000000.0,11136000000.0,84000000.0,11052000000.0,19593000000.0,242000000.0,19351000000.0,200000000.0,5710000000.0,3245000000.0,102000000.0,3143000000.0,3143000000.0,50000000.0,81000000.0,2274000000.0,1043000000.0,162000000.0,1231000000.0,119000000.0,177000000.0,255000000.0,680000000.0,79902000000.0,76900000000.0,235000000.0,3338000000.0,533000000.0,533000000.0,0.0,,22465000000.0,4736000000.0,17729000000.0,50329000000.0,-10024000000.0,60353000000.0,55134000000.0,1732000000.0,3002000000.0,251000000.0,,400000000.0,1887000000.0,1887000000.0,-89000000.0,1976000000.0,464000000.0,,464000000.0,2023-12-31,0.0,60000000.0,0.0,3487000000.0,
932546961.0,932546961.0,22209000000.0,22728000000.0,21565000000.0,65547000000.0,-3278000000.0,21565000000.0,,42819000000.0,61648000000.0,43761000000.0,942000000.0,42819000000.0,77000000.0,77000000.0,17018000000.0,95000000.0,25629000000.0,25629000000.0,37907000000.0,31483000000.0,832000000.0,583000000.0,583000000.0,11239000000.0,,11239000000.0,18829000000.0,,18829000000.0,,6424000000.0,3899000000.0,,3899000000.0,3899000000.0,,,2525000000.0,,,,,,,,81668000000.0,78522000000.0,587000000.0,3427000000.0,561000000.0,,,,21254000000.0,3026000000.0,18228000000.0,52693000000.0,,52693000000.0,,,3146000000.0,285000000.0,,399000000.0,1943000000.0,1943000000.0,-95000000.0,2038000000.0,519000000.0,,519000000.0,2024-03-31,0.0,,,,52693000000.0
