free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,dividend_received_cfo,change_in_working_capital,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
1181000000.0,-427000000.0,-298000000.0,14000000.0,-539000000.0,174000000.0,89000000.0,451000000.0,138000000.0,-1000000.0,314000000.0,-888000000.0,-888000000.0,,-177000000.0,,14000000.0,14000000.0,-725000000.0,-713000000.0,-415000000.0,-298000000.0,-12000000.0,-12000000.0,-518000000.0,-518000000.0,0.0,0.0,,0.0,-518000000.0,21000000.0,-539000000.0,1720000000.0,1720000000.0,,564000000.0,163000000.0,35000000.0,-15000000.0,-15000000.0,219000000.0,219000000.0,-517000000.0,-70000000.0,-447000000.0,0.0,1271000000.0,2022-12-31
476000000.0,-486000000.0,,18000000.0,-405000000.0,147000000.0,184000000.0,290000000.0,451000000.0,4000000.0,-165000000.0,-645000000.0,-645000000.0,,-177000000.0,,18000000.0,18000000.0,-486000000.0,0.0,,,-486000000.0,-486000000.0,-401000000.0,-401000000.0,,,,,-401000000.0,4000000.0,-405000000.0,881000000.0,881000000.0,,300000000.0,-140000000.0,-47000000.0,24000000.0,24000000.0,225000000.0,225000000.0,-281000000.0,-77000000.0,-204000000.0,,800000000.0,2023-03-31
256000000.0,-610000000.0,,19000000.0,-636000000.0,271000000.0,259000000.0,325000000.0,290000000.0,-7000000.0,42000000.0,-233000000.0,-233000000.0,-16000000.0,-176000000.0,-176000000.0,19000000.0,19000000.0,-60000000.0,550000000.0,,,-610000000.0,-610000000.0,-617000000.0,-617000000.0,-291000000.0,298000000.0,298000000.0,,-624000000.0,12000000.0,-636000000.0,892000000.0,892000000.0,,0.0,11000000.0,28000000.0,-7953000000.0,-7953000000.0,410000000.0,410000000.0,7071000000.0,-78000000.0,7149000000.0,,1325000000.0,2023-06-30
275000000.0,-12000000.0,,13000000.0,-752000000.0,152000000.0,205000000.0,294000000.0,325000000.0,8000000.0,-39000000.0,-324000000.0,-324000000.0,-1000000.0,-177000000.0,-177000000.0,13000000.0,13000000.0,-159000000.0,-147000000.0,,,-12000000.0,-12000000.0,-742000000.0,-742000000.0,-2000000.0,0.0,0.0,,-740000000.0,12000000.0,-752000000.0,1027000000.0,1027000000.0,-75000000.0,0.0,-67000000.0,11000000.0,3000000.0,3000000.0,451000000.0,451000000.0,-76000000.0,-76000000.0,0.0,,780000000.0,2023-09-30
631000000.0,-1287000000.0,,19000000.0,-705000000.0,255000000.0,258000000.0,464000000.0,294000000.0,-12000000.0,182000000.0,-753000000.0,-753000000.0,0.0,-177000000.0,-177000000.0,19000000.0,19000000.0,-595000000.0,692000000.0,,,-1287000000.0,-1287000000.0,-401000000.0,-401000000.0,275000000.0,0.0,0.0,,-676000000.0,29000000.0,-705000000.0,1336000000.0,1336000000.0,-60000000.0,0.0,-112000000.0,68000000.0,40000000.0,40000000.0,457000000.0,457000000.0,-75000000.0,-75000000.0,0.0,,1018000000.0,2023-12-31
484000000.0,-276000000.0,,22000000.0,-531000000.0,245000000.0,242000000.0,519000000.0,464000000.0,13000000.0,42000000.0,-431000000.0,-431000000.0,,-177000000.0,,22000000.0,22000000.0,-276000000.0,-205000000.0,-205000000.0,,-71000000.0,-71000000.0,-542000000.0,-542000000.0,-12000000.0,,,,-530000000.0,1000000.0,-531000000.0,1015000000.0,1015000000.0,,0.0,-103000000.0,1000000.0,17000000.0,17000000.0,467000000.0,467000000.0,-141000000.0,-76000000.0,0.0,-65000000.0,774000000.0,2024-03-31
