treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,minimum_pension_liabilities,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
11970001.0,181953498.0,193923499.0,1365455000.0,2811779000.0,500287000.0,5347213000.0,2892446000.0,500287000.0,57423000.0,2592857000.0,5347213000.0,2602487000.0,9630000.0,2592857000.0,90513000.0,46233000.0,52618000.0,-8338000.0,2499771000.0,2573000.0,2573000.0,5163336000.0,4103270000.0,520843000.0,,110807000.0,82287000.0,396860000.0,270353000.0,126507000.0,2811779000.0,57423000.0,2754356000.0,180694000.0,1060066000.0,1060066000.0,98535000.0,961531000.0,58563000.0,902968000.0,7765823000.0,3813311000.0,203382000.0,203382000.0,59534000.0,10447000.0,10447000.0,49087000.0,2092570000.0,1307388000.0,785182000.0,1457825000.0,-2740038000.0,4197863000.0,238614000.0,258673000.0,3070534000.0,498052000.0,131990000.0,0.0,3952512000.0,30417000.0,80233000.0,42908000.0,674662000.0,386773000.0,145459000.0,142430000.0,1728323000.0,95912000.0,1399997000.0,232414000.0,-25800000.0,258214000.0,1395969000.0,7068000.0,1388901000.0,2022-12-31
12287273.0,181636226.0,193923499.0,1199352000.0,2707513000.0,686369000.0,5441984000.0,3090748000.0,686369000.0,67024000.0,2801495000.0,5441984000.0,2807525000.0,6030000.0,2801495000.0,94284000.0,53674000.0,48948000.0,-8338000.0,2704638000.0,2573000.0,2573000.0,5214065000.0,4115070000.0,511678000.0,,102076000.0,79676000.0,528149000.0,398477000.0,129672000.0,2707513000.0,67024000.0,2640489000.0,185978000.0,1098995000.0,1098995000.0,93363000.0,1005632000.0,144896000.0,860736000.0,8021590000.0,3831847000.0,210739000.0,210739000.0,63674000.0,13026000.0,13026000.0,50648000.0,2115126000.0,1329944000.0,785182000.0,1442308000.0,,,,,,,,,4189743000.0,195107000.0,82836000.0,,763636000.0,439022000.0,172900000.0,151714000.0,1703539000.0,18834000.0,1399221000.0,285484000.0,,,1444625000.0,3488000.0,1441137000.0,2023-03-31
12605235.0,181318264.0,193923499.0,1503083000.0,2681136000.0,569446000.0,5338819000.0,2926766000.0,569446000.0,67612000.0,2725295000.0,5338819000.0,2732179000.0,6884000.0,2725295000.0,90634000.0,49738000.0,49234000.0,-8338000.0,2632088000.0,2573000.0,2573000.0,5218258000.0,4094039000.0,509884000.0,18782000.0,68599000.0,78277000.0,553441000.0,421566000.0,131875000.0,2681136000.0,67612000.0,2613524000.0,183920000.0,1124219000.0,1124219000.0,87546000.0,1036673000.0,98832000.0,937841000.0,7950437000.0,3899452000.0,225644000.0,225644000.0,66203000.0,14105000.0,14105000.0,52098000.0,2155849000.0,1370667000.0,785182000.0,1451756000.0,-9357000.0,1461113000.0,,1461113000.0,,,,,4050985000.0,191591000.0,89693000.0,,898763000.0,509075000.0,212241000.0,177447000.0,1757014000.0,15668000.0,1428234000.0,313112000.0,,,1113924000.0,3483000.0,1110441000.0,2023-06-30
13258742.0,180682714.0,193941456.0,1448271000.0,2541969000.0,668561000.0,5295231000.0,2866065000.0,668561000.0,81254000.0,2834516000.0,5295231000.0,2843396000.0,8880000.0,2834516000.0,59869000.0,14435000.0,53772000.0,-8338000.0,2772074000.0,2573000.0,2573000.0,5050786000.0,3960259000.0,509653000.0,38225000.0,101576000.0,81923000.0,501391000.0,393462000.0,107929000.0,2541969000.0,81254000.0,2460715000.0,185522000.0,1090527000.0,1090527000.0,96221000.0,994306000.0,181506000.0,812800000.0,7894182000.0,3937590000.0,214543000.0,214543000.0,65648000.0,12313000.0,12313000.0,53335000.0,2165955000.0,1380773000.0,785182000.0,1491444000.0,,,,,,,,,3956592000.0,137391000.0,61629000.0,,897569000.0,452109000.0,253695000.0,191765000.0,1811432000.0,16519000.0,1495539000.0,299374000.0,,,1048571000.0,36127000.0,1012444000.0,2023-09-30
13505409.0,180418090.0,193923499.0,1282158000.0,2477186000.0,856007000.0,5465027000.0,2865871000.0,856007000.0,73047000.0,3060888000.0,5465027000.0,3070622000.0,9734000.0,3060888000.0,64893000.0,26352000.0,46710000.0,-8169000.0,2993422000.0,2573000.0,2573000.0,4980690000.0,3860554000.0,569781000.0,,123045000.0,70737000.0,432529000.0,295683000.0,136846000.0,2477186000.0,73047000.0,2404139000.0,187276000.0,1120136000.0,1120136000.0,100305000.0,1019831000.0,89271000.0,930560000.0,8051312000.0,4065305000.0,217553000.0,217553000.0,67671000.0,12471000.0,12471000.0,55200000.0,2204881000.0,1419699000.0,785182000.0,1575200000.0,-2961946000.0,4537146000.0,391792000.0,265245000.0,3205733000.0,523147000.0,151229000.0,0.0,3986007000.0,10853000.0,55562000.0,53846000.0,948514000.0,515476000.0,229791000.0,203247000.0,1789683000.0,77145000.0,1451158000.0,261380000.0,-25418000.0,286798000.0,1127549000.0,5568000.0,1121981000.0,2023-12-31
