free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,gain_loss_on_investment_securities
935000000.0,-1000000.0,-3000000.0,0.0,-157000000.0,182000000.0,172000000.0,150343000000.0,164409000000.0,18000000.0,-14084000000.0,-18214000000.0,-18214000000.0,-17997000000.0,-213000000.0,-213000000.0,-1000000.0,-1000000.0,-3000000.0,-5189000000.0,2702000000.0,0.0,,,3038000000.0,3038000000.0,3199000000.0,739000000.0,-4000000.0,-747000000.0,,-6000000.0,-157000000.0,1092000000.0,1092000000.0,230000000.0,-157000000.0,156000000.0,-26000000.0,165000000.0,165000000.0,165000000.0,92000000.0,92000000.0,10000000.0,39000000.0,-78000000.0,-78000000.0,263000000.0,263000000.0,151000000.0,151000000.0,112000000.0,228000000.0,228000000.0,41000000.0,440000000.0,2022-12-31,
568000000.0,-49000000.0,-4000000.0,0.0,-85000000.0,167000000.0,149000000.0,110691000000.0,150343000000.0,1000000.0,-39653000000.0,-42351000000.0,-42351000000.0,-42062000000.0,-236000000.0,,-49000000.0,-49000000.0,-4000000.0,0.0,,0.0,-4000000.0,-4000000.0,2045000000.0,2045000000.0,2130000000.0,,,,,,-85000000.0,653000000.0,653000000.0,-283000000.0,406000000.0,-12000000.0,-88000000.0,-105000000.0,-105000000.0,,-484000000.0,-484000000.0,10000000.0,40000000.0,-83000000.0,-83000000.0,260000000.0,260000000.0,150000000.0,150000000.0,110000000.0,35000000.0,35000000.0,,674000000.0,2023-03-31,
1034000000.0,-1000000.0,0.0,,-118000000.0,174000000.0,387000000.0,95412000000.0,110691000000.0,5000000.0,-15284000000.0,-15535000000.0,-15535000000.0,-15298000000.0,-236000000.0,,-1000000.0,-1000000.0,0.0,-4000000.0,,,,,-901000000.0,-901000000.0,177000000.0,,,,,,-118000000.0,1152000000.0,1152000000.0,135000000.0,-127000000.0,-118000000.0,22000000.0,55000000.0,55000000.0,,303000000.0,303000000.0,16000000.0,45000000.0,-156000000.0,-156000000.0,267000000.0,267000000.0,151000000.0,151000000.0,116000000.0,30000000.0,30000000.0,,815000000.0,2023-06-30,
645000000.0,-3000000.0,,,-123000000.0,183000000.0,122000000.0,80795000000.0,95412000000.0,-13000000.0,-14604000000.0,-4825000000.0,-4825000000.0,-7356000000.0,-241000000.0,-241000000.0,-3000000.0,-3000000.0,2775000000.0,2775000000.0,,,,,-10547000000.0,-10547000000.0,-271000000.0,-7000000.0,-7000000.0,-10146000000.0,0.0,-10236000000.0,-123000000.0,768000000.0,768000000.0,-233000000.0,-152000000.0,-26000000.0,31000000.0,-155000000.0,-155000000.0,-155000000.0,69000000.0,69000000.0,28000000.0,79000000.0,-8000000.0,-8000000.0,309000000.0,309000000.0,191000000.0,191000000.0,118000000.0,-57000000.0,,,559000000.0,2023-09-30,
806000000.0,-25000000.0,,,-163000000.0,203000000.0,251000000.0,80750000000.0,80795000000.0,14000000.0,-59000000.0,-1634000000.0,-1634000000.0,-664000000.0,-242000000.0,-242000000.0,-25000000.0,-25000000.0,-703000000.0,-817000000.0,,,,,606000000.0,606000000.0,-321000000.0,1131000000.0,944000000.0,-41000000.0,,49000000.0,-163000000.0,969000000.0,969000000.0,-7000000.0,-143000000.0,40000000.0,-6000000.0,61000000.0,61000000.0,61000000.0,41000000.0,41000000.0,169000000.0,93000000.0,-82000000.0,-82000000.0,379000000.0,379000000.0,257000000.0,257000000.0,122000000.0,118000000.0,,,390000000.0,2023-12-31,-4000000.0
