treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_short_term_investments
75000000.0,559000000.0,634000000.0,16323000000.0,18376000000.0,-11495000000.0,40828000000.0,7776000000.0,-11495000000.0,254000000.0,22706000000.0,40824000000.0,22761000000.0,55000000.0,22706000000.0,-331000000.0,-331000000.0,6225000000.0,14943000000.0,14313000000.0,6000000.0,6000000.0,0.0,171577000000.0,22406000000.0,381000000.0,160000000.0,3493000000.0,3493000000.0,18372000000.0,254000000.0,18118000000.0,149171000000.0,142174000000.0,170000000.0,170000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,6823000000.0,352000000.0,6471000000.0,5605000000.0,866000000.0,194338000000.0,37391000000.0,1423000000.0,34201000000.0,13090000000.0,21111000000.0,1767000000.0,-2098000000.0,3865000000.0,331000000.0,617000000.0,2410000000.0,352000000.0,155000000.0,0.0,156947000000.0,3224000000.0,148139000000.0,2616000000.0,1169000000.0,,1169000000.0,,,1799000000.0,1799000000.0,2022-12-31,
76000000.0,559000000.0,635000000.0,16054000000.0,18356000000.0,-10899000000.0,41290000000.0,8330000000.0,-10899000000.0,233000000.0,23167000000.0,41290000000.0,23211000000.0,44000000.0,23167000000.0,-315000000.0,-315000000.0,6274000000.0,15362000000.0,14388000000.0,6000000.0,6000000.0,0.0,128339000000.0,22333000000.0,411000000.0,157000000.0,3409000000.0,3409000000.0,18356000000.0,233000000.0,18123000000.0,106006000000.0,102334000000.0,562000000.0,562000000.0,,,,,,3110000000.0,146000000.0,2964000000.0,2015000000.0,949000000.0,151550000000.0,37214000000.0,1421000000.0,34066000000.0,12946000000.0,21120000000.0,1727000000.0,,,,,,,,,114336000000.0,503000000.0,108217000000.0,,3547000000.0,1897000000.0,1650000000.0,-21000000.0,1671000000.0,2069000000.0,2069000000.0,2023-03-31,
76000000.0,560000000.0,636000000.0,15251000000.0,18346000000.0,-10128000000.0,41948000000.0,9018000000.0,-10128000000.0,218000000.0,23820000000.0,41948000000.0,23889000000.0,69000000.0,23820000000.0,-284000000.0,-284000000.0,6276000000.0,15925000000.0,14449000000.0,6000000.0,6000000.0,0.0,112394000000.0,22190000000.0,432000000.0,156000000.0,3256000000.0,3256000000.0,18346000000.0,218000000.0,18128000000.0,90204000000.0,87037000000.0,437000000.0,437000000.0,,,,,,2730000000.0,226000000.0,2504000000.0,1585000000.0,919000000.0,136283000000.0,37061000000.0,1395000000.0,33948000000.0,12814000000.0,21134000000.0,1718000000.0,,,,,,,,,99222000000.0,555000000.0,93065000000.0,,2725000000.0,1412000000.0,1313000000.0,-25000000.0,1338000000.0,2877000000.0,2877000000.0,2023-06-30,
76000000.0,572000000.0,648000000.0,22462000000.0,23605000000.0,-22599000000.0,48758000000.0,115000000.0,-22599000000.0,306000000.0,25459000000.0,46501000000.0,25512000000.0,53000000.0,25459000000.0,-331000000.0,-331000000.0,6278000000.0,16225000000.0,15837000000.0,6000000.0,6000000.0,0.0,111510000000.0,26228000000.0,493000000.0,177000000.0,4210000000.0,4210000000.0,21348000000.0,306000000.0,21042000000.0,85282000000.0,79433000000.0,334000000.0,334000000.0,2257000000.0,2257000000.0,,2257000000.0,,3258000000.0,377000000.0,2881000000.0,1917000000.0,964000000.0,137022000000.0,51625000000.0,1649000000.0,48058000000.0,17595000000.0,30463000000.0,1918000000.0,,,,,,,,,85397000000.0,741000000.0,80498000000.0,,3321000000.0,1899000000.0,1422000000.0,-27000000.0,1449000000.0,837000000.0,837000000.0,2023-09-30,
76000000.0,573000000.0,649000000.0,21714000000.0,22912000000.0,-22153000000.0,48330000000.0,347000000.0,-22153000000.0,299000000.0,25717000000.0,46376000000.0,25786000000.0,69000000.0,25717000000.0,-294000000.0,-294000000.0,6304000000.0,16356000000.0,15953000000.0,6000000.0,6000000.0,0.0,110298000000.0,25672000000.0,441000000.0,193000000.0,4080000000.0,4080000000.0,20958000000.0,299000000.0,20659000000.0,84626000000.0,79117000000.0,200000000.0,200000000.0,1954000000.0,1954000000.0,,1954000000.0,,3355000000.0,459000000.0,2896000000.0,1893000000.0,1003000000.0,136084000000.0,51111000000.0,1318000000.0,47870000000.0,17317000000.0,30553000000.0,1923000000.0,-2346000000.0,4269000000.0,372000000.0,305000000.0,3023000000.0,389000000.0,180000000.0,0.0,84973000000.0,703000000.0,80191000000.0,,2950000000.0,1584000000.0,1366000000.0,-21000000.0,1387000000.0,1129000000.0,899000000.0,2023-12-31,230000000.0
