tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2638297.87234,0.219858,1015000000.0,-12000000.0,-12000000.0,425000000.0,263000000.0,1128000000.0,1003000000.0,740000000.0,-110000000.0,176000000.0,66000000.0,434361702.12766,425000000.0,1501000000.0,20000000.0,864000000.0,560000000.0,559000000.0,0.76,0.76,425000000.0,425000000.0,425000000.0,-15000000.0,440000000.0,440000000.0,124000000.0,564000000.0,-202000000.0,-190000000.0,-12000000.0,12000000.0,-110000000.0,176000000.0,66000000.0,876000000.0,373000000.0,263000000.0,263000000.0,110000000.0,110000000.0,90000000.0,20000000.0,1249000000.0,1128000000.0,2377000000.0,2377000000.0,2022-12-31
-4410000.0,0.21,1306000000.0,-21000000.0,-21000000.0,655000000.0,260000000.0,1100000000.0,1285000000.0,1025000000.0,-85000000.0,176000000.0,91000000.0,671590000.0,655000000.0,1482000000.0,20000000.0,969000000.0,561000000.0,559000000.0,1.17,1.17,655000000.0,655000000.0,655000000.0,-19000000.0,674000000.0,674000000.0,175000000.0,849000000.0,-56000000.0,-35000000.0,-21000000.0,21000000.0,-85000000.0,176000000.0,91000000.0,990000000.0,382000000.0,260000000.0,260000000.0,122000000.0,122000000.0,102000000.0,20000000.0,1372000000.0,1100000000.0,2472000000.0,2472000000.0,2023-03-31
-1000000.0,0.04,1314000000.0,-25000000.0,-25000000.0,799000000.0,267000000.0,972000000.0,1289000000.0,1022000000.0,-73000000.0,175000000.0,102000000.0,823000000.0,799000000.0,1356000000.0,25000000.0,955000000.0,561000000.0,560000000.0,1.42,1.43,799000000.0,799000000.0,799000000.0,-16000000.0,815000000.0,815000000.0,32000000.0,847000000.0,-60000000.0,-35000000.0,-25000000.0,25000000.0,-73000000.0,175000000.0,102000000.0,980000000.0,384000000.0,267000000.0,267000000.0,117000000.0,117000000.0,92000000.0,25000000.0,1364000000.0,972000000.0,2336000000.0,2336000000.0,2023-06-30
-27900000.0,0.18,1352000000.0,-155000000.0,-155000000.0,541000000.0,309000000.0,1010000000.0,1197000000.0,888000000.0,-112000000.0,206000000.0,94000000.0,668100000.0,541000000.0,1429000000.0,20000000.0,845000000.0,565000000.0,563000000.0,0.96,0.96,541000000.0,541000000.0,541000000.0,-18000000.0,559000000.0,559000000.0,123000000.0,682000000.0,-206000000.0,-51000000.0,-155000000.0,155000000.0,-112000000.0,206000000.0,94000000.0,1000000000.0,419000000.0,309000000.0,309000000.0,110000000.0,110000000.0,90000000.0,20000000.0,1419000000.0,1010000000.0,2429000000.0,2429000000.0,2023-09-30
-16604651.162791,0.244186,1214000000.0,-68000000.0,-68000000.0,373000000.0,379000000.0,1162000000.0,1146000000.0,767000000.0,-219000000.0,251000000.0,32000000.0,424395348.837209,373000000.0,1673000000.0,27000000.0,925000000.0,,,,,373000000.0,373000000.0,373000000.0,-17000000.0,390000000.0,390000000.0,126000000.0,516000000.0,-258000000.0,-190000000.0,-68000000.0,68000000.0,-219000000.0,251000000.0,32000000.0,993000000.0,511000000.0,379000000.0,379000000.0,132000000.0,132000000.0,105000000.0,27000000.0,1504000000.0,1162000000.0,2666000000.0,2666000000.0,2023-12-31
