free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,asset_impairment_charge
4046000000.0,-2153000000.0,-1716000000.0,5685000000.0,10000000.0,1277000000.0,117000000.0,7043000000.0,6548000000.0,495000000.0,-796000000.0,-796000000.0,-732000000.0,-120000000.0,-612000000.0,-1500000000.0,0.0,-643000000.0,-653000000.0,10000000.0,3969000000.0,,,3969000000.0,-1716000000.0,5685000000.0,-2755000000.0,-2755000000.0,-770000000.0,-4321000000.0,5132000000.0,-9453000000.0,4046000000.0,4046000000.0,1825000000.0,1006000000.0,2727000000.0,-1987000000.0,-1987000000.0,248000000.0,-50000000.0,-50000000.0,64000000.0,64000000.0,3000000.0,3000000.0,1548000000.0,2022-12-31,
1876000000.0,-459000000.0,-1020000000.0,2910000000.0,1510000000.0,1691000000.0,56000000.0,5940000000.0,7043000000.0,-1103000000.0,2733000000.0,2733000000.0,-675000000.0,-68000000.0,-607000000.0,1484000000.0,1484000000.0,-433000000.0,-459000000.0,26000000.0,1890000000.0,-50000000.0,-50000000.0,1940000000.0,-970000000.0,2910000000.0,-5712000000.0,-5712000000.0,-317000000.0,1786000000.0,3795000000.0,-2009000000.0,1876000000.0,1876000000.0,-256000000.0,-385000000.0,1282000000.0,-1142000000.0,-1142000000.0,168000000.0,-30000000.0,-30000000.0,65000000.0,65000000.0,,,1694000000.0,2023-03-31,
3256000000.0,-129000000.0,-1085000000.0,5811000000.0,10000000.0,895000000.0,663000000.0,6191000000.0,5940000000.0,251000000.0,-5315000000.0,-5315000000.0,-733000000.0,-127000000.0,-606000000.0,0.0,0.0,-119000000.0,-129000000.0,10000000.0,4726000000.0,,,4676000000.0,-1135000000.0,5811000000.0,2310000000.0,2310000000.0,-273000000.0,2473000000.0,3319000000.0,-846000000.0,3256000000.0,3256000000.0,1229000000.0,-216000000.0,264000000.0,648000000.0,648000000.0,364000000.0,-45000000.0,-45000000.0,60000000.0,60000000.0,,,1500000000.0,2023-06-30,
115000000.0,-11000000.0,-1127000000.0,2875000000.0,26000000.0,3687000000.0,226000000.0,5300000000.0,6191000000.0,-891000000.0,-2694000000.0,-2694000000.0,-728000000.0,-104000000.0,-624000000.0,0.0,0.0,15000000.0,-11000000.0,26000000.0,1748000000.0,,,1748000000.0,-1127000000.0,2875000000.0,1688000000.0,1688000000.0,-364000000.0,2309000000.0,4002000000.0,-1693000000.0,115000000.0,115000000.0,-2097000000.0,95000000.0,-3508000000.0,1798000000.0,1798000000.0,508000000.0,-44000000.0,-44000000.0,49000000.0,49000000.0,-1000000.0,0.0,1570000000.0,2023-09-30,
4864000000.0,-1052000000.0,-444000000.0,5692000000.0,10000000.0,3178000000.0,52000000.0,6921000000.0,5300000000.0,1621000000.0,1422000000.0,1422000000.0,-742000000.0,-118000000.0,-624000000.0,-1000000000.0,0.0,-42000000.0,-52000000.0,10000000.0,5248000000.0,,,5248000000.0,-444000000.0,5692000000.0,-4665000000.0,-4665000000.0,-996000000.0,1725000000.0,2839000000.0,-1114000000.0,4864000000.0,4864000000.0,3323000000.0,-261000000.0,4211000000.0,-797000000.0,-797000000.0,157000000.0,-133000000.0,-133000000.0,43000000.0,43000000.0,-14000000.0,,883000000.0,2023-12-31,361000000.0
