tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-584549.356223,0.19485,404300000.0,-3000000.0,-3000000.0,187400000.0,125700000.0,1122300000.0,401300000.0,275600000.0,-42600000.0,42600000.0,189815450.643777,183600000.0,1211200000.0,262300000.0,62300000.0,62100000.0,2.95,2.96,173100000.0,173100000.0,183600000.0,-200000.0,183800000.0,-3800000.0,187600000.0,45400000.0,233000000.0,10300000.0,13300000.0,-3000000.0,3000000.0,-42600000.0,42600000.0,265300000.0,88900000.0,-11800000.0,100700000.0,354200000.0,1122300000.0,1476500000.0,1476500000.0,2022-12-31
-167200.0,0.209,336600000.0,-800000.0,-800000.0,134300000.0,123600000.0,1051300000.0,335800000.0,212200000.0,-42200000.0,42200000.0,134932800.0,121400000.0,1157200000.0,196100000.0,62200000.0,62100000.0,1.951768,1.954911,121400000.0,121400000.0,121400000.0,-200000.0,121600000.0,-12900000.0,134500000.0,35500000.0,170000000.0,15300000.0,16100000.0,-800000.0,800000.0,-42200000.0,42200000.0,196900000.0,105900000.0,1600000.0,104300000.0,302800000.0,1051300000.0,1354100000.0,1354100000.0,2023-03-31
-83583.447021,0.208959,611900000.0,-400000.0,-400000.0,347600000.0,129500000.0,1260400000.0,611500000.0,482000000.0,-42200000.0,42200000.0,347916416.552979,348300000.0,1357100000.0,463300000.0,62100000.0,61900000.0,5.61,5.62,348300000.0,348300000.0,348300000.0,-300000.0,348600000.0,700000.0,347900000.0,91900000.0,439800000.0,18300000.0,18700000.0,-400000.0,400000.0,-42200000.0,42200000.0,463700000.0,96700000.0,-14900000.0,111600000.0,560400000.0,1260400000.0,1820800000.0,1820800000.0,2023-06-30
-671486.761711,0.203481,715700000.0,-3300000.0,-3300000.0,430300000.0,131500000.0,1318100000.0,712400000.0,580900000.0,-40800000.0,40800000.0,432928513.238289,416700000.0,1424200000.0,566600000.0,62000000.0,61800000.0,6.72,6.74,416700000.0,416700000.0,416700000.0,100000.0,416600000.0,-13600000.0,430200000.0,109900000.0,540100000.0,11000000.0,14300000.0,-3300000.0,3300000.0,-40800000.0,40800000.0,569900000.0,106100000.0,-2000000.0,108100000.0,676000000.0,1318100000.0,1994100000.0,1994100000.0,2023-09-30
-1237660.443407,0.160735,519300000.0,-7700000.0,-7700000.0,287600000.0,128600000.0,1124800000.0,511600000.0,383000000.0,-40200000.0,40200000.0,294062339.556593,282500000.0,1230400000.0,370100000.0,62000000.0,61800000.0,4.55,4.57,313400000.0,313400000.0,282500000.0,-100000.0,282600000.0,-5100000.0,287700000.0,55100000.0,342800000.0,5200000.0,12900000.0,-7700000.0,7700000.0,-40200000.0,40200000.0,377800000.0,105600000.0,-13100000.0,118700000.0,483400000.0,1124800000.0,1608200000.0,1608200000.0,2023-12-31
