tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.21,-58105000.0,-57724000.0,8886000.0,42768000.0,-58105000.0,-66991000.0,9561000.0,9561000.0,-57724000.0,-57724000.0,329735000.0,-66991000.0,550164000.0,550164000.0,-0.1,-0.1,-57724000.0,-57724000.0,-57724000.0,-57724000.0,-57724000.0,1182000.0,-56542000.0,888000.0,888000.0,9561000.0,9561000.0,-66991000.0,286967000.0,67341000.0,219626000.0,156469000.0,63157000.0,63157000.0,219976000.0,42768000.0,262744000.0,262744000.0,2022-10-31
0.0,0.21,-36297000.0,-27689000.0,8850000.0,47691000.0,-36297000.0,-45147000.0,12898000.0,12898000.0,-27689000.0,-27689000.0,353696000.0,-45147000.0,553766000.0,553766000.0,-0.05,-0.05,-27689000.0,-27689000.0,-27689000.0,-27689000.0,-27689000.0,730000.0,-26959000.0,5290000.0,5290000.0,12898000.0,12898000.0,-45147000.0,306005000.0,81870000.0,224135000.0,173760000.0,50375000.0,50375000.0,260858000.0,47691000.0,308549000.0,308549000.0,2023-01-31
0.0,0.21,-37724000.0,-31901000.0,8687000.0,43667000.0,-37724000.0,-46411000.0,13848000.0,13848000.0,-31901000.0,-31901000.0,335999000.0,-46411000.0,557878000.0,557878000.0,-0.06,-0.06,-31901000.0,-31901000.0,-31901000.0,-31901000.0,-31901000.0,3632000.0,-28269000.0,4294000.0,4294000.0,13848000.0,13848000.0,-46411000.0,292332000.0,75342000.0,216990000.0,160406000.0,56584000.0,56584000.0,245921000.0,43667000.0,289588000.0,289588000.0,2023-04-30
0.0,0.21,-68813000.0,-60361000.0,8772000.0,48987000.0,-68813000.0,-77585000.0,13582000.0,13582000.0,-60361000.0,-60361000.0,364895000.0,-77585000.0,562883000.0,562883000.0,-0.11,-0.11,-60361000.0,-60361000.0,-60361000.0,-60361000.0,-60361000.0,3830000.0,-56531000.0,7472000.0,7472000.0,13582000.0,13582000.0,-77585000.0,315908000.0,86606000.0,229302000.0,169725000.0,59577000.0,59577000.0,238323000.0,48987000.0,287310000.0,287310000.0,2023-07-31
0.0,0.21,-47060000.0,-31537000.0,8759000.0,49920000.0,-47060000.0,-55819000.0,14483000.0,14483000.0,-31537000.0,-31537000.0,381740000.0,-55819000.0,567036000.0,567036000.0,-0.06,-0.06,-31537000.0,-31537000.0,-31537000.0,-31537000.0,-31537000.0,3926000.0,-27611000.0,13725000.0,13725000.0,14483000.0,14483000.0,-55819000.0,331820000.0,84514000.0,247306000.0,191282000.0,56024000.0,56024000.0,276001000.0,49920000.0,325921000.0,325921000.0,2023-10-31
0.0,0.073232,15095000.0,33916000.0,-3621000.0,53350000.0,15095000.0,15095000.0,15217000.0,15217000.0,33916000.0,33916000.0,390158000.0,15095000.0,,,,,33916000.0,33916000.0,33916000.0,33916000.0,33916000.0,2680000.0,36596000.0,6284000.0,6284000.0,15217000.0,15217000.0,15095000.0,336808000.0,85639000.0,251169000.0,191717000.0,59452000.0,59452000.0,351903000.0,53350000.0,405253000.0,405253000.0,2024-01-31
