free_cash_flow,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date,repurchase_of_capital_stock,common_stock_payments
-32633000.0,0.0,-5316000.0,193000.0,1450000.0,1451152000.0,1607356000.0,-4018000.0,-152186000.0,-6642000.0,-6642000.0,-14583000.0,7941000.0,0.0,0.0,0.0,0.0,-118227000.0,-118227000.0,0.0,-112846000.0,45865000.0,-158711000.0,-65000.0,-65000.0,-5316000.0,-5316000.0,0.0,-27317000.0,-27317000.0,-74301000.0,33217000.0,1934000.0,377000.0,722000.0,-345000.0,-345000.0,-23084000.0,-86745000.0,-85156000.0,15424000.0,81091000.0,0.0,-359000.0,-334000.0,-334000.0,8886000.0,8886000.0,8886000.0,-57724000.0,2022-10-31,,
91756000.0,0.0,-2201000.0,-69000.0,1939000.0,1402119000.0,1451152000.0,351000.0,-49384000.0,-16874000.0,-16874000.0,-19143000.0,2269000.0,0.0,0.0,0.0,0.0,-126467000.0,-126467000.0,1704000.0,-125970000.0,58128000.0,-184098000.0,0.0,0.0,-2201000.0,-2201000.0,0.0,93957000.0,93957000.0,-4762000.0,98444000.0,-2819000.0,-5154000.0,-1169000.0,-3985000.0,-3985000.0,-32449000.0,-62784000.0,-90334000.0,21108000.0,99043000.0,0.0,-2283000.0,-310000.0,-310000.0,8850000.0,8850000.0,8850000.0,-27689000.0,2023-01-31,,
65471000.0,,-1870000.0,86000.0,6218000.0,1311576000.0,1402119000.0,-1702000.0,-88841000.0,-20630000.0,-20630000.0,-26547000.0,5917000.0,,,,,-135552000.0,-135552000.0,2754000.0,-136436000.0,78955000.0,-215391000.0,,,-1870000.0,-1870000.0,,67341000.0,67341000.0,-9040000.0,-129774000.0,-2946000.0,-12677000.0,-10547000.0,-2130000.0,-2130000.0,-5860000.0,142217000.0,141557000.0,18911000.0,85048000.0,,-4097000.0,-267000.0,-267000.0,8687000.0,8687000.0,8687000.0,-31901000.0,2023-04-30,,
43279000.0,,-1006000.0,327000.0,1016000.0,1094298000.0,1311576000.0,-1241000.0,-216037000.0,-25197000.0,-25197000.0,-32827000.0,7630000.0,,,,,-235125000.0,-235125000.0,0.0,-234119000.0,259689000.0,-493808000.0,,,-1006000.0,-1006000.0,,44285000.0,44285000.0,-17283000.0,-10346000.0,-4586000.0,2415000.0,6318000.0,-3903000.0,-3903000.0,-819000.0,-3947000.0,6168000.0,17498000.0,102097000.0,,-6648000.0,210000.0,210000.0,8772000.0,8772000.0,8772000.0,-60361000.0,2023-07-31,,
41172000.0,,-682000.0,102000.0,1902000.0,1003524000.0,1094298000.0,-3224000.0,-87550000.0,-69151000.0,-69151000.0,-22629000.0,6127000.0,,,,,-60253000.0,-60253000.0,0.0,-59571000.0,237836000.0,-297407000.0,0.0,0.0,-682000.0,-682000.0,,41854000.0,41854000.0,-37224000.0,57928000.0,-2764000.0,38338000.0,26538000.0,11800000.0,11800000.0,23926000.0,-154652000.0,-149232000.0,15770000.0,95880000.0,0.0,-8811000.0,-983000.0,-983000.0,8759000.0,8759000.0,8759000.0,-31537000.0,2023-10-31,,
141818000.0,,-3784000.0,48000.0,1686000.0,1062116000.0,1003524000.0,3546000.0,55046000.0,-81917000.0,-81917000.0,-36572000.0,4621000.0,,,-49966000.0,,-8639000.0,-8639000.0,0.0,-4855000.0,474504000.0,-479359000.0,0.0,0.0,-3784000.0,-3784000.0,,145602000.0,145602000.0,-3381000.0,96791000.0,-3294000.0,-21324000.0,-10505000.0,-10819000.0,-10819000.0,-13025000.0,-62529000.0,-62710000.0,36854000.0,88930000.0,0.0,-8690000.0,1594000.0,1594000.0,-3621000.0,-3621000.0,,33916000.0,2024-01-31,-49966000.0,-49966000.0
