ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,tradeand_other_payables_non_current,inventories_adjustments_allowances
96500000.0,96500000.0,,262900000.0,1670600000.0,1877200000.0,915800000.0,1670600000.0,93500000.0,1707800000.0,1707800000.0,1707800000.0,1707800000.0,-7900000.0,-7900000.0,-406800000.0,2122400000.0,100000.0,100000.0,0.0,660900000.0,123200000.0,29700000.0,93500000.0,93500000.0,,537700000.0,20700000.0,169400000.0,,169400000.0,169400000.0,131900000.0,215700000.0,139400000.0,76300000.0,,,76300000.0,2368700000.0,915200000.0,25000000.0,305900000.0,305900000.0,401500000.0,401500000.0,401500000.0,37200000.0,37200000.0,145600000.0,-66300000.0,211900000.0,37900000.0,145800000.0,28200000.0,0.0,1453500000.0,79100000.0,,35100000.0,17500000.0,5600000.0,12000000.0,350000000.0,350000000.0,989300000.0,726400000.0,262900000.0,2022-12-31,,
97500000.0,97500000.0,65700000.0,259900000.0,1647300000.0,1854000000.0,1058700000.0,1647300000.0,90400000.0,1684500000.0,1854000000.0,1684500000.0,1684500000.0,-2700000.0,-2700000.0,-483400000.0,2170500000.0,100000.0,100000.0,0.0,675300000.0,301200000.0,41300000.0,259900000.0,90400000.0,169500000.0,374100000.0,18400000.0,,,,,,355700000.0,,,,,,2359800000.0,927000000.0,24900000.0,337400000.0,337400000.0,380300000.0,380300000.0,380300000.0,37200000.0,37200000.0,147200000.0,,147200000.0,,147200000.0,,,1432800000.0,113200000.0,,33400000.0,18000000.0,8700000.0,6700000.0,391600000.0,391600000.0,894600000.0,790800000.0,103800000.0,2023-03-31,,
97600000.0,97600000.0,9500000.0,276500000.0,1816100000.0,2022700000.0,914100000.0,1816100000.0,106800000.0,1853000000.0,1853000000.0,1853000000.0,1853000000.0,-1100000.0,-1100000.0,-387900000.0,2241900000.0,100000.0,100000.0,0.0,760100000.0,177600000.0,88500000.0,89100000.0,89100000.0,,582500000.0,3500000.0,187400000.0,17700000.0,169700000.0,169700000.0,,391600000.0,,,,,,2613100000.0,1116500000.0,35900000.0,379000000.0,379000000.0,515600000.0,515600000.0,515600000.0,36900000.0,36900000.0,149100000.0,,149100000.0,,149100000.0,,,1496600000.0,100600000.0,,31700000.0,15000000.0,6300000.0,10400000.0,387600000.0,387600000.0,976700000.0,816500000.0,160200000.0,2023-06-30,,
98200000.0,98200000.0,,273600000.0,1967200000.0,2172000000.0,958300000.0,1967200000.0,103700000.0,2002100000.0,2002100000.0,2002100000.0,2002100000.0,-1700000.0,-1700000.0,-304800000.0,2308500000.0,100000.0,100000.0,0.0,846100000.0,154500000.0,68600000.0,85900000.0,85900000.0,,691600000.0,800000.0,187700000.0,17800000.0,169900000.0,169900000.0,184000000.0,319100000.0,152600000.0,166500000.0,72700000.0,72700000.0,93800000.0,2848200000.0,1198300000.0,43100000.0,383200000.0,383200000.0,587500000.0,587500000.0,587500000.0,34900000.0,34900000.0,149600000.0,,149600000.0,,149600000.0,,,1649900000.0,100200000.0,8000000.0,28800000.0,10400000.0,9300000.0,9100000.0,417800000.0,417800000.0,1095100000.0,801400000.0,293700000.0,2023-09-30,,
98700000.0,98700000.0,,428400000.0,2196500000.0,2402100000.0,952200000.0,2196500000.0,258300000.0,2232000000.0,2232000000.0,2232000000.0,2232000000.0,7000000.0,7000000.0,-157100000.0,2382000000.0,100000.0,100000.0,0.0,1019400000.0,364600000.0,10300000.0,258300000.0,258300000.0,,654800000.0,35900000.0,170100000.0,,170100000.0,170100000.0,139300000.0,309500000.0,176200000.0,133300000.0,24400000.0,24400000.0,108900000.0,3251400000.0,1644400000.0,49600000.0,362600000.0,362600000.0,849400000.0,849400000.0,849400000.0,35500000.0,35500000.0,347300000.0,-83000000.0,430300000.0,38100000.0,356100000.0,36100000.0,0.0,1607000000.0,97800000.0,,38300000.0,12300000.0,9700000.0,21500000.0,439300000.0,439300000.0,1031600000.0,780500000.0,251100000.0,2023-12-31,96000000.0,-5200000.0
