free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_inventory,change_in_receivables,other_non_cash_items,unrealized_gain_loss_on_investment_securities,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
2915920000000.0,-4917564000000.0,6385469000000.0,-8443313000000.0,15401058000000.0,12917748000000.0,778449000000.0,1704861000000.0,-2615730000000.0,-2615730000000.0,-69999000000.0,-1843640000000.0,-2169996000000.0,,1467905000000.0,1467905000000.0,-4917564000000.0,6385469000000.0,-7038642000000.0,-7038642000000.0,-28739000000.0,353038000000.0,291796000000.0,908295000000.0,908295000000.0,-119719000000.0,-119719000000.0,-445513000000.0,-445513000000.0,-7997800000000.0,-7997800000000.0,11359233000000.0,11359233000000.0,-1755217000000.0,-4747699000000.0,-1344324000000.0,4216849000000.0,4216849000000.0,-948218000000.0,-6672006000000.0,2075649000000.0,102465000000.0,,933104000000.0,2749873000000.0,2749873000000.0,3372165000000.0,,,,,244407000000.0,-111742000000.0,-25016000000.0,313535000000.0,,0.0,7668655000000.0,2022-12-31
-3082932000000.0,-7460076000000.0,10895757000000.0,-5153955000000.0,15497345000000.0,15401058000000.0,-123818000000.0,220105000000.0,1886654000000.0,1886654000000.0,,-1322103000000.0,-226924000000.0,-226924000000.0,3435681000000.0,3435681000000.0,-7460076000000.0,10895757000000.0,-3737572000000.0,-3737572000000.0,8488000000.0,553488000000.0,104054000000.0,750353000000.0,750353000000.0,0.0,0.0,-206152000000.0,-206152000000.0,-4947803000000.0,-4947803000000.0,2071023000000.0,2071023000000.0,-1963309000000.0,-14290061000000.0,-2438208000000.0,-2591505000000.0,-2591505000000.0,598707000000.0,-9859055000000.0,2357367000000.0,-57614000000.0,201252000000.0,23143000000.0,5592901000000.0,5592901000000.0,3162768000000.0,3162768000000.0,1616366000000.0,1616366000000.0,1546402000000.0,80596000000.0,-341699000000.0,-5272000000.0,271389000000.0,147437000000.0,,6963980000000.0,2023-03-31
