ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,raw_materials,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
41116694690.0,41116694690.0,98521435000000.0,115134839000000.0,62658208000000.0,200077420000000.0,20494507000000.0,62658208000000.0,1212346000000.0,86154927000000.0,178155856000000.0,113903089000000.0,27748162000000.0,86154927000000.0,24695352000000.0,24695352000000.0,29811809000000.0,6607699000000.0,25040067000000.0,25040067000000.0,188889342000000.0,132107004000000.0,2403148000000.0,10211542000000.0,803876000000.0,1853364000000.0,13479336000000.0,331000000.0,13479336000000.0,92936256000000.0,935327000000.0,92000929000000.0,10419482000000.0,56782338000000.0,2728317000000.0,1164197000000.0,1164197000000.0,22198583000000.0,277019000000.0,21921564000000.0,21921564000000.0,2753697000000.0,1438761000000.0,26498783000000.0,94375000000.0,26404408000000.0,1382477000000.0,67879000000.0,392346000000.0,9527029000000.0,8513596000000.0,15034677000000.0,302792431000000.0,225515586000000.0,455454000000.0,910209000000.0,87684000000.0,13392480000000.0,13392480000000.0,335000000.0,32163775000000.0,11060344000000.0,1563744000000.0,1563744000000.0,9496600000000.0,6803601000000.0,2692999000000.0,23496719000000.0,18146605000000.0,5350114000000.0,143948921000000.0,-122938454000000.0,266887375000000.0,13462321000000.0,64140859000000.0,62807662000000.0,15354065000000.0,5199069000000.0,77276845000000.0,898147000000.0,45755000000.0,507163000000.0,1373170000000.0,11880034000000.0,5971109000000.0,5908925000000.0,46009391000000.0,27398847000000.0,110408000000.0,6784392000000.0,11715744000000.0,16563185000000.0,1162127000000.0,15401058000000.0,5907785000000.0,9493273000000.0,2022-12-31
41116694690.0,41116694690.0,100864856000000.0,116362201000000.0,50039534000000.0,188970682000000.0,10822141000000.0,50039534000000.0,,72608481000000.0,172713314000000.0,99676237000000.0,27067756000000.0,72608481000000.0,33765266000000.0,33765266000000.0,7195449000000.0,6607699000000.0,25040067000000.0,25040067000000.0,212685458000000.0,137168842000000.0,2425644000000.0,9439080000000.0,746889000000.0,13790808000000.0,0.0,0.0,,100104833000000.0,,100104833000000.0,10661588000000.0,75516616000000.0,1963816000000.0,904265000000.0,904265000000.0,16257368000000.0,,16257368000000.0,,2871794000000.0,1319511000000.0,52199862000000.0,93897000000.0,52105965000000.0,1131109000000.0,62131000000.0,26272478000000.0,11712567000000.0,,12927680000000.0,312361695000000.0,226022938000000.0,518457000000.0,918339000000.0,92978000000.0,15274000000000.0,15274000000000.0,335000000.0,48067694000000.0,10044285000000.0,557741000000.0,557741000000.0,9486544000000.0,6841248000000.0,2645296000000.0,22568947000000.0,17542926000000.0,5026021000000.0,143812238000000.0,-124295721000000.0,268107959000000.0,14317561000000.0,63337140000000.0,60196786000000.0,17052906000000.0,5121269000000.0,86338757000000.0,1049954000000.0,42013000000.0,505754000000.0,1706735000000.0,11123101000000.0,5249506000000.0,5873595000000.0,54729887000000.0,35127401000000.0,196395000000.0,7075522000000.0,12330569000000.0,17181313000000.0,1683968000000.0,15497345000000.0,7042875000000.0,8454470000000.0,2023-03-31
41116694690.0,41116694690.0,93049048000000.0,105815527000000.0,56145151000000.0,179367302000000.0,25050543000000.0,56145151000000.0,1382636000000.0,75706627000000.0,164931646000000.0,100252480000000.0,24545853000000.0,75706627000000.0,26597373000000.0,26597373000000.0,17461488000000.0,6607699000000.0,25040067000000.0,25040067000000.0,179888610000000.0,136324047000000.0,2702835000000.0,15213509000000.0,652606000000.0,13594793000000.0,,,,90265519000000.0,1040500000000.0,89225019000000.0,13894785000000.0,43564563000000.0,1599443000000.0,1270721000000.0,,15550008000000.0,342136000000.0,14435656000000.0,14435656000000.0,3059204000000.0,1525067000000.0,20560120000000.0,70182000000.0,20489938000000.0,1082898000000.0,64766000000.0,668383000000.0,4969072000000.0,3846819000000.0,13704819000000.0,280141090000000.0,211525984000000.0,596945000000.0,981690000000.0,55178000000.0,,,143238000000.0,40311145000000.0,8790479000000.0,371847000000.0,371847000000.0,8418632000000.0,5875015000000.0,2543617000000.0,19561476000000.0,14714809000000.0,4846667000000.0,141229071000000.0,-127494704000000.0,268723775000000.0,58584853000000.0,21194272000000.0,54897509000000.0,16668026000000.0,3337999000000.0,68615106000000.0,879205000000.0,24865000000.0,2271927000000.0,1342385000000.0,10202448000000.0,4715047000000.0,5487401000000.0,41421721000000.0,21678404000000.0,123058000000.0,8111079000000.0,11509180000000.0,12472555000000.0,1860928000000.0,10611627000000.0,3084122000000.0,7527505000000.0,2023-12-31
