free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,change_in_accrued_expense
158000000.0,-410500000.0,268700000.0,20900000.0,-42400000.0,,,4964200000.0,5276800000.0,182800000.0,-495400000.0,-253100000.0,-253100000.0,-24200000.0,-108000000.0,,20900000.0,20900000.0,-141800000.0,-166600000.0,-410000000.0,243400000.0,24800000.0,-500000.0,,-442700000.0,-442700000.0,-60200000.0,100000.0,-340200000.0,5800000.0,-346000000.0,-42400000.0,200400000.0,200400000.0,-22700000.0,139900000.0,-112000000.0,-1038100000.0,-1038100000.0,-1115900000.0,77800000.0,77800000.0,987500000.0,987500000.0,120800000.0,7400000.0,-188100000.0,-188100000.0,154000000.0,154000000.0,-6500000.0,-9700000.0,3200000.0,135500000.0,2022-12-31,
398800000.0,-748700000.0,1498700000.0,30300000.0,-29700000.0,60100000.0,53500000.0,6091000000.0,4964200000.0,-3200000.0,1130000000.0,958100000.0,958100000.0,295200000.0,-117400000.0,-117400000.0,30300000.0,30300000.0,750000000.0,-143700000.0,-748700000.0,605000000.0,893700000.0,,893700000.0,-256600000.0,-256600000.0,84000000.0,400000.0,-311300000.0,100000.0,-311400000.0,-29700000.0,428500000.0,428500000.0,-282900000.0,321000000.0,17300000.0,21000000.0,21000000.0,,21000000.0,21000000.0,-642200000.0,-642200000.0,29400000.0,3800000.0,31900000.0,31900000.0,159400000.0,159400000.0,300000.0,,300000.0,486600000.0,2023-03-31,
-46700000.0,-994500000.0,1270000000.0,35700000.0,-59100000.0,67200000.0,63200000.0,6942200000.0,6091000000.0,45100000.0,806100000.0,1602200000.0,1602200000.0,1409500000.0,-118500000.0,,35700000.0,35700000.0,275500000.0,525500000.0,-994500000.0,1520000000.0,-250000000.0,,-250000000.0,-808500000.0,-808500000.0,-20100000.0,4100000.0,-733400000.0,4700000.0,-738100000.0,-59100000.0,12400000.0,12400000.0,-393800000.0,-250400000.0,-47200000.0,-6100000.0,-6100000.0,,-6100000.0,-6100000.0,-90100000.0,-90100000.0,12800000.0,8100000.0,-32800000.0,-32800000.0,175700000.0,175700000.0,6600000.0,,10700000.0,235800000.0,2023-06-30,
838400000.0,-866800000.0,473300000.0,34000000.0,-58800000.0,,,6785400000.0,6942200000.0,-58100000.0,-98700000.0,-668500000.0,-668500000.0,-190400000.0,-118600000.0,,34000000.0,34000000.0,-393500000.0,-393500000.0,-866800000.0,473300000.0,0.0,,0.0,-327400000.0,-327400000.0,-136300000.0,400000.0,-132700000.0,1400000.0,-134100000.0,-58800000.0,897200000.0,897200000.0,409100000.0,338200000.0,12400000.0,10900000.0,10900000.0,,10900000.0,10900000.0,47600000.0,47600000.0,18300000.0,9100000.0,9400000.0,9400000.0,171700000.0,171700000.0,-3600000.0,200000.0,-3800000.0,283200000.0,2023-09-30,
647600000.0,-1000000000.0,2228700000.0,20200000.0,-46000000.0,,,6543300000.0,6785400000.0,-17300000.0,-224800000.0,982100000.0,982100000.0,-147700000.0,-119100000.0,-119100000.0,20200000.0,20200000.0,1228700000.0,196700000.0,-1000000000.0,1196700000.0,1032000000.0,,1032000000.0,-1900500000.0,-1900500000.0,-500000.0,600000.0,-1854600000.0,3700000.0,-1858300000.0,-46000000.0,693600000.0,693600000.0,146400000.0,56700000.0,-89800000.0,-1700000.0,-103500000.0,,-103500000.0,-103500000.0,181200000.0,181200000.0,353500000.0,10400000.0,34600000.0,34600000.0,189700000.0,189700000.0,-1400000.0,-4500000.0,3100000.0,-39600000.0,2023-12-31,101800000.0
