ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,restricted_cash,prepaid_assets,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
211900000.0,211900000.0,5772400000.0,6415100000.0,-3717900000.0,15258300000.0,946600000.0,-3717900000.0,300400000.0,9143600000.0,14706400000.0,9190200000.0,46600000.0,9143600000.0,-1140400000.0,-1140400000.0,3562200000.0,6509900000.0,211900000.0,211900000.0,29717600000.0,7829600000.0,1903800000.0,62600000.0,62600000.0,5863200000.0,300400000.0,5562800000.0,21888000000.0,,546700000.0,546700000.0,551900000.0,551900000.0,310000000.0,241900000.0,2091200000.0,18698200000.0,18698200000.0,18698200000.0,38907800000.0,16073200000.0,989800000.0,1299000000.0,1299000000.0,12861500000.0,3372100000.0,9489400000.0,922900000.0,-886100000.0,1809000000.0,190700000.0,56000000.0,363600000.0,1053400000.0,145300000.0,0.0,22834600000.0,,144500000.0,4621900000.0,743500000.0,16982400000.0,573500000.0,16408900000.0,342300000.0,342300000.0,2022-12-31,
214246000.0,214246000.0,5307000000.0,7168300000.0,-3289500000.0,16674700000.0,1682300000.0,-3289500000.0,311400000.0,9817800000.0,15839900000.0,9858300000.0,40500000.0,9817800000.0,-1101400000.0,-1101400000.0,3930200000.0,6774800000.0,214200000.0,214200000.0,35236100000.0,8140400000.0,1744900000.0,62000000.0,62000000.0,6333500000.0,311400000.0,6022100000.0,27095700000.0,23403400000.0,626200000.0,626200000.0,834800000.0,834800000.0,675000000.0,159800000.0,2231300000.0,,,,45094400000.0,16316400000.0,1028600000.0,1244100000.0,1244100000.0,13107300000.0,3404100000.0,9703200000.0,936400000.0,,936400000.0,,,936400000.0,,,,28778000000.0,298200000.0,,23403400000.0,,3526500000.0,,3526500000.0,1549900000.0,1549900000.0,2023-03-31,
215506000.0,215506000.0,6181800000.0,7466100000.0,-3838400000.0,17529800000.0,1256900000.0,-3838400000.0,332000000.0,10395700000.0,16418600000.0,10440000000.0,44300000.0,10395700000.0,-882900000.0,-882900000.0,4045100000.0,7018000000.0,215500000.0,215500000.0,43925200000.0,8336400000.0,1919800000.0,61700000.0,61700000.0,6354900000.0,332000000.0,6022900000.0,35588800000.0,31759100000.0,656800000.0,656800000.0,1111200000.0,1111200000.0,920000000.0,191200000.0,2061700000.0,,,,54365200000.0,17519500000.0,1109300000.0,1158600000.0,1158600000.0,14234100000.0,3720400000.0,10513700000.0,1017500000.0,,1017500000.0,,,1017500000.0,,,,36845700000.0,418000000.0,,31759100000.0,,3716300000.0,,3716300000.0,952300000.0,952300000.0,2023-06-30,
215911000.0,215911000.0,5700100000.0,7049300000.0,-3590500000.0,17191100000.0,1463800000.0,-3590500000.0,321700000.0,10463500000.0,16487100000.0,10510000000.0,46500000.0,10463500000.0,-1064500000.0,-1064500000.0,4205700000.0,7106400000.0,215900000.0,215900000.0,42693900000.0,8220000000.0,1813100000.0,61600000.0,61600000.0,6345300000.0,321700000.0,6023600000.0,34473900000.0,33135900000.0,634000000.0,634000000.0,704000000.0,704000000.0,425000000.0,279000000.0,,,,,53203900000.0,17266200000.0,1085900000.0,1110300000.0,1110300000.0,14054000000.0,3584600000.0,10469400000.0,1016000000.0,,1016000000.0,,,1016000000.0,,,,35937700000.0,436200000.0,,30704700000.0,,3769300000.0,,3769300000.0,1027500000.0,1027500000.0,2023-09-30,
216700000.0,216700000.0,6993500000.0,8317200000.0,-5333600000.0,18740300000.0,1051400000.0,-5333600000.0,352200000.0,10775300000.0,17781300000.0,10815300000.0,40000000.0,10775300000.0,-792100000.0,-792100000.0,4052900000.0,7297800000.0,216700000.0,216700000.0,40800500000.0,9735800000.0,2316100000.0,61500000.0,61500000.0,7358200000.0,352200000.0,7006000000.0,31064700000.0,26907900000.0,644700000.0,644700000.0,959000000.0,959000000.0,670000000.0,289000000.0,2553100000.0,,,,51615800000.0,19499700000.0,1131800000.0,1132300000.0,1132300000.0,16108900000.0,4633300000.0,11475600000.0,1126700000.0,-1023900000.0,2150600000.0,232600000.0,54100000.0,431600000.0,1263400000.0,168900000.0,0.0,32116100000.0,281000000.0,169100000.0,26907900000.0,,3786600000.0,,3786600000.0,971500000.0,971500000.0,2023-12-31,0.0
