tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-21420000.0,0.21,442000000.0,-102000000.0,-102000000.0,135500000.0,154000000.0,1208000000.0,340000000.0,186000000.0,-64000000.0,64000000.0,216080000.0,135500000.0,1730200000.0,215831000.0,211411000.0,0.63,0.640932,135500000.0,135500000.0,135500000.0,0.0,135500000.0,135500000.0,-13500000.0,122000000.0,-102000000.0,-102000000.0,10100000.0,112100000.0,-64000000.0,64000000.0,64000000.0,288000000.0,522200000.0,368200000.0,154000000.0,154000000.0,117400000.0,117400000.0,36600000.0,810200000.0,1208000000.0,2018200000.0,1864600000.0,2022-12-31
-8175500.0,0.197,874600000.0,-41500000.0,-41500000.0,486500000.0,159400000.0,1448700000.0,833100000.0,673700000.0,-67900000.0,67900000.0,519824500.0,486500000.0,1990600000.0,217000000.0,212800000.0,2.24,2.29,486500000.0,486500000.0,486500000.0,-100000.0,486600000.0,486600000.0,119200000.0,605800000.0,-41500000.0,-41500000.0,300000.0,41800000.0,-67900000.0,67900000.0,67900000.0,715200000.0,541900000.0,382500000.0,159400000.0,159400000.0,121700000.0,121700000.0,37700000.0,1257100000.0,1448700000.0,2705800000.0,2519100000.0,2023-03-31
-890100.0,0.207,555200000.0,-4300000.0,-4300000.0,234500000.0,175700000.0,1448000000.0,550900000.0,375200000.0,-77800000.0,77800000.0,237909900.0,234500000.0,2057300000.0,219000000.0,214900000.0,1.07,1.09,234500000.0,234500000.0,234500000.0,-1300000.0,235800000.0,235800000.0,61600000.0,297400000.0,-4300000.0,-4300000.0,5100000.0,9400000.0,-77800000.0,77800000.0,77800000.0,379500000.0,609300000.0,433600000.0,175700000.0,175700000.0,134900000.0,134900000.0,40800000.0,988800000.0,1448000000.0,2436800000.0,2276500000.0,2023-06-30
666000.0,0.222,605600000.0,3000000.0,3000000.0,280700000.0,171700000.0,1462900000.0,608600000.0,436900000.0,-72800000.0,72800000.0,278366000.0,280700000.0,2057600000.0,220200000.0,215700000.0,1.28,1.3,280700000.0,280700000.0,280700000.0,-2500000.0,283200000.0,283200000.0,80900000.0,364100000.0,3000000.0,3000000.0,500000.0,-2500000.0,-72800000.0,,72800000.0,433900000.0,594700000.0,423000000.0,171700000.0,171700000.0,128700000.0,128700000.0,43000000.0,1028600000.0,1462900000.0,2491500000.0,2327900000.0,2023-09-30
-70245000.0,0.21,520200000.0,-334500000.0,-334500000.0,-32200000.0,189700000.0,1467000000.0,185700000.0,-4000000.0,-78200000.0,78200000.0,232055000.0,-32200000.0,2107300000.0,,,,,-32200000.0,-32200000.0,-32200000.0,7400000.0,-39600000.0,-39600000.0,-42600000.0,-82200000.0,-334500000.0,-334500000.0,,328600000.0,-78200000.0,,78200000.0,330500000.0,640300000.0,450600000.0,189700000.0,189700000.0,146000000.0,146000000.0,43700000.0,970800000.0,1467000000.0,2437800000.0,2253500000.0,2023-12-31
