treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,inventories_adjustments_allowances,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
630646687.0,1365891091.0,1996537778.0,20717000000.0,23447000000.0,-16277000000.0,49523000000.0,-6640000000.0,-16277000000.0,807000000.0,26883000000.0,46936000000.0,26920000000.0,37000000.0,26883000000.0,-10947000000.0,-10947000000.0,25794000000.0,31481000000.0,32143000000.0,0.0,0.0,44241000000.0,27510000000.0,2688000000.0,620000000.0,620000000.0,3437000000.0,3437000000.0,20765000000.0,712000000.0,20053000000.0,16731000000.0,3168000000.0,2682000000.0,95000000.0,2587000000.0,288000000.0,90000000.0,2209000000.0,949000000.0,9932000000.0,2370000000.0,7562000000.0,7562000000.0,71161000000.0,61070000000.0,1862000000.0,1016000000.0,1016000000.0,473000000.0,473000000.0,4879000000.0,4879000000.0,43160000000.0,19710000000.0,23450000000.0,9680000000.0,-7211000000.0,16891000000.0,879000000.0,660000000.0,11724000000.0,3250000000.0,378000000.0,0.0,10091000000.0,880000000.0,3381000000.0,-151000000.0,2501000000.0,1031000000.0,3907000000.0,819000000.0,3088000000.0,-45000000.0,3133000000.0,1923000000.0,1923000000.0,2022-12-31
634260938.0,1362276840.0,1996537778.0,20285000000.0,22710000000.0,-15186000000.0,50430000000.0,-5860000000.0,-15186000000.0,508000000.0,28228000000.0,46784000000.0,28274000000.0,46000000.0,28228000000.0,-10814000000.0,-10814000000.0,26110000000.0,33040000000.0,32112000000.0,0.0,0.0,44512000000.0,25981000000.0,2668000000.0,601000000.0,601000000.0,3648000000.0,3648000000.0,19064000000.0,508000000.0,18556000000.0,18531000000.0,3547000000.0,3646000000.0,,3646000000.0,1185000000.0,111000000.0,2350000000.0,785000000.0,10553000000.0,2668000000.0,7885000000.0,7885000000.0,72786000000.0,60115000000.0,2000000000.0,,1065000000.0,451000000.0,451000000.0,3397000000.0,3397000000.0,43414000000.0,19810000000.0,23604000000.0,9788000000.0,-7441000000.0,17229000000.0,825000000.0,657000000.0,12050000000.0,3319000000.0,378000000.0,0.0,12671000000.0,2815000000.0,3627000000.0,-149000000.0,2680000000.0,1096000000.0,4312000000.0,810000000.0,3502000000.0,-60000000.0,3562000000.0,1917000000.0,1917000000.0,2023-03-31
635538156.0,1360999622.0,1996537778.0,19744000000.0,21718000000.0,-14862000000.0,49873000000.0,-6380000000.0,-14862000000.0,492000000.0,28647000000.0,46794000000.0,28679000000.0,32000000.0,28647000000.0,-10710000000.0,-10710000000.0,26249000000.0,33458000000.0,32148000000.0,0.0,0.0,43346000000.0,25344000000.0,2593000000.0,587000000.0,587000000.0,3525000000.0,3525000000.0,18639000000.0,492000000.0,18147000000.0,18002000000.0,3846000000.0,3079000000.0,,3079000000.0,901000000.0,98000000.0,2080000000.0,816000000.0,10261000000.0,2521000000.0,7740000000.0,7740000000.0,72025000000.0,60403000000.0,2165000000.0,,1108000000.0,432000000.0,432000000.0,3245000000.0,3245000000.0,43509000000.0,19839000000.0,23670000000.0,9944000000.0,-7659000000.0,17603000000.0,915000000.0,636000000.0,12298000000.0,3375000000.0,379000000.0,0.0,11622000000.0,2530000000.0,3825000000.0,-148000000.0,2881000000.0,1092000000.0,3785000000.0,851000000.0,2934000000.0,-64000000.0,2998000000.0,1482000000.0,1482000000.0,2023-06-30
635672022.0,1365891091.0,2001563113.0,18376000000.0,20452000000.0,-14247000000.0,48521000000.0,-7421000000.0,-14247000000.0,466000000.0,28535000000.0,44946000000.0,28560000000.0,25000000.0,28535000000.0,-11232000000.0,-11232000000.0,26280000000.0,33866000000.0,32181000000.0,0.0,0.0,42300000000.0,23364000000.0,2479000000.0,564000000.0,564000000.0,3444000000.0,3444000000.0,16877000000.0,466000000.0,16411000000.0,18936000000.0,3956000000.0,3575000000.0,,3575000000.0,2354000000.0,79000000.0,1142000000.0,1043000000.0,10362000000.0,2704000000.0,7658000000.0,7658000000.0,70860000000.0,59345000000.0,2173000000.0,,1106000000.0,483000000.0,483000000.0,3051000000.0,3051000000.0,42782000000.0,19475000000.0,23307000000.0,9750000000.0,-7631000000.0,17381000000.0,990000000.0,608000000.0,12100000000.0,3313000000.0,370000000.0,0.0,11515000000.0,1806000000.0,3808000000.0,-143000000.0,2924000000.0,1027000000.0,4291000000.0,793000000.0,3498000000.0,-63000000.0,3561000000.0,1610000000.0,1610000000.0,2023-09-30
648055073.0,1348482705.0,1996537778.0,17598000000.0,19945000000.0,-15400000000.0,47740000000.0,-7310000000.0,-15400000000.0,537000000.0,28332000000.0,45219000000.0,28366000000.0,34000000.0,28332000000.0,-10946000000.0,-10946000000.0,27174000000.0,34236000000.0,32216000000.0,0.0,0.0,43025000000.0,24012000000.0,2735000000.0,561000000.0,561000000.0,3292000000.0,3292000000.0,17424000000.0,537000000.0,16887000000.0,19013000000.0,4330000000.0,2521000000.0,,2521000000.0,2101000000.0,74000000.0,346000000.0,1158000000.0,11004000000.0,2683000000.0,8321000000.0,8321000000.0,71391000000.0,59688000000.0,886000000.0,1043000000.0,1043000000.0,408000000.0,408000000.0,3242000000.0,3242000000.0,43732000000.0,19836000000.0,23896000000.0,10377000000.0,-7996000000.0,18373000000.0,1118000000.0,683000000.0,12736000000.0,3452000000.0,384000000.0,0.0,11703000000.0,1766000000.0,3615000000.0,-148000000.0,2790000000.0,973000000.0,4512000000.0,878000000.0,3634000000.0,-66000000.0,3700000000.0,1810000000.0,1810000000.0,2023-12-31
