tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,interest_income,interest_income_non_operating
0.0,0.28,417000000.0,,,204000000.0,122000000.0,496000000.0,417000000.0,295000000.0,-14000000.0,13000000.0,204000000.0,204000000.0,1592000000.0,289000000.0,278000000.0,276000000.0,0.73,0.74,204000000.0,204000000.0,204000000.0,204000000.0,204000000.0,78000000.0,282000000.0,,,,,-14000000.0,1000000.0,13000000.0,289000000.0,1024000000.0,50000000.0,50000000.0,50000000.0,50000000.0,556000000.0,418000000.0,256000000.0,162000000.0,162000000.0,1313000000.0,568000000.0,1881000000.0,1881000000.0,2022-12-31,,
0.0,0.21,371000000.0,,,-12000000.0,173000000.0,301000000.0,371000000.0,198000000.0,34000000.0,17000000.0,-12000000.0,-12000000.0,1588000000.0,175000000.0,274000000.0,274000000.0,-0.04,-0.04,-12000000.0,-12000000.0,-12000000.0,-12000000.0,-12000000.0,193000000.0,181000000.0,,,,,34000000.0,,17000000.0,286000000.0,1140000000.0,26000000.0,26000000.0,26000000.0,26000000.0,635000000.0,479000000.0,255000000.0,224000000.0,224000000.0,1426000000.0,448000000.0,1874000000.0,1874000000.0,2023-03-31,,
-280000.0,0.28,632000000.0,-1000000.0,-1000000.0,402000000.0,88000000.0,305000000.0,631000000.0,543000000.0,14000000.0,,402720000.0,402000000.0,1381000000.0,542000000.0,274000000.0,272000000.0,1.47,1.48,402000000.0,402000000.0,402000000.0,402000000.0,402000000.0,154000000.0,556000000.0,-1000000.0,,-1000000.0,1000000.0,14000000.0,-14000000.0,,543000000.0,1013000000.0,25000000.0,25000000.0,25000000.0,25000000.0,596000000.0,392000000.0,229000000.0,163000000.0,163000000.0,1556000000.0,368000000.0,1924000000.0,1924000000.0,2023-06-30,,
-420000.0,0.21,492000000.0,-2000000.0,-2000000.0,399000000.0,85000000.0,395000000.0,490000000.0,405000000.0,-14000000.0,14000000.0,400580000.0,399000000.0,1535000000.0,377000000.0,272000000.0,271000000.0,1.47,1.47,399000000.0,399000000.0,399000000.0,399000000.0,399000000.0,-8000000.0,391000000.0,26000000.0,28000000.0,-2000000.0,2000000.0,-14000000.0,,14000000.0,379000000.0,1079000000.0,24000000.0,24000000.0,24000000.0,24000000.0,602000000.0,453000000.0,280000000.0,173000000.0,173000000.0,1458000000.0,456000000.0,1914000000.0,1914000000.0,2023-09-30,,
0.0,0.24,479000000.0,0.0,0.0,290000000.0,82000000.0,468000000.0,479000000.0,397000000.0,17000000.0,15000000.0,290000000.0,290000000.0,1580000000.0,365000000.0,271000000.0,269000000.0,1.07,1.08,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,92000000.0,382000000.0,,,0.0,0.0,17000000.0,,15000000.0,365000000.0,1051000000.0,21000000.0,21000000.0,21000000.0,21000000.0,584000000.0,446000000.0,276000000.0,170000000.0,170000000.0,1416000000.0,529000000.0,1945000000.0,1945000000.0,2023-12-31,32000000.0,32000000.0
