free_cash_flow,repurchase_of_capital_stock,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,net_income_from_continuing_operations,date
1075000000.0,-325000000.0,3000000.0,-48000000.0,0.0,147000000.0,2202000000.0,1539000000.0,19000000.0,644000000.0,-418000000.0,-418000000.0,-44000000.0,-52000000.0,-52000000.0,-322000000.0,-325000000.0,3000000.0,-61000000.0,-61000000.0,-13000000.0,77000000.0,-90000000.0,0.0,0.0,-48000000.0,1123000000.0,1123000000.0,656000000.0,371000000.0,-28000000.0,223000000.0,297000000.0,-74000000.0,-74000000.0,90000000.0,141000000.0,122000000.0,122000000.0,122000000.0,204000000.0,2022-12-31
570000000.0,-325000000.0,33000000.0,-47000000.0,28000000.0,126000000.0,2424000000.0,2202000000.0,0.0,222000000.0,-358000000.0,-358000000.0,-14000000.0,-52000000.0,-52000000.0,-292000000.0,-325000000.0,33000000.0,-37000000.0,-37000000.0,10000000.0,152000000.0,-142000000.0,0.0,0.0,-47000000.0,617000000.0,617000000.0,314000000.0,75000000.0,-50000000.0,137000000.0,106000000.0,31000000.0,31000000.0,152000000.0,142000000.0,173000000.0,173000000.0,173000000.0,-12000000.0,2023-03-31
314000000.0,-325000000.0,0.0,-45000000.0,,23000000.0,2259000000.0,2424000000.0,2000000.0,-167000000.0,-482000000.0,-482000000.0,-105000000.0,-52000000.0,-52000000.0,-325000000.0,-325000000.0,0.0,-44000000.0,-44000000.0,1000000.0,151000000.0,-150000000.0,,,-45000000.0,359000000.0,359000000.0,-261000000.0,-414000000.0,96000000.0,-110000000.0,-92000000.0,-18000000.0,-18000000.0,167000000.0,130000000.0,88000000.0,88000000.0,88000000.0,402000000.0,2023-06-30
61000000.0,-325000000.0,40000000.0,-51000000.0,,33000000.0,1946000000.0,2259000000.0,-11000000.0,-302000000.0,-351000000.0,-351000000.0,-15000000.0,-51000000.0,-51000000.0,-285000000.0,-325000000.0,40000000.0,-63000000.0,-63000000.0,-12000000.0,151000000.0,-163000000.0,,,-51000000.0,112000000.0,112000000.0,-527000000.0,119000000.0,-22000000.0,-90000000.0,-165000000.0,75000000.0,75000000.0,-534000000.0,155000000.0,85000000.0,85000000.0,,399000000.0,2023-09-30
1212000000.0,-325000000.0,3000000.0,-52000000.0,0.0,148000000.0,2742000000.0,1946000000.0,14000000.0,782000000.0,-431000000.0,-431000000.0,-58000000.0,-51000000.0,-51000000.0,-322000000.0,-325000000.0,3000000.0,-51000000.0,-51000000.0,1000000.0,148000000.0,-147000000.0,,,-52000000.0,1264000000.0,1264000000.0,741000000.0,401000000.0,112000000.0,45000000.0,138000000.0,-93000000.0,-93000000.0,183000000.0,151000000.0,82000000.0,82000000.0,,290000000.0,2023-12-31
