tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
425685789.097834,0.162104,3524000000.0,2626000000.0,2626000000.0,3520000000.0,1772000000.0,7765000000.0,6150000000.0,4378000000.0,77000000.0,177000000.0,254000000.0,1319685789.097834,3520000000.0,18901000000.0,2663900000.0,2613597000.0,1.33,1.346346,3520000000.0,3520000000.0,3520000000.0,3520000000.0,,3520000000.0,681000000.0,4201000000.0,-645000000.0,-3271000000.0,1926000000.0,,84000000.0,,77000000.0,177000000.0,254000000.0,4805000000.0,11136000000.0,4624000000.0,6512000000.0,,,,15941000000.0,7765000000.0,23706000000.0,23706000000.0,2022-12-31
-1602300000.0,0.21,8988000000.0,-7630000000.0,-7630000000.0,-68000000.0,1880000000.0,8395000000.0,1358000000.0,-522000000.0,20000000.0,215000000.0,235000000.0,5959700000.0,-68000000.0,17745000000.0,2634300000.0,2634300000.0,-0.03,-0.03,-68000000.0,-68000000.0,-68000000.0,-68000000.0,,-68000000.0,-669000000.0,-737000000.0,-7730000000.0,-100000000.0,-7530000000.0,7400000000.0,130000000.0,-100000000.0,20000000.0,215000000.0,235000000.0,7001000000.0,9350000000.0,3612000000.0,5738000000.0,5738000000.0,6138000000.0,-400000000.0,16351000000.0,8395000000.0,24746000000.0,24746000000.0,2023-03-31
-106478852.410529,0.239278,9487000000.0,-445000000.0,-445000000.0,5144000000.0,1934000000.0,8212000000.0,9042000000.0,7108000000.0,23000000.0,346000000.0,369000000.0,5482521147.589471,5144000000.0,18706000000.0,2625700000.0,2624489796.0,1.959097,1.96,5144000000.0,5144000000.0,5144000000.0,5144000000.0,,5144000000.0,1618000000.0,6762000000.0,-45000000.0,400000000.0,-445000000.0,300000000.0,145000000.0,,23000000.0,346000000.0,369000000.0,6824000000.0,10494000000.0,3829000000.0,6665000000.0,,,,17318000000.0,8212000000.0,25530000000.0,25530000000.0,2023-06-30
-219994632.930803,0.174046,8502000000.0,-1264000000.0,-1264000000.0,4309000000.0,1829000000.0,6606000000.0,7238000000.0,5409000000.0,182000000.0,192000000.0,374000000.0,5353005367.069197,26028000000.0,15453000000.0,2549700000.0,2407178000.0,10.21,10.808907,26028000000.0,26028000000.0,26028000000.0,26028000000.0,21719000000.0,4309000000.0,908000000.0,5217000000.0,-864000000.0,400000000.0,-264000000.0,106000000.0,158000000.0,-1000000000.0,182000000.0,192000000.0,374000000.0,5898000000.0,8847000000.0,3447000000.0,5400000000.0,,,,14745000000.0,6606000000.0,21351000000.0,21351000000.0,2023-09-30
-16393700.787402,0.143804,6934000000.0,-114000000.0,-114000000.0,4132000000.0,1843000000.0,6798000000.0,6820000000.0,4977000000.0,212000000.0,151000000.0,363000000.0,4229606299.212598,4049000000.0,17088000000.0,2430700000.0,2407200000.0,-0.03,-0.03,4049000000.0,4049000000.0,4049000000.0,4049000000.0,-83000000.0,4132000000.0,694000000.0,4826000000.0,286000000.0,400000000.0,-614000000.0,258000000.0,356000000.0,500000000.0,212000000.0,151000000.0,363000000.0,4307000000.0,10290000000.0,4480000000.0,5810000000.0,,,,14597000000.0,6798000000.0,21395000000.0,21395000000.0,2023-12-31
