treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_equity_adjustments,cash_equivalents,cash_financial
506246000.0,2613597000.0,3119843000.0,25532000000.0,39659000000.0,-16752000000.0,116463000000.0,-508000000.0,-16752000000.0,76804000000.0,103692000000.0,76804000000.0,,76804000000.0,-12967000000.0,41694000000.0,128345000000.0,3120000000.0,3120000000.0,0.0,110574000000.0,54772000000.0,10437000000.0,,6767000000.0,4306000000.0,6374000000.0,6374000000.0,26888000000.0,26888000000.0,55802000000.0,12771000000.0,12771000000.0,3328000000.0,39703000000.0,25873000000.0,13830000000.0,2127000000.0,2127000000.0,11703000000.0,187378000000.0,132084000000.0,9602000000.0,9123000000.0,9123000000.0,93556000000.0,48325000000.0,45231000000.0,19803000000.0,-29450000000.0,49253000000.0,4974000000.0,30431000000.0,12989000000.0,859000000.0,0.0,55294000000.0,,,,,12483000000.0,8713000000.0,1700000000.0,2070000000.0,19292000000.0,3132000000.0,16160000000.0,-203000000.0,16363000000.0,23519000000.0,9392000000.0,14127000000.0,2022-12-31,,,
521519000.0,2598324000.0,3119843000.0,33737000000.0,52907000000.0,-22154000000.0,123776000000.0,4015000000.0,-22154000000.0,70869000000.0,105797000000.0,70869000000.0,,70869000000.0,-12626000000.0,44183000000.0,124558000000.0,3120000000.0,3120000000.0,,125100000000.0,64727000000.0,14421000000.0,,6665000000.0,4296000000.0,4417000000.0,4417000000.0,34928000000.0,34928000000.0,60373000000.0,17979000000.0,17979000000.0,2231000000.0,40163000000.0,25988000000.0,14175000000.0,4266000000.0,4266000000.0,9909000000.0,195969000000.0,131581000000.0,9567000000.0,8817000000.0,8817000000.0,93023000000.0,47448000000.0,45575000000.0,20174000000.0,-30193000000.0,50367000000.0,,,,,,64388000000.0,2921000000.0,,7695000000.0,2921000000.0,12809000000.0,8676000000.0,1866000000.0,2267000000.0,16350000000.0,,16350000000.0,-207000000.0,16557000000.0,24613000000.0,5443000000.0,19170000000.0,2023-03-31,,,
521700000.0,2598143000.0,3119843000.0,24419000000.0,45602000000.0,-16537000000.0,120751000000.0,6397000000.0,-16537000000.0,75149000000.0,109050000000.0,76409000000.0,1260000000.0,75149000000.0,-13135000000.0,44217000000.0,129381000000.0,3120000000.0,3120000000.0,,115277000000.0,61107000000.0,14582000000.0,,6461000000.0,2536000000.0,3627000000.0,3627000000.0,33901000000.0,33901000000.0,54170000000.0,11701000000.0,11701000000.0,3062000000.0,39407000000.0,26277000000.0,13130000000.0,2687000000.0,2687000000.0,10443000000.0,191686000000.0,131119000000.0,10078000000.0,8779000000.0,8779000000.0,91686000000.0,46246000000.0,45440000000.0,20576000000.0,-30642000000.0,51218000000.0,,,,,,60567000000.0,2397000000.0,,,2397000000.0,12888000000.0,8525000000.0,1944000000.0,2419000000.0,16777000000.0,,16777000000.0,-205000000.0,16982000000.0,28505000000.0,7322000000.0,21183000000.0,2023-06-30,,,
712665000.0,2407178000.0,3119843000.0,10193000000.0,29921000000.0,83000000.0,101149000000.0,9333000000.0,83000000.0,71228000000.0,97279000000.0,71228000000.0,,71228000000.0,-8780000000.0,75648000000.0,152536000000.0,3120000000.0,3120000000.0,,94833000000.0,50463000000.0,13562000000.0,0.0,5687000000.0,2540000000.0,2623000000.0,2623000000.0,26051000000.0,26051000000.0,44370000000.0,3870000000.0,3870000000.0,3337000000.0,37163000000.0,25909000000.0,11254000000.0,2899000000.0,2899000000.0,8355000000.0,166061000000.0,112358000000.0,13133000000.0,9259000000.0,9259000000.0,71145000000.0,35021000000.0,36124000000.0,18821000000.0,-26805000000.0,45626000000.0,,,,,,53703000000.0,4196000000.0,0.0,,4196000000.0,11198000000.0,7004000000.0,1961000000.0,2233000000.0,14798000000.0,,14798000000.0,-160000000.0,14958000000.0,23511000000.0,3783000000.0,19728000000.0,2023-09-30,,,
712765000.0,2407078000.0,3119843000.0,7473000000.0,29332000000.0,-1959000000.0,98106000000.0,7213000000.0,-1959000000.0,68774000000.0,94655000000.0,68774000000.0,,68774000000.0,-12527000000.0,75662000000.0,153843000000.0,3120000000.0,3120000000.0,0.0,98784000000.0,52502000000.0,13398000000.0,0.0,7149000000.0,2881000000.0,3193000000.0,3193000000.0,25881000000.0,25881000000.0,46282000000.0,3451000000.0,3451000000.0,3993000000.0,38838000000.0,26213000000.0,12625000000.0,2993000000.0,2993000000.0,9632000000.0,167558000000.0,114063000000.0,14153000000.0,9279000000.0,9279000000.0,70733000000.0,34175000000.0,36558000000.0,19898000000.0,-27878000000.0,47776000000.0,5627000000.0,28979000000.0,12375000000.0,795000000.0,0.0,53495000000.0,,0.0,,,11181000000.0,6874000000.0,1952000000.0,2355000000.0,19387000000.0,4514000000.0,14873000000.0,-166000000.0,15039000000.0,22927000000.0,1068000000.0,21859000000.0,2023-12-31,-12527000000.0,18519000000.0,3340000000.0
