tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,total_revenue,operating_revenue,date
0.0,0.201939,494000000.0,-29000000.0,681000000.0,-62000000.0,62000000.0,-56000000.0,494000000.0,494000000.0,2998000000.0,111400000.0,108900000.0,4.43,4.54,494000000.0,494000000.0,494000000.0,494000000.0,494000000.0,125000000.0,619000000.0,126000000.0,-62000000.0,62000000.0,2152000000.0,1195000000.0,957000000.0,957000000.0,3617000000.0,3617000000.0,2022-12-31
0.0,0.159,417000000.0,-35000000.0,568000000.0,-72000000.0,72000000.0,-103000000.0,417000000.0,417000000.0,3246000000.0,110000000.0,107900000.0,3.79,3.86,417000000.0,417000000.0,417000000.0,417000000.0,417000000.0,79000000.0,496000000.0,131000000.0,-72000000.0,72000000.0,2163000000.0,1226000000.0,937000000.0,937000000.0,3742000000.0,3742000000.0,2023-03-31
0.0,0.211,890000000.0,-35000000.0,1211000000.0,-84000000.0,84000000.0,-131000000.0,890000000.0,890000000.0,2749000000.0,108400000.0,106400000.0,8.21,8.36,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,237000000.0,1127000000.0,132000000.0,-84000000.0,84000000.0,2215000000.0,1248000000.0,967000000.0,967000000.0,3876000000.0,3876000000.0,2023-06-30
0.0,0.218,872000000.0,-44000000.0,1201000000.0,-84000000.0,84000000.0,-151000000.0,872000000.0,872000000.0,2808000000.0,107100000.0,104900000.0,8.14,8.31,872000000.0,872000000.0,872000000.0,872000000.0,872000000.0,245000000.0,1117000000.0,127000000.0,-84000000.0,84000000.0,2247000000.0,1297000000.0,950000000.0,950000000.0,3925000000.0,3925000000.0,2023-09-30
0.0,0.236842,377000000.0,-40000000.0,578000000.0,-84000000.0,84000000.0,-176000000.0,377000000.0,377000000.0,3498000000.0,105700000.0,103500000.0,3.57,3.64,377000000.0,377000000.0,377000000.0,377000000.0,377000000.0,117000000.0,494000000.0,123000000.0,-84000000.0,84000000.0,2324000000.0,1307000000.0,1017000000.0,1017000000.0,3992000000.0,3992000000.0,2023-12-31
