treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,total_assets,investments_and_advances,receivables,other_receivables,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,current_notes_payable
230585072.0,105278990.0,335864062.0,5385000000.0,3613000000.0,8968000000.0,3613000000.0,30000000.0,3613000000.0,8767000000.0,3613000000.0,3613000000.0,-2349000000.0,-2349000000.0,23089000000.0,19531000000.0,9517000000.0,3000000.0,3000000.0,154855000000.0,,,5184000000.0,30000000.0,5154000000.0,201000000.0,201000000.0,201000000.0,2242000000.0,158468000000.0,40849000000.0,15799000000.0,20000000.0,2316000000.0,15779000000.0,47908000000.0,40811000000.0,7097000000.0,2022-12-31,
231974515.0,104356434.0,336330949.0,6128000000.0,4144000000.0,10244000000.0,4144000000.0,28000000.0,4144000000.0,10043000000.0,4144000000.0,4144000000.0,-1985000000.0,-1985000000.0,23683000000.0,20197000000.0,9612000000.0,3000000.0,3000000.0,162496000000.0,,,5927000000.0,28000000.0,5899000000.0,201000000.0,201000000.0,201000000.0,2027000000.0,166640000000.0,44921000000.0,15401000000.0,23000000.0,2256000000.0,15378000000.0,53431000000.0,44883000000.0,8548000000.0,2023-03-31,
233590431.0,102793359.0,336383790.0,6022000000.0,4080000000.0,10079000000.0,4080000000.0,23000000.0,4080000000.0,9878000000.0,4080000000.0,4080000000.0,-2349000000.0,-2349000000.0,24185000000.0,20941000000.0,9670000000.0,3000000.0,3000000.0,165701000000.0,,,5821000000.0,23000000.0,5798000000.0,201000000.0,201000000.0,201000000.0,2195000000.0,169781000000.0,47631000000.0,15091000000.0,27000000.0,2147000000.0,15064000000.0,55065000000.0,47587000000.0,7478000000.0,2023-06-30,
235229154.0,101381266.0,336610420.0,5980000000.0,3825000000.0,9783000000.0,3825000000.0,22000000.0,3825000000.0,9582000000.0,3825000000.0,3825000000.0,-2840000000.0,-2840000000.0,24752000000.0,21670000000.0,9744000000.0,3000000.0,3000000.0,161311000000.0,36109000000.0,36109000000.0,5779000000.0,22000000.0,5757000000.0,201000000.0,201000000.0,201000000.0,2307000000.0,165136000000.0,48238000000.0,14829000000.0,29000000.0,2121000000.0,14800000000.0,55294000000.0,48193000000.0,7101000000.0,2023-09-30,
236607681.0,100173212.0,336780893.0,5755000000.0,4729000000.0,10464000000.0,4729000000.0,20000000.0,4729000000.0,9713000000.0,4729000000.0,4729000000.0,-1766000000.0,-1766000000.0,25237000000.0,21905000000.0,9824000000.0,3000000.0,3000000.0,170462000000.0,,,5004000000.0,20000000.0,4984000000.0,751000000.0,751000000.0,201000000.0,2603000000.0,175191000000.0,51607000000.0,15106000000.0,28000000.0,2054000000.0,15078000000.0,59126000000.0,51562000000.0,7564000000.0,2023-12-31,550000000.0
