free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_and_amortization,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1161000000.0,-488000000.0,-6000000.0,0.0,-56000000.0,89000000.0,133000000.0,8755000000.0,9615000000.0,48000000.0,-908000000.0,2217000000.0,2217000000.0,2844000000.0,-133000000.0,-133000000.0,-488000000.0,-488000000.0,-6000000.0,-6000000.0,-6000000.0,0.0,-4342000000.0,-4342000000.0,128000000.0,-4363000000.0,2451000000.0,-6814000000.0,-49000000.0,149000000.0,-198000000.0,-56000000.0,-56000000.0,1217000000.0,1217000000.0,850000000.0,20000000.0,195000000.0,176000000.0,5000000.0,43000000.0,-181000000.0,-181000000.0,-29000000.0,-29000000.0,35000000.0,23000000.0,12000000.0,494000000.0,2022-12-31
1015000000.0,-617000000.0,-33000000.0,741000000.0,-41000000.0,156000000.0,33000000.0,9838000000.0,8755000000.0,11000000.0,1072000000.0,3162000000.0,3162000000.0,3205000000.0,-134000000.0,-134000000.0,-617000000.0,-617000000.0,708000000.0,708000000.0,-33000000.0,741000000.0,-3146000000.0,-3146000000.0,195000000.0,-3349000000.0,1832000000.0,-5181000000.0,60000000.0,182000000.0,-122000000.0,-41000000.0,-41000000.0,1056000000.0,1056000000.0,670000000.0,-26000000.0,-219000000.0,256000000.0,5000000.0,46000000.0,-48000000.0,-48000000.0,-35000000.0,-35000000.0,1000000.0,17000000.0,-16000000.0,417000000.0,2023-03-31
518000000.0,-498000000.0,-67000000.0,0.0,-43000000.0,212000000.0,651000000.0,8732000000.0,9838000000.0,17000000.0,-1123000000.0,1190000000.0,1190000000.0,1896000000.0,-141000000.0,-141000000.0,-498000000.0,-498000000.0,-67000000.0,-67000000.0,-67000000.0,0.0,-2874000000.0,-2874000000.0,170000000.0,-2997000000.0,3019000000.0,-6016000000.0,33000000.0,166000000.0,-133000000.0,-43000000.0,-43000000.0,561000000.0,561000000.0,-446000000.0,-1018000000.0,166000000.0,223000000.0,-14000000.0,46000000.0,108000000.0,108000000.0,-35000000.0,,12000000.0,13000000.0,-1000000.0,890000000.0,2023-06-30
875000000.0,-545000000.0,-105000000.0,0.0,-50000000.0,202000000.0,112000000.0,7991000000.0,8732000000.0,-22000000.0,-719000000.0,-322000000.0,-322000000.0,467000000.0,-139000000.0,-139000000.0,-545000000.0,-545000000.0,-105000000.0,-105000000.0,-105000000.0,0.0,-1322000000.0,-1322000000.0,143000000.0,-1436000000.0,2693000000.0,-4129000000.0,52000000.0,144000000.0,-92000000.0,-50000000.0,-50000000.0,925000000.0,925000000.0,-54000000.0,265000000.0,117000000.0,-155000000.0,-6000000.0,46000000.0,46000000.0,46000000.0,-44000000.0,,65000000.0,7000000.0,58000000.0,872000000.0,2023-09-30
2093000000.0,-467000000.0,-830000000.0,594000000.0,-50000000.0,289000000.0,240000000.0,8620000000.0,7991000000.0,25000000.0,604000000.0,381000000.0,381000000.0,1220000000.0,-136000000.0,-136000000.0,-467000000.0,-467000000.0,-236000000.0,-236000000.0,-830000000.0,594000000.0,-1920000000.0,-1920000000.0,47000000.0,-1935000000.0,2608000000.0,-4543000000.0,71000000.0,151000000.0,-80000000.0,-50000000.0,-50000000.0,2143000000.0,2143000000.0,1836000000.0,-191000000.0,290000000.0,-48000000.0,-1000000.0,49000000.0,-88000000.0,-88000000.0,-40000000.0,,10000000.0,13000000.0,-3000000.0,377000000.0,2023-12-31
