tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
12591.632538,0.024308,-509448000.0,518000.0,518000.0,-557001000.0,40348000.0,82991000.0,-508930000.0,-549278000.0,-21600000.0,21600000.0,-557506408.367462,-557001000.0,1184498000.0,-554872000.0,,,,,-557836000.0,-835000.0,-557001000.0,0.0,-557001000.0,-557001000.0,-557001000.0,-13877000.0,-570878000.0,6112000.0,5594000.0,518000.0,,,-518000.0,,-21600000.0,21600000.0,-555390000.0,1101507000.0,40619000.0,590103000.0,470785000.0,93103000.0,377682000.0,377682000.0,,546117000.0,82991000.0,629108000.0,604946000.0,2022-12-31
-30342690.0,0.21,41557000.0,-144489000.0,-144489000.0,-78896000.0,41208000.0,96369000.0,-102932000.0,-144140000.0,-21536000.0,21536000.0,35250310.0,-78896000.0,751915000.0,-123875000.0,231489000.0,231489000.0,-0.34,-0.34,-78896000.0,,-78896000.0,,-78896000.0,-78896000.0,-78896000.0,-86780000.0,-165676000.0,-164754000.0,-20265000.0,-144489000.0,,,144489000.0,,-21536000.0,21536000.0,20614000.0,655546000.0,-15222000.0,358031000.0,312737000.0,63976000.0,248761000.0,248761000.0,,676160000.0,96369000.0,772529000.0,736398000.0,2023-03-31
217350.0,0.21,-21064000.0,1035000.0,1035000.0,-97405000.0,36982000.0,108200000.0,-20029000.0,-57011000.0,-21672000.0,21672000.0,-98222650.0,-97405000.0,782521000.0,-73575000.0,234641000.0,234614000.0,-0.42,-0.42,-97601000.0,-196000.0,-97405000.0,,-97405000.0,-97405000.0,-97405000.0,18722000.0,-78683000.0,17599000.0,16564000.0,1035000.0,,,-1035000.0,,-21672000.0,21672000.0,-74610000.0,674321000.0,10813000.0,320667000.0,342841000.0,83853000.0,258988000.0,258988000.0,,599711000.0,108200000.0,707911000.0,662500000.0,2023-06-30
28494690.0,0.21,-48240000.0,135689000.0,135689000.0,-2265000.0,31967000.0,90577000.0,87449000.0,55482000.0,-20821000.0,20821000.0,-109459310.0,-2265000.0,759965000.0,-79825000.0,237270000.0,237270000.0,-0.01,-0.01,-2265000.0,0.0,-2265000.0,,-2265000.0,-2265000.0,-2265000.0,36926000.0,34661000.0,141299000.0,5610000.0,75271000.0,-81591000.0,7180000.0,-860000.0,60418000.0,-20821000.0,20821000.0,-85817000.0,669388000.0,15824000.0,322756000.0,330808000.0,40026000.0,290782000.0,118361000.0,172421000.0,583571000.0,90577000.0,674148000.0,623004000.0,2023-09-30
9949800.0,0.21,133695000.0,47380000.0,47380000.0,273437000.0,29485000.0,125559000.0,181075000.0,151590000.0,-18737000.0,18737000.0,236006800.0,273437000.0,881280000.0,115613000.0,,,,,273317000.0,-1000.0,273318000.0,,273437000.0,273437000.0,273437000.0,-140584000.0,132853000.0,79075000.0,31695000.0,69701000.0,-17937000.0,-51764000.0,0.0,-22321000.0,-18737000.0,18737000.0,72515000.0,755721000.0,45400000.0,323087000.0,387234000.0,72299000.0,314935000.0,165094000.0,149841000.0,828236000.0,125559000.0,953795000.0,904638000.0,2023-12-31
