ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,other_investments,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accrued_interest_receivable,loans_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,preferred_securities_outside_stock_equity,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable
230866000.0,230866000.0,3489745000.0,4245222000.0,8868524000.0,5632922000.0,4245222000.0,75778000.0,5454557000.0,8848005000.0,5454557000.0,5454557000.0,-38606000.0,-38606000.0,1725475000.0,3767686000.0,2000.0,2000.0,84270316000.0,3455023000.0,19531000.0,3435492000.0,42044000.0,3393448000.0,80815293000.0,151505000.0,80242775000.0,80242775000.0,54253000.0,33734000.0,20519000.0,20519000.0,366760000.0,192663000.0,174097000.0,112520000.0,5534000.0,5534000.0,56043000.0,89724873000.0,3276658000.0,17257000.0,10989000.0,1046791000.0,1046791000.0,751076000.0,751076000.0,17257000.0,1209335000.0,135429000.0,1073906000.0,241210000.0,-85015000.0,326225000.0,45099000.0,163000.0,69357000.0,211606000.0,0.0,86448215000.0,18837000.0,80580187000.0,98204000.0,464817000.0,-11500000.0,,60441000.0,223413000.0,184029000.0,8434000.0,5286170000.0,861149000.0,4425021000.0,2022-12-31,,,,
234495000.0,234495000.0,3419678000.0,4405584000.0,9070559000.0,5641122000.0,4405584000.0,24065000.0,5674946000.0,9070559000.0,5674946000.0,5674946000.0,-28409000.0,-28409000.0,1646579000.0,4056774000.0,2000.0,2000.0,133626913000.0,3424090000.0,17188000.0,3406902000.0,11289000.0,3395613000.0,130202823000.0,167823000.0,129723547000.0,129723547000.0,12776000.0,12776000.0,,,298677000.0,202872000.0,95805000.0,66679000.0,5432000.0,5432000.0,23694000.0,139301859000.0,3457914000.0,,9452000.0,1138532000.0,1138532000.0,828861000.0,817669000.0,11192000.0,1269362000.0,129692000.0,1139670000.0,211707000.0,,211707000.0,,,211707000.0,,,135843945000.0,31881000.0,129834270000.0,108183000.0,548351000.0,-14393000.0,84739000.0,67947000.0,,193670000.0,216388000.0,5321260000.0,302851000.0,5018409000.0,2023-03-31,,,,
236888000.0,236888000.0,3355218000.0,4506899000.0,9088960000.0,5723219000.0,4506899000.0,20961000.0,5754703000.0,9088960000.0,5754703000.0,5754703000.0,-33792000.0,-33792000.0,1549174000.0,4239319000.0,2000.0,2000.0,131895872000.0,3357120000.0,14252000.0,3342868000.0,8611000.0,3334257000.0,128538752000.0,144503000.0,128091665000.0,128091665000.0,12350000.0,12350000.0,,,290234000.0,195244000.0,94990000.0,64167000.0,2840000.0,2840000.0,27983000.0,137650575000.0,3388604000.0,7570000.0,11523000.0,1127318000.0,1127318000.0,790133000.0,790133000.0,,1247804000.0,108134000.0,1139670000.0,204256000.0,,204256000.0,,,204256000.0,,,134261971000.0,15265000.0,128191771000.0,80725000.0,491969000.0,-13309000.0,38920000.0,64759000.0,,170550000.0,231049000.0,5482241000.0,315508000.0,5166733000.0,2023-06-30,,,,
239169000.0,239169000.0,3094304000.0,4686520000.0,8997724000.0,5620436000.0,4686520000.0,17705000.0,5921125000.0,8997724000.0,5921125000.0,5921125000.0,-44113000.0,-44113000.0,1546909000.0,4418327000.0,2000.0,2000.0,121384470000.0,3085684000.0,3395000.0,3082289000.0,5690000.0,3076599000.0,118298786000.0,109255000.0,117766398000.0,117766398000.0,12015000.0,12015000.0,,,411118000.0,299958000.0,111160000.0,59753000.0,14663000.0,14663000.0,36744000.0,127305595000.0,3386373000.0,2791000.0,12238000.0,1105992000.0,1105992000.0,813061000.0,813061000.0,,1234605000.0,94935000.0,1139670000.0,217686000.0,,217686000.0,,,217686000.0,,,123919222000.0,19532000.0,117842798000.0,88101000.0,467193000.0,-21856000.0,53211000.0,69727000.0,,273445000.0,92666000.0,5501598000.0,400799000.0,5100799000.0,2023-09-30,,,,
242048000.0,242048000.0,2994680000.0,5055557000.0,9261606000.0,5752400000.0,5055557000.0,14723000.0,6281649000.0,9261606000.0,6281649000.0,6281649000.0,-30270000.0,-30270000.0,1820346000.0,4491571000.0,2000.0,2000.0,200701304000.0,2987173000.0,3395000.0,2983778000.0,3821000.0,2979957000.0,197714131000.0,62980000.0,197153905000.0,197153905000.0,10902000.0,10902000.0,,,486344000.0,314554000.0,171790000.0,115130000.0,17366000.0,17366000.0,39294000.0,206982953000.0,3516422000.0,3590000.0,16250000.0,1272233000.0,1272233000.0,792970000.0,792970000.0,,1226092000.0,86422000.0,1139670000.0,205287000.0,-120727000.0,326014000.0,17131000.0,,12737000.0,296146000.0,0.0,203466531000.0,16191000.0,197229968000.0,79552000.0,425441000.0,,,63726000.0,,193425000.0,168290000.0,5715379000.0,576028000.0,5139351000.0,2023-12-31,0.0,0.0,-22559000.0,190849000.0
