free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,unrealized_gain_loss_on_investment_securities
3219464000.0,-21073000.0,41556000.0,-12393000.0,38769000.0,18126000.0,9429646000.0,11620802000.0,213004000.0,-2404160000.0,-5609893000.0,-5609893000.0,-5645679000.0,15303000.0,20483000.0,20483000.0,-21073000.0,41556000.0,0.0,,0.0,-26124000.0,-26124000.0,-23231000.0,9417000.0,75092000.0,-65675000.0,0.0,0.0,0.0,897000.0,83000.0,814000.0,-13207000.0,3231857000.0,3231857000.0,3402530000.0,,4317000.0,-425864000.0,-6055000.0,-6055000.0,-6055000.0,,-171328000.0,-34454000.0,430745000.0,-5452000.0,116206000.0,-23810000.0,-23810000.0,40348000.0,40348000.0,-137255000.0,26540000.0,-163737000.0,-58000.0,-557001000.0,2022-12-31,
447847000.0,-52122000.0,31640000.0,-15231000.0,74000.0,5322000.0,10338150000.0,9429646000.0,11377000.0,897127000.0,460129000.0,460129000.0,467176000.0,13435000.0,-20482000.0,-20482000.0,-52122000.0,31640000.0,,,,-26080000.0,-26080000.0,7195000.0,12686000.0,111705000.0,-99019000.0,-30730000.0,,,-50000.0,,-50000.0,-15181000.0,463078000.0,463078000.0,315327000.0,-7608000.0,-44184000.0,482411000.0,-32904000.0,-32904000.0,-32904000.0,-15262000.0,-67126000.0,-27979000.0,282902000.0,2893000.0,39470000.0,-84169000.0,-84169000.0,41208000.0,41208000.0,-27678000.0,-44570000.0,8428000.0,8464000.0,-78896000.0,2023-03-31,
135389000.0,-45469000.0,0.0,-15735000.0,38610000.0,5347000.0,8884461000.0,10338150000.0,-15747000.0,-1437942000.0,-1602392000.0,-1602392000.0,-1569122000.0,12199000.0,-45469000.0,0.0,0.0,0.0,,,,13326000.0,13326000.0,-304000.0,29262000.0,77454000.0,-48192000.0,0.0,,,-226000.0,,-329000.0,-15406000.0,151124000.0,151124000.0,11517000.0,596000.0,-7961000.0,57344000.0,4409000.0,4409000.0,4409000.0,-73418000.0,30547000.0,-10628000.0,199772000.0,-1084000.0,31202000.0,12734000.0,12734000.0,36982000.0,36982000.0,-31966000.0,-21388000.0,8007000.0,-730000.0,-97405000.0,2023-06-30,
292730000.0,-177195000.0,0.0,-21205000.0,4229000.0,9007000.0,8511185000.0,8884461000.0,-22983000.0,-350293000.0,-591865000.0,-591865000.0,-430943000.0,16273000.0,-177195000.0,0.0,0.0,0.0,-177195000.0,-177195000.0,,-72363000.0,-72363000.0,-75065000.0,23735000.0,79149000.0,-55414000.0,0.0,,,18000.0,172000.0,-154000.0,-21051000.0,313935000.0,313935000.0,187706000.0,6855000.0,46363000.0,-53783000.0,9750000.0,9750000.0,9750000.0,60625000.0,117896000.0,-31176000.0,218153000.0,8547000.0,25610000.0,21218000.0,21218000.0,31967000.0,31967000.0,-145825000.0,-64946000.0,879000.0,-167000.0,-2265000.0,2023-09-30,
-16217000.0,-80869000.0,0.0,-11031000.0,33229000.0,19446000.0,9555429000.0,8511185000.0,36125000.0,1008119000.0,922796000.0,922796000.0,981331000.0,22334000.0,-80869000.0,0.0,0.0,0.0,-80869000.0,-80869000.0,,90509000.0,90509000.0,38701000.0,63114000.0,193017000.0,-129903000.0,0.0,,,,,,-11564000.0,-5186000.0,-5186000.0,-188344000.0,326363000.0,,,,,,,,-35430000.0,163883000.0,703000.0,48669000.0,-166117000.0,-166117000.0,29485000.0,29485000.0,-96488000.0,-70860000.0,-124000.0,,273437000.0,2023-12-31,-34984000.0
