free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
2582000000.0,-725000000.0,-3672000000.0,0.0,-1342000000.0,348000000.0,1525000000.0,1980000000.0,4659000000.0,-25000000.0,-2654000000.0,-5028000000.0,-5028000000.0,-2000000.0,34000000.0,-700000000.0,-700000000.0,-725000000.0,-725000000.0,-3635000000.0,37000000.0,,-3672000000.0,-3672000000.0,0.0,-1550000000.0,-1550000000.0,-165000000.0,-43000000.0,,,-1342000000.0,3924000000.0,3924000000.0,-265000000.0,71000000.0,167000000.0,-27000000.0,-52000000.0,-52000000.0,1465000000.0,-176000000.0,-200000000.0,2741000000.0,2022-12-31
-89000000.0,-874000000.0,-87000000.0,,-1128000000.0,159000000.0,1231000000.0,1128000000.0,1980000000.0,7000000.0,-859000000.0,-657000000.0,-657000000.0,-4000000.0,36000000.0,-690000000.0,-690000000.0,-874000000.0,-874000000.0,875000000.0,962000000.0,,-87000000.0,-87000000.0,,-1241000000.0,-1241000000.0,618000000.0,-19000000.0,-712000000.0,-712000000.0,-1128000000.0,1039000000.0,1039000000.0,-1963000000.0,-6000000.0,-203000000.0,30000000.0,-76000000.0,-76000000.0,1516000000.0,-311000000.0,3000000.0,2052000000.0,2023-03-31
1124000000.0,-684000000.0,-82000000.0,446000000.0,-1679000000.0,303000000.0,645000000.0,2610000000.0,1128000000.0,-71000000.0,1553000000.0,-983000000.0,-983000000.0,-4000000.0,20000000.0,-679000000.0,-679000000.0,-684000000.0,-684000000.0,364000000.0,446000000.0,446000000.0,-82000000.0,-82000000.0,,-267000000.0,-267000000.0,1440000000.0,-28000000.0,0.0,0.0,-1679000000.0,2803000000.0,2803000000.0,148000000.0,87000000.0,19000000.0,46000000.0,-77000000.0,-77000000.0,1577000000.0,-876000000.0,-244000000.0,1879000000.0,2023-06-30
2607000000.0,-300000000.0,-84000000.0,,-1577000000.0,162000000.0,539000000.0,2432000000.0,2610000000.0,11000000.0,-189000000.0,-2726000000.0,-2726000000.0,-4000000.0,99000000.0,-676000000.0,-676000000.0,-300000000.0,-300000000.0,-1845000000.0,-1761000000.0,,-84000000.0,-84000000.0,,-1647000000.0,-1647000000.0,-58000000.0,-12000000.0,0.0,0.0,-1577000000.0,4184000000.0,4184000000.0,550000000.0,91000000.0,224000000.0,15000000.0,-191000000.0,-191000000.0,1744000000.0,207000000.0,256000000.0,1544000000.0,2023-09-30
2766000000.0,-375000000.0,-83000000.0,,-1552000000.0,263000000.0,189000000.0,1729000000.0,2432000000.0,-41000000.0,-662000000.0,-1624000000.0,-1624000000.0,-4000000.0,32000000.0,-704000000.0,-704000000.0,-375000000.0,-375000000.0,-573000000.0,-1990000000.0,,1417000000.0,-83000000.0,,-3356000000.0,-3356000000.0,-98000000.0,-24000000.0,-1682000000.0,-1682000000.0,-1552000000.0,4318000000.0,4318000000.0,284000000.0,-1064000000.0,68000000.0,-96000000.0,904000000.0,904000000.0,1598000000.0,-196000000.0,-199000000.0,2820000000.0,2023-12-31
