treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,current_provisions,payables_and_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,hedging_assets_current,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
60200000.0,4499800000.0,4560000000.0,8602000000.0,25784000000.0,32070000000.0,104741000000.0,-12746000000.0,32070000000.0,4529000000.0,83486000000.0,104261000000.0,83486000000.0,83486000000.0,2449000000.0,2449000000.0,6000000.0,80587000000.0,456000000.0,456000000.0,157771000000.0,36831000000.0,100000000.0,762000000.0,762000000.0,7061000000.0,7061000000.0,24318000000.0,3543000000.0,20775000000.0,4590000000.0,120940000000.0,26509000000.0,1466000000.0,986000000.0,480000000.0,,480000000.0,0.0,70287000000.0,22678000000.0,22678000000.0,7091000000.0,15587000000.0,241257000000.0,133063000000.0,13427000000.0,13427000000.0,206000000.0,1343000000.0,1016000000.0,1016000000.0,327000000.0,327000000.0,51416000000.0,46324000000.0,5092000000.0,66671000000.0,-44755000000.0,111426000000.0,22361000000.0,8114000000.0,37548000000.0,43403000000.0,108194000000.0,2727000000.0,24388000000.0,-1715000000.0,6038000000.0,13673000000.0,6392000000.0,57505000000.0,6005000000.0,940000000.0,50560000000.0,-1520000000.0,52080000000.0,23574000000.0,10921000000.0,12653000000.0,12653000000.0,2022-12-31
62045568.0,4497954432.0,4560000000.0,10582000000.0,25518000000.0,29385000000.0,105392000000.0,-18018000000.0,29385000000.0,,79874000000.0,104141000000.0,79874000000.0,79874000000.0,2354000000.0,2354000000.0,6000000.0,77070000000.0,456000000.0,456000000.0,170151000000.0,38190000000.0,322000000.0,682000000.0,682000000.0,7875000000.0,7875000000.0,24267000000.0,,24267000000.0,5044000000.0,131961000000.0,26642000000.0,1251000000.0,,1251000000.0,1251000000.0,,,87956000000.0,16112000000.0,16112000000.0,6062000000.0,10050000000.0,250025000000.0,136082000000.0,14080000000.0,14080000000.0,288000000.0,1211000000.0,941000000.0,941000000.0,270000000.0,270000000.0,50489000000.0,,,70014000000.0,,,,,,,113943000000.0,2636000000.0,25615000000.0,,,,,57921000000.0,6286000000.0,1133000000.0,50502000000.0,,,27771000000.0,12835000000.0,14936000000.0,14936000000.0,2023-03-31
27781064.0,4482218936.0,4510000000.0,4130000000.0,25704000000.0,39724000000.0,116177000000.0,-19067000000.0,39724000000.0,,90473000000.0,109888000000.0,90473000000.0,90473000000.0,1907000000.0,1907000000.0,3000000.0,88118000000.0,451000000.0,451000000.0,190280000000.0,33662000000.0,193000000.0,699000000.0,699000000.0,7627000000.0,7627000000.0,19415000000.0,,19415000000.0,5728000000.0,156618000000.0,24066000000.0,6289000000.0,,6289000000.0,6289000000.0,,,98858000000.0,27405000000.0,27405000000.0,9617000000.0,17788000000.0,280753000000.0,143202000000.0,15612000000.0,15612000000.0,338000000.0,1479000000.0,1209000000.0,1209000000.0,270000000.0,270000000.0,50749000000.0,,,75024000000.0,,,,,,,137551000000.0,2602000000.0,28020000000.0,,,,,70521000000.0,6448000000.0,2779000000.0,61294000000.0,,,36408000000.0,14834000000.0,21574000000.0,21574000000.0,2023-06-30
38001846.0,4471998154.0,4510000000.0,,26537000000.0,37265000000.0,119528000000.0,-30353000000.0,37265000000.0,,92991000000.0,112915000000.0,92991000000.0,92991000000.0,810000000.0,810000000.0,5000000.0,91735000000.0,451000000.0,451000000.0,207110000000.0,34558000000.0,199000000.0,613000000.0,613000000.0,7885000000.0,7885000000.0,19924000000.0,,19924000000.0,5937000000.0,172552000000.0,28693000000.0,6613000000.0,,6613000000.0,6613000000.0,,,104843000000.0,32403000000.0,32403000000.0,12297000000.0,20106000000.0,300101000000.0,157902000000.0,18814000000.0,18814000000.0,430000000.0,1471000000.0,1202000000.0,1202000000.0,269000000.0,269000000.0,55726000000.0,,,81461000000.0,,,,,,,142199000000.0,3106000000.0,29534000000.0,,,,,61964000000.0,7837000000.0,1525000000.0,52602000000.0,,,47595000000.0,17451000000.0,30144000000.0,30144000000.0,2023-09-30
51712054.0,4458287946.0,4510000000.0,6888000000.0,27006000000.0,46155000000.0,127841000000.0,-30009000000.0,46155000000.0,5726000000.0,106561000000.0,122537000000.0,106561000000.0,106561000000.0,1276000000.0,1276000000.0,5000000.0,104839000000.0,451000000.0,451000000.0,207925000000.0,38270000000.0,189000000.0,742000000.0,742000000.0,10162000000.0,10162000000.0,20528000000.0,4552000000.0,15976000000.0,6649000000.0,169655000000.0,29977000000.0,6478000000.0,1174000000.0,5304000000.0,4848000000.0,456000000.0,,100478000000.0,32722000000.0,32722000000.0,7116000000.0,25606000000.0,314486000000.0,174840000000.0,20380000000.0,20380000000.0,1430000000.0,1663000000.0,1253000000.0,1253000000.0,410000000.0,410000000.0,60406000000.0,55942000000.0,4464000000.0,90961000000.0,-47622000000.0,138583000000.0,39663000000.0,8979000000.0,40951000000.0,48990000000.0,139646000000.0,2344000000.0,31811000000.0,-2514000000.0,7224000000.0,17601000000.0,9500000000.0,75261000000.0,8068000000.0,2423000000.0,64770000000.0,-1794000000.0,66564000000.0,30230000000.0,15838000000.0,14392000000.0,14392000000.0,2023-12-31
