free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
331000000.0,-486000000.0,-21000000.0,279000000.0,-121000000.0,647000000.0,663000000.0,17000000.0,-33000000.0,-395000000.0,-395000000.0,-7000000.0,-160000000.0,-160000000.0,-486000000.0,-486000000.0,258000000.0,,,-21000000.0,-21000000.0,0.0,-90000000.0,-90000000.0,9000000.0,22000000.0,22000000.0,-121000000.0,452000000.0,452000000.0,76000000.0,130000000.0,130000000.0,110000000.0,20000000.0,20000000.0,4000000.0,-58000000.0,-5000000.0,20000000.0,-58000000.0,-58000000.0,42000000.0,42000000.0,-4000000.0,-12000000.0,371000000.0,2022-12-31
287000000.0,-50000000.0,-105000000.0,,-62000000.0,609000000.0,647000000.0,3000000.0,-41000000.0,-334000000.0,-334000000.0,-10000000.0,-169000000.0,-169000000.0,-50000000.0,-50000000.0,-105000000.0,-85000000.0,-85000000.0,-20000000.0,-20000000.0,,-56000000.0,-56000000.0,1000000.0,5000000.0,5000000.0,-62000000.0,349000000.0,349000000.0,-57000000.0,-73000000.0,-73000000.0,-101000000.0,28000000.0,28000000.0,-7000000.0,23000000.0,36000000.0,25000000.0,-4000000.0,-4000000.0,29000000.0,29000000.0,20000000.0,-4000000.0,300000000.0,2023-03-31
269000000.0,0.0,65000000.0,,-60000000.0,659000000.0,609000000.0,3000000.0,47000000.0,-364000000.0,-364000000.0,-10000000.0,-170000000.0,-170000000.0,0.0,0.0,-184000000.0,-164000000.0,,-20000000.0,-20000000.0,,82000000.0,82000000.0,-5000000.0,147000000.0,147000000.0,-60000000.0,329000000.0,329000000.0,-71000000.0,-15000000.0,-15000000.0,-6000000.0,-9000000.0,-9000000.0,-12000000.0,-44000000.0,37000000.0,22000000.0,-69000000.0,-69000000.0,38000000.0,38000000.0,-46000000.0,-17000000.0,418000000.0,2023-06-30
420000000.0,0.0,-299000000.0,0.0,-57000000.0,875000000.0,659000000.0,-8000000.0,224000000.0,-223000000.0,-223000000.0,-4000000.0,-169000000.0,-169000000.0,0.0,0.0,-50000000.0,-30000000.0,,-20000000.0,-20000000.0,0.0,-30000000.0,-30000000.0,1000000.0,26000000.0,26000000.0,-57000000.0,477000000.0,477000000.0,43000000.0,32000000.0,32000000.0,55000000.0,-23000000.0,-23000000.0,3000000.0,8000000.0,14000000.0,22000000.0,-20000000.0,-20000000.0,37000000.0,37000000.0,-35000000.0,-19000000.0,416000000.0,2023-09-30
342000000.0,0.0,-58000000.0,0.0,-106000000.0,724000000.0,875000000.0,12000000.0,-163000000.0,-508000000.0,-508000000.0,-1000000.0,-170000000.0,-170000000.0,0.0,0.0,-337000000.0,0.0,,-337000000.0,-337000000.0,0.0,-103000000.0,-103000000.0,60000000.0,-57000000.0,-57000000.0,-106000000.0,448000000.0,448000000.0,-6000000.0,69000000.0,69000000.0,22000000.0,47000000.0,47000000.0,1000000.0,-76000000.0,75000000.0,26000000.0,-197000000.0,-197000000.0,49000000.0,49000000.0,25000000.0,11000000.0,463000000.0,2023-12-31
