tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,write_off,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-393442.622951,0.131148,609000000.0,-3000000.0,-3000000.0,371000000.0,42000000.0,1074000000.0,606000000.0,564000000.0,-137000000.0,137000000.0,373606557.377049,371000000.0,1452000000.0,578000000.0,287000000.0,283000000.0,1.29,1.31,371000000.0,371000000.0,371000000.0,371000000.0,371000000.0,56000000.0,427000000.0,-3000000.0,0.0,4000000.0,-12000000.0,8000000.0,-12000000.0,-7000000.0,-137000000.0,137000000.0,567000000.0,378000000.0,378000000.0,378000000.0,372000000.0,6000000.0,945000000.0,1074000000.0,2019000000.0,2019000000.0,2022-12-31
-4584000.0,0.191,554000000.0,-24000000.0,-24000000.0,300000000.0,29000000.0,834000000.0,530000000.0,501000000.0,-130000000.0,130000000.0,319416000.0,300000000.0,1114000000.0,523000000.0,285000000.0,281000000.0,1.05,1.07,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,71000000.0,371000000.0,-30000000.0,-6000000.0,3000000.0,,1000000.0,-4000000.0,-27000000.0,-130000000.0,130000000.0,531000000.0,280000000.0,280000000.0,280000000.0,282000000.0,-2000000.0,811000000.0,834000000.0,1645000000.0,1645000000.0,2023-03-31
5670000.0,0.126,596000000.0,45000000.0,45000000.0,418000000.0,38000000.0,835000000.0,641000000.0,603000000.0,-125000000.0,125000000.0,378670000.0,418000000.0,1125000000.0,573000000.0,286000000.0,281000000.0,1.46,1.49,418000000.0,418000000.0,418000000.0,418000000.0,418000000.0,60000000.0,478000000.0,41000000.0,-4000000.0,17000000.0,,0.0,-17000000.0,28000000.0,-125000000.0,125000000.0,562000000.0,290000000.0,290000000.0,290000000.0,291000000.0,-1000000.0,852000000.0,835000000.0,1687000000.0,1687000000.0,2023-06-30
5310000.0,0.177,638000000.0,30000000.0,30000000.0,416000000.0,37000000.0,848000000.0,668000000.0,631000000.0,-126000000.0,126000000.0,391310000.0,416000000.0,1113000000.0,613000000.0,286000000.0,281000000.0,1.46,1.48,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,89000000.0,505000000.0,36000000.0,6000000.0,18000000.0,,1000000.0,-19000000.0,12000000.0,-126000000.0,126000000.0,595000000.0,265000000.0,265000000.0,265000000.0,267000000.0,-2000000.0,860000000.0,848000000.0,1708000000.0,1708000000.0,2023-09-30
-68965.517241,0.002155,677000000.0,-32000000.0,-32000000.0,463000000.0,49000000.0,1063000000.0,645000000.0,596000000.0,-132000000.0,132000000.0,494931034.482759,463000000.0,1415000000.0,609000000.0,,,,,463000000.0,463000000.0,463000000.0,463000000.0,463000000.0,1000000.0,464000000.0,-25000000.0,7000000.0,-21000000.0,,10000000.0,11000000.0,-11000000.0,-132000000.0,132000000.0,621000000.0,352000000.0,352000000.0,352000000.0,353000000.0,-1000000.0,973000000.0,1063000000.0,2036000000.0,2036000000.0,2023-12-31
