ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
280000000.0,280000000.0,11435000000.0,12661000000.0,-9868000000.0,2926000000.0,-56000000.0,-9868000000.0,859000000.0,-8876000000.0,2528000000.0,-8876000000.0,-8876000000.0,-369000000.0,-369000000.0,-8507000000.0,0.0,0.0,14722000000.0,13057000000.0,873000000.0,12184000000.0,780000000.0,11404000000.0,1665000000.0,425000000.0,477000000.0,79000000.0,398000000.0,398000000.0,246000000.0,517000000.0,258000000.0,83000000.0,259000000.0,16000000.0,16000000.0,243000000.0,5846000000.0,4237000000.0,466000000.0,750000000.0,750000000.0,116000000.0,116000000.0,116000000.0,992000000.0,354000000.0,638000000.0,1913000000.0,-1283000000.0,3196000000.0,742000000.0,651000000.0,1427000000.0,376000000.0,0.0,1609000000.0,152000000.0,190000000.0,220000000.0,152000000.0,680000000.0,32000000.0,648000000.0,-37000000.0,685000000.0,367000000.0,367000000.0,2022-12-31,
280000000.0,280000000.0,11398000000.0,11747000000.0,-9764000000.0,2973000000.0,-9000000.0,-9764000000.0,,-8774000000.0,2575000000.0,-8774000000.0,-8774000000.0,-371000000.0,-371000000.0,-8403000000.0,0.0,0.0,14523000000.0,12968000000.0,1619000000.0,11349000000.0,,11349000000.0,1555000000.0,,398000000.0,,398000000.0,,,1157000000.0,,,1157000000.0,29000000.0,29000000.0,1128000000.0,5749000000.0,4203000000.0,453000000.0,752000000.0,752000000.0,93000000.0,93000000.0,93000000.0,990000000.0,351000000.0,639000000.0,1915000000.0,-1303000000.0,3218000000.0,3218000000.0,,,,,1546000000.0,575000000.0,,,,622000000.0,,622000000.0,-39000000.0,661000000.0,349000000.0,349000000.0,2023-03-31,
280000000.0,280000000.0,11131000000.0,11568000000.0,-9446000000.0,3132000000.0,28000000.0,-9446000000.0,,-8436000000.0,2758000000.0,-8436000000.0,-8436000000.0,-293000000.0,-293000000.0,-8156000000.0,13000000.0,13000000.0,14284000000.0,12797000000.0,1603000000.0,11194000000.0,,11194000000.0,1487000000.0,,374000000.0,,374000000.0,,,1113000000.0,,,1113000000.0,50000000.0,50000000.0,1063000000.0,5848000000.0,4333000000.0,465000000.0,821000000.0,821000000.0,122000000.0,122000000.0,122000000.0,1010000000.0,369000000.0,641000000.0,1915000000.0,-1304000000.0,3219000000.0,3219000000.0,,,,,1515000000.0,422000000.0,,,,656000000.0,,656000000.0,-46000000.0,702000000.0,437000000.0,437000000.0,2023-06-30,
280000000.0,280000000.0,10869000000.0,11525000000.0,-9197000000.0,3335000000.0,201000000.0,-9197000000.0,,-8190000000.0,2962000000.0,-8190000000.0,-8190000000.0,-314000000.0,-314000000.0,-7909000000.0,33000000.0,33000000.0,14261000000.0,12757000000.0,1605000000.0,11152000000.0,,11152000000.0,1504000000.0,,373000000.0,,373000000.0,,,1131000000.0,,,1131000000.0,12000000.0,12000000.0,1119000000.0,6071000000.0,4366000000.0,460000000.0,842000000.0,842000000.0,137000000.0,137000000.0,137000000.0,1007000000.0,369000000.0,638000000.0,1920000000.0,-1305000000.0,3225000000.0,3225000000.0,,,,,1705000000.0,402000000.0,,,,647000000.0,,647000000.0,-45000000.0,692000000.0,656000000.0,656000000.0,2023-09-30,
281000000.0,281000000.0,10633000000.0,12031000000.0,-8877000000.0,3287000000.0,332000000.0,-8877000000.0,886000000.0,-7858000000.0,3242000000.0,-7858000000.0,-7858000000.0,-302000000.0,-302000000.0,-7616000000.0,60000000.0,60000000.0,14089000000.0,12812000000.0,913000000.0,11899000000.0,799000000.0,11100000000.0,1277000000.0,373000000.0,132000000.0,87000000.0,45000000.0,45000000.0,258000000.0,514000000.0,228000000.0,82000000.0,286000000.0,55000000.0,55000000.0,231000000.0,6231000000.0,4622000000.0,473000000.0,1045000000.0,1045000000.0,124000000.0,124000000.0,124000000.0,1019000000.0,377000000.0,642000000.0,1961000000.0,-1332000000.0,3293000000.0,764000000.0,676000000.0,1480000000.0,373000000.0,0.0,1609000000.0,159000000.0,4000000.0,177000000.0,,757000000.0,20000000.0,737000000.0,-39000000.0,776000000.0,512000000.0,512000000.0,2023-12-31,0.0
