tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.19,-76116000.0,-69318000.0,7623000.0,123130000.0,-76116000.0,-83739000.0,2964000.0,1674000.0,4638000.0,-69318000.0,-69318000.0,269835000.0,-74553000.0,83320967.0,83320967.0,-0.83,-0.83,-69318000.0,-69318000.0,-69318000.0,-69318000.0,-69318000.0,-16095000.0,-85413000.0,-13824000.0,-13824000.0,2964000.0,1674000.0,4638000.0,-74553000.0,146705000.0,58170000.0,88535000.0,46468000.0,42067000.0,42067000.0,72152000.0,123130000.0,195282000.0,195282000.0,2022-10-31
0.0,0.21,73000.0,-9189000.0,6606000.0,109148000.0,73000.0,-6533000.0,3715000.0,1677000.0,5392000.0,-9189000.0,-9189000.0,255827000.0,-23216000.0,82051867.0,82051867.0,-0.11,-0.11,-9189000.0,-9189000.0,-9189000.0,-9189000.0,-9189000.0,979000.0,-8210000.0,11291000.0,11291000.0,3715000.0,1677000.0,5392000.0,-23216000.0,146679000.0,61702000.0,84977000.0,44781000.0,40196000.0,40196000.0,123463000.0,109148000.0,232611000.0,232611000.0,2023-01-31
0.0,0.19,-48863000.0,-45568000.0,5682000.0,108572000.0,-48863000.0,-54545000.0,4944000.0,1683000.0,6627000.0,-45568000.0,-45568000.0,265306000.0,-57816000.0,81832244.0,81832244.0,-0.56,-0.56,-45568000.0,-45568000.0,-45568000.0,-45568000.0,-45568000.0,-10660000.0,-56228000.0,-3356000.0,-3356000.0,4944000.0,1683000.0,6627000.0,-57816000.0,156734000.0,63055000.0,93679000.0,46864000.0,46815000.0,46815000.0,98918000.0,108572000.0,207490000.0,207490000.0,2023-04-30
0.0,0.224472,22366000.0,12220000.0,4927000.0,106280000.0,22366000.0,17439000.0,6050000.0,1682000.0,7732000.0,12220000.0,12220000.0,263863000.0,6095000.0,82135106.0,81490213.0,0.15,0.15,12220000.0,12220000.0,12220000.0,12220000.0,12220000.0,3537000.0,15757000.0,3612000.0,3612000.0,6050000.0,1682000.0,7732000.0,6095000.0,157583000.0,66819000.0,90764000.0,50111000.0,40653000.0,40653000.0,163678000.0,106280000.0,269958000.0,269958000.0,2023-07-31
0.0,0.3,-31468000.0,-27071000.0,5442000.0,95115000.0,-31468000.0,-36910000.0,8930000.0,1683000.0,10613000.0,-27071000.0,-27071000.0,241188000.0,-33781000.0,81690912.0,81690912.0,-0.33,-0.33,-27071000.0,-27071000.0,-27071000.0,-27071000.0,-27071000.0,-11522000.0,-38593000.0,-13742000.0,-13742000.0,8930000.0,1683000.0,10613000.0,-33781000.0,146073000.0,62469000.0,83604000.0,44581000.0,39023000.0,39023000.0,112292000.0,95115000.0,207407000.0,207407000.0,2023-10-31
0.0,0.4,14148000.0,9687000.0,5492000.0,98491000.0,14148000.0,8656000.0,8598000.0,1692000.0,10290000.0,9687000.0,9687000.0,253307000.0,-12410000.0,83305080.0,82133632.0,0.12,0.12,9687000.0,9687000.0,9687000.0,9687000.0,9687000.0,-2723000.0,6964000.0,10776000.0,10776000.0,8598000.0,1692000.0,10290000.0,-12410000.0,154816000.0,65458000.0,89358000.0,49181000.0,40177000.0,40177000.0,142406000.0,98491000.0,240897000.0,240897000.0,2024-01-31
