free_cash_flow,repurchase_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-91736000.0,-200000000.0,-4301000.0,2500000.0,1314000.0,269836000.0,614686000.0,-2992000.0,-341858000.0,-200000000.0,-200000000.0,0.0,-200000000.0,-200000000.0,-54423000.0,-54423000.0,-50122000.0,119291000.0,-169413000.0,0.0,0.0,-604000.0,-604000.0,-3697000.0,-87435000.0,-87435000.0,-47774000.0,-33575000.0,-7013000.0,3768000.0,-44701000.0,-45548000.0,847000.0,847000.0,-839000.0,34586000.0,55245000.0,4947000.0,35096000.0,-72000.0,98000.0,-18035000.0,-18035000.0,7623000.0,7623000.0,-69318000.0,2022-10-31
-2534000.0,0.0,-3754000.0,0.0,1411000.0,281572000.0,269836000.0,4933000.0,6803000.0,2000.0,2000.0,2000.0,0.0,0.0,5581000.0,5581000.0,9335000.0,116092000.0,-106757000.0,0.0,0.0,-1333000.0,-1333000.0,-2421000.0,1220000.0,1220000.0,-35564000.0,7284000.0,-2258000.0,1040000.0,9873000.0,13009000.0,-3136000.0,-3136000.0,-3981000.0,-47522000.0,-38721000.0,4574000.0,36179000.0,-243000.0,-820000.0,-323000.0,-323000.0,6606000.0,6606000.0,-9189000.0,2023-01-31
-52063000.0,-13993000.0,-3436000.0,2500000.0,1692000.0,271591000.0,281572000.0,-282000.0,-9699000.0,-13768000.0,-13768000.0,225000.0,-13993000.0,-13993000.0,52696000.0,52696000.0,56132000.0,146836000.0,-90704000.0,0.0,0.0,-677000.0,-677000.0,-2759000.0,-48627000.0,-48627000.0,-42299000.0,-3069000.0,4699000.0,-16156000.0,9711000.0,14147000.0,-4436000.0,-4436000.0,-7898000.0,-29586000.0,-1768000.0,12940000.0,35019000.0,11000.0,-1736000.0,-12676000.0,-12676000.0,5682000.0,5682000.0,-45568000.0,2023-04-30
167301000.0,-47814000.0,-5936000.0,0.0,750000.0,406790000.0,271591000.0,917000.0,134282000.0,-47813000.0,-47813000.0,1000.0,-47814000.0,-47814000.0,8858000.0,8858000.0,14794000.0,164875000.0,-150081000.0,0.0,0.0,-3207000.0,-3207000.0,-2729000.0,173237000.0,173237000.0,111575000.0,63995000.0,11864000.0,-7652000.0,31477000.0,30832000.0,645000.0,645000.0,-9895000.0,21786000.0,-22057000.0,5874000.0,36548000.0,173000.0,-2400000.0,3518000.0,3518000.0,4927000.0,4927000.0,12220000.0,2023-07-31
-76773000.0,0.0,-4690000.0,2500000.0,883000.0,302611000.0,406790000.0,-4303000.0,-99876000.0,0.0,0.0,,0.0,0.0,-27793000.0,-27793000.0,-23103000.0,137386000.0,-160489000.0,,,-998000.0,-998000.0,-3692000.0,-72083000.0,-72083000.0,-74997000.0,-37893000.0,-900000.0,1971000.0,-71558000.0,-54576000.0,-16982000.0,-16982000.0,-6560000.0,39943000.0,57193000.0,4465000.0,36097000.0,128000.0,-2927000.0,-13220000.0,-13220000.0,5442000.0,5442000.0,-27071000.0,2023-10-31
63893000.0,0.0,-5358000.0,0.0,1860000.0,351181000.0,302611000.0,2742000.0,45828000.0,4000.0,4000.0,,0.0,0.0,-23427000.0,-23427000.0,-18069000.0,136538000.0,-154607000.0,,,-2992000.0,-2992000.0,-2366000.0,69251000.0,69251000.0,22095000.0,24137000.0,-1541000.0,2075000.0,19689000.0,14919000.0,4770000.0,4770000.0,-5971000.0,-16294000.0,-34646000.0,5096000.0,36427000.0,-322000.0,-3296000.0,-4170000.0,-4170000.0,5492000.0,5492000.0,9687000.0,2024-01-31
